"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0.1/1",901,"true","gen"
"2","data/0.2-0-0-0.1/1",901,"true","best"
"3","data/0.2-0-0-0.1/1",882,"twin","gen"
"4","data/0.2-0-0-0.1/1",866,"twin","best"
"5","data/0.2-0-0-0.1/2",777,"true","gen"
"6","data/0.2-0-0-0.1/2",838,"true","best"
"7","data/0.2-0-0-0.1/2",777,"twin","gen"
"8","data/0.2-0-0-0.1/2",838,"twin","best"
"9","data/0.2-0-0-0.15/17",742,"true","gen"
"10","data/0.2-0-0-0.15/17",818,"true","best"
"11","data/0.2-0-0-0.15/17",742,"twin","gen"
"12","data/0.2-0-0-0.15/17",818,"twin","best"
"13","data/0.2-0-0-0.15/18",901,"true","gen"
"14","data/0.2-0-0-0.15/18",901,"true","best"
"15","data/0.2-0-0-0.15/18",875,"twin","gen"
"16","data/0.2-0-0-0.15/18",66,"twin","best"
"17","data/0.2-0-0-0.2/33",901,"true","gen"
"18","data/0.2-0-0-0.2/33",901,"true","best"
"19","data/0.2-0-0-0.2/33",901,"twin","gen"
"20","data/0.2-0-0-0.2/33",901,"twin","best"
"21","data/0.2-0-0-0.2/34",901,"true","gen"
"22","data/0.2-0-0-0.2/34",774,"true","best"
"23","data/0.2-0-0-0.2/34",821,"twin","gen"
"24","data/0.2-0-0-0.2/34",836,"twin","best"
"25","data/0.2-0-0.5-0.1/5",849,"true","gen"
"26","data/0.2-0-0.5-0.1/5",101,"true","best"
"27","data/0.2-0-0.5-0.1/5",849,"twin","gen"
"28","data/0.2-0-0.5-0.1/5",101,"twin","best"
"29","data/0.2-0-0.5-0.1/6",778,"true","gen"
"30","data/0.2-0-0.5-0.1/6",113,"true","best"
"31","data/0.2-0-0.5-0.1/6",782,"twin","gen"
"32","data/0.2-0-0.5-0.1/6",901,"twin","best"
"33","data/0.2-0-0.5-0.15/21",901,"true","gen"
"34","data/0.2-0-0.5-0.15/21",121,"true","best"
"35","data/0.2-0-0.5-0.15/21",901,"twin","gen"
"36","data/0.2-0-0.5-0.15/21",121,"twin","best"
"37","data/0.2-0-0.5-0.15/22",680,"true","gen"
"38","data/0.2-0-0.5-0.15/22",216,"true","best"
"39","data/0.2-0-0.5-0.15/22",661,"twin","gen"
"40","data/0.2-0-0.5-0.15/22",901,"twin","best"
"41","data/0.2-0-0.5-0.2/37",831,"true","gen"
"42","data/0.2-0-0.5-0.2/37",901,"true","best"
"43","data/0.2-0-0.5-0.2/37",901,"twin","gen"
"44","data/0.2-0-0.5-0.2/37",729,"twin","best"
"45","data/0.2-0-0.5-0.2/38",759,"true","gen"
"46","data/0.2-0-0.5-0.2/38",865,"true","best"
"47","data/0.2-0-0.5-0.2/38",830,"twin","gen"
"48","data/0.2-0-0.5-0.2/38",84,"twin","best"
"49","data/0.2-0-1-0.1/10",901,"true","gen"
"50","data/0.2-0-1-0.1/10",897,"true","best"
"51","data/0.2-0-1-0.1/10",901,"twin","gen"
"52","data/0.2-0-1-0.1/10",897,"twin","best"
"53","data/0.2-0-1-0.1/9",722,"true","gen"
"54","data/0.2-0-1-0.1/9",57,"true","best"
"55","data/0.2-0-1-0.1/9",722,"twin","gen"
"56","data/0.2-0-1-0.1/9",57,"twin","best"
"57","data/0.2-0-1-0.15/25",901,"true","gen"
"58","data/0.2-0-1-0.15/25",154,"true","best"
"59","data/0.2-0-1-0.15/25",901,"twin","gen"
"60","data/0.2-0-1-0.15/25",154,"twin","best"
"61","data/0.2-0-1-0.15/26",779,"true","gen"
"62","data/0.2-0-1-0.15/26",877,"true","best"
"63","data/0.2-0-1-0.15/26",779,"twin","gen"
"64","data/0.2-0-1-0.15/26",877,"twin","best"
"65","data/0.2-0-1-0.2/41",901,"true","gen"
"66","data/0.2-0-1-0.2/41",143,"true","best"
"67","data/0.2-0-1-0.2/41",901,"twin","gen"
"68","data/0.2-0-1-0.2/41",133,"twin","best"
"69","data/0.2-0-1-0.2/42",795,"true","gen"
"70","data/0.2-0-1-0.2/42",805,"true","best"
"71","data/0.2-0-1-0.2/42",881,"twin","gen"
"72","data/0.2-0-1-0.2/42",901,"twin","best"
"73","data/0.2-0-2-0.1/13",901,"true","gen"
"74","data/0.2-0-2-0.1/13",776,"true","best"
"75","data/0.2-0-2-0.1/13",901,"twin","gen"
"76","data/0.2-0-2-0.1/13",779,"twin","best"
"77","data/0.2-0-2-0.1/14",901,"true","gen"
"78","data/0.2-0-2-0.1/14",797,"true","best"
"79","data/0.2-0-2-0.1/14",831,"twin","gen"
"80","data/0.2-0-2-0.1/14",801,"twin","best"
"81","data/0.2-0-2-0.15/29",901,"true","gen"
"82","data/0.2-0-2-0.15/29",789,"true","best"
"83","data/0.2-0-2-0.15/29",901,"twin","gen"
"84","data/0.2-0-2-0.15/29",901,"twin","best"
"85","data/0.2-0-2-0.15/30",813,"true","gen"
"86","data/0.2-0-2-0.15/30",901,"true","best"
"87","data/0.2-0-2-0.15/30",813,"twin","gen"
"88","data/0.2-0-2-0.15/30",901,"twin","best"
"89","data/0.2-0-2-0.2/45",690,"true","gen"
"90","data/0.2-0-2-0.2/45",901,"true","best"
"91","data/0.2-0-2-0.2/45",901,"twin","gen"
"92","data/0.2-0-2-0.2/45",901,"twin","best"
"93","data/0.2-0-2-0.2/46",901,"true","gen"
"94","data/0.2-0-2-0.2/46",148,"true","best"
"95","data/0.2-0-2-0.2/46",867,"twin","gen"
"96","data/0.2-0-2-0.2/46",109,"twin","best"
"97","data/0.2-0.15-0-0.1/3",697,"true","gen"
"98","data/0.2-0.15-0-0.1/3",19,"true","best"
"99","data/0.2-0.15-0-0.1/3",697,"twin","gen"
"100","data/0.2-0.15-0-0.1/3",19,"twin","best"
"101","data/0.2-0.15-0-0.1/4",817,"true","gen"
"102","data/0.2-0.15-0-0.1/4",901,"true","best"
"103","data/0.2-0.15-0-0.1/4",876,"twin","gen"
"104","data/0.2-0.15-0-0.1/4",629,"twin","best"
"105","data/0.2-0.15-0-0.15/19",2,"true","gen"
"106","data/0.2-0.15-0-0.15/19",836,"true","best"
"107","data/0.2-0.15-0-0.15/19",2,"twin","gen"
"108","data/0.2-0.15-0-0.15/19",836,"twin","best"
"109","data/0.2-0.15-0-0.15/20",849,"true","gen"
"110","data/0.2-0.15-0-0.15/20",901,"true","best"
"111","data/0.2-0.15-0-0.15/20",901,"twin","gen"
"112","data/0.2-0.15-0-0.15/20",704,"twin","best"
"113","data/0.2-0.15-0-0.2/35",901,"true","gen"
"114","data/0.2-0.15-0-0.2/35",73,"true","best"
"115","data/0.2-0.15-0-0.2/35",723,"twin","gen"
"116","data/0.2-0.15-0-0.2/35",784,"twin","best"
"117","data/0.2-0.15-0-0.2/36",632,"true","gen"
"118","data/0.2-0.15-0-0.2/36",885,"true","best"
"119","data/0.2-0.15-0-0.2/36",901,"twin","gen"
"120","data/0.2-0.15-0-0.2/36",217,"twin","best"
"121","data/0.2-0.15-0.5-0.1/7",901,"true","gen"
"122","data/0.2-0.15-0.5-0.1/7",141,"true","best"
"123","data/0.2-0.15-0.5-0.1/7",901,"twin","gen"
"124","data/0.2-0.15-0.5-0.1/7",141,"twin","best"
"125","data/0.2-0.15-0.5-0.1/8",664,"true","gen"
"126","data/0.2-0.15-0.5-0.1/8",901,"true","best"
"127","data/0.2-0.15-0.5-0.1/8",858,"twin","gen"
"128","data/0.2-0.15-0.5-0.1/8",770,"twin","best"
"129","data/0.2-0.15-0.5-0.15/23",901,"true","gen"
"130","data/0.2-0.15-0.5-0.15/23",694,"true","best"
"131","data/0.2-0.15-0.5-0.15/23",901,"twin","gen"
"132","data/0.2-0.15-0.5-0.15/23",882,"twin","best"
"133","data/0.2-0.15-0.5-0.15/24",901,"true","gen"
"134","data/0.2-0.15-0.5-0.15/24",68,"true","best"
"135","data/0.2-0.15-0.5-0.15/24",901,"twin","gen"
"136","data/0.2-0.15-0.5-0.15/24",901,"twin","best"
"137","data/0.2-0.15-0.5-0.2/39",742,"true","gen"
"138","data/0.2-0.15-0.5-0.2/39",121,"true","best"
"139","data/0.2-0.15-0.5-0.2/39",901,"twin","gen"
"140","data/0.2-0.15-0.5-0.2/39",88,"twin","best"
"141","data/0.2-0.15-0.5-0.2/40",770,"true","gen"
"142","data/0.2-0.15-0.5-0.2/40",829,"true","best"
"143","data/0.2-0.15-0.5-0.2/40",901,"twin","gen"
"144","data/0.2-0.15-0.5-0.2/40",901,"twin","best"
"145","data/0.2-0.15-1-0.1/11",722,"true","gen"
