"","folder","n_mb_species","f_mb_species"
"1","data/0.2-0-1-0.1/1",0,0
"2","data/0.2-0-1-0.1/2",4,0.307692307692308
"3","data/0.2-0-1-0.15/17",2,0.2
"4","data/0.2-0-1-0.15/18",3,0.214285714285714
"5","data/0.2-0-1-0.2/33",9,0.3
"6","data/0.2-0-1-0.2/34",9,0.5
"7","data/0.2-0-1.5-0.1/5",9,0.346153846153846
"8","data/0.2-0-1.5-0.1/6",14,0.274509803921569
"9","data/0.2-0-1.5-0.15/21",8,0.25
"10","data/0.2-0-1.5-0.15/22",29,0.402777777777778
"11","data/0.2-0-1.5-0.2/37",11,0.478260869565217
"12","data/0.2-0-1.5-0.2/38",10,0.434782608695652
"13","data/0.2-0-2-0.1/10",2,0.1
"14","data/0.2-0-2-0.1/9",11,0.44
"15","data/0.2-0-2-0.15/25",2,0.2
"16","data/0.2-0-2-0.15/26",26,0.356164383561644
"17","data/0.2-0-2-0.2/41",180,0.692307692307692
"18","data/0.2-0-2-0.2/42",207,0.696969696969697
"19","data/0.2-0-2.5-0.1/13",12,0.461538461538462
"20","data/0.2-0-2.5-0.1/14",93,0.603896103896104
"21","data/0.2-0-2.5-0.15/29",24,0.48
"22","data/0.2-0-2.5-0.15/30",13,0.619047619047619
"23","data/0.2-0-2.5-0.2/45",48,0.6
"24","data/0.2-0-2.5-0.2/46",98,0.685314685314685
"25","data/0.2-0.15-1-0.1/3",0,0
"26","data/0.2-0.15-1-0.1/4",3,0.130434782608696
"27","data/0.2-0.15-1-0.15/19",0,0
"28","data/0.2-0.15-1-0.15/20",0,0
"29","data/0.2-0.15-1-0.2/35",5,0.2
"30","data/0.2-0.15-1-0.2/36",3,0.214285714285714
"31","data/0.2-0.15-1.5-0.1/7",2,0.25
"32","data/0.2-0.15-1.5-0.1/8",3,0.2
"33","data/0.2-0.15-1.5-0.15/23",2,0.4
"34","data/0.2-0.15-1.5-0.15/24",3,0.166666666666667
"35","data/0.2-0.15-1.5-0.2/39",0,0
"36","data/0.2-0.15-1.5-0.2/40",12,0.461538461538462
"37","data/0.2-0.15-2-0.1/11",0,0
"38","data/0.2-0.15-2-0.1/12",7,0.4375
"39","data/0.2-0.15-2-0.15/27",61,0.734939759036145
"40","data/0.2-0.15-2-0.15/28",12,0.461538461538462
"41","data/0.2-0.15-2-0.2/43",21,0.567567567567568
"42","data/0.2-0.15-2-0.2/44",2,0.2
"43","data/0.2-0.15-2.5-0.1/15",12,0.307692307692308
"44","data/0.2-0.15-2.5-0.1/16",13,0.371428571428571
"45","data/0.2-0.15-2.5-0.15/31",83,0.471590909090909
"46","data/0.2-0.15-2.5-0.15/32",13,0.433333333333333
"47","data/0.2-0.15-2.5-0.2/47",112,0.767123287671233
"48","data/0.2-0.15-2.5-0.2/48",354,0.754797441364606
