"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0/1",62,"true","gen"
"2","data/0.2-0-0-0/1",737,"true","best"
"3","data/0.2-0-0-0/1",692,"twin","gen"
"4","data/0.2-0-0-0/1",900,"twin","best"
"5","data/0.2-0-0-0/2",901,"true","gen"
"6","data/0.2-0-0-0/2",144,"true","best"
"7","data/0.2-0-0-0/2",16,"twin","gen"
"8","data/0.2-0-0-0/2",879,"twin","best"
"9","data/0.2-0-0.5-0.1/5",901,"true","gen"
"10","data/0.2-0-0.5-0.1/5",223,"true","best"
"11","data/0.2-0-0.5-0.1/5",655,"twin","gen"
"12","data/0.2-0-0.5-0.1/5",207,"twin","best"
"13","data/0.2-0-0.5-0.1/6",466,"true","gen"
"14","data/0.2-0-0.5-0.1/6",6,"true","best"
"15","data/0.2-0-0.5-0.1/6",2,"twin","gen"
"16","data/0.2-0-0.5-0.1/6",3,"twin","best"
"17","data/0.2-0-0.5-0.15/17",744,"true","gen"
"18","data/0.2-0-0.5-0.15/17",346,"true","best"
"19","data/0.2-0-0.5-0.15/17",901,"twin","gen"
"20","data/0.2-0-0.5-0.15/17",867,"twin","best"
"21","data/0.2-0-0.5-0.15/18",664,"true","gen"
"22","data/0.2-0-0.5-0.15/18",132,"true","best"
"23","data/0.2-0-0.5-0.15/18",901,"twin","gen"
"24","data/0.2-0-0.5-0.15/18",897,"twin","best"
"25","data/0.2-0-0.5-0.2/29",802,"true","gen"
"26","data/0.2-0-0.5-0.2/29",249,"true","best"
"27","data/0.2-0-0.5-0.2/29",851,"twin","gen"
"28","data/0.2-0-0.5-0.2/29",688,"twin","best"
"29","data/0.2-0-0.5-0.2/30",901,"true","gen"
"30","data/0.2-0-0.5-0.2/30",89,"true","best"
"31","data/0.2-0-0.5-0.2/30",901,"twin","gen"
"32","data/0.2-0-0.5-0.2/30",786,"twin","best"
"33","data/0.2-0-1-0.1/10",28,"true","gen"
"34","data/0.2-0-1-0.1/10",438,"true","best"
"35","data/0.2-0-1-0.1/10",742,"twin","gen"
"36","data/0.2-0-1-0.1/10",221,"twin","best"
"37","data/0.2-0-1-0.1/9",901,"true","gen"
"38","data/0.2-0-1-0.1/9",703,"true","best"
"39","data/0.2-0-1-0.1/9",56,"twin","gen"
"40","data/0.2-0-1-0.1/9",664,"twin","best"
"41","data/0.2-0-1-0.15/21",5,"true","gen"
"42","data/0.2-0-1-0.15/21",5,"true","best"
"43","data/0.2-0-1-0.15/21",771,"twin","gen"
"44","data/0.2-0-1-0.15/21",381,"twin","best"
"45","data/0.2-0-1-0.15/22",22,"true","gen"
"46","data/0.2-0-1-0.15/22",334,"true","best"
"47","data/0.2-0-1-0.15/22",4,"twin","gen"
