"","log_filename","param_filename","status","lowest_ess","gen_model_ess","lambda","mu","nu","q","crown_age"
"13","/home/richel/data/razzo_project_20190808/run_r_cmd_7089635.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2-0.15/28/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.15,6
"14","/home/richel/data/razzo_project_20190808/run_r_cmd_7089636.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2-0.15/27/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.15,6
"15","/home/richel/data/razzo_project_20190808/run_r_cmd_7089637.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.1/4/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.1,6
"16","/home/richel/data/razzo_project_20190808/run_r_cmd_7089638.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.1/3/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.1,6
"17","/home/richel/data/razzo_project_20190808/run_r_cmd_7089639.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1.5-0.1/8/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.1,6
"18","/home/richel/data/razzo_project_20190808/run_r_cmd_7089640.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1.5-0.1/7/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.1,6
"19","/home/richel/data/razzo_project_20190808/run_r_cmd_7089641.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.15/32/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.15,6
"20","/home/richel/data/razzo_project_20190808/run_r_cmd_7089642.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.15/31/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.15,6
"21","/home/richel/data/razzo_project_20190808/run_r_cmd_7089643.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1.5-0.2/39/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.2,6
"22","/home/richel/data/razzo_project_20190808/run_r_cmd_7089644.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1.5-0.2/40/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.2,6
"23","/home/richel/data/razzo_project_20190808/run_r_cmd_7089645.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.15/19/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.15,6
"24","/home/richel/data/razzo_project_20190808/run_r_cmd_7089646.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.15/20/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.15,6
"25","/home/richel/data/razzo_project_20190808/run_r_cmd_7089647.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1.5-0.15/21/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.15,6
"26","/home/richel/data/razzo_project_20190808/run_r_cmd_7089648.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1.5-0.15/22/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.15,6
"27","/home/richel/data/razzo_project_20190808/run_r_cmd_7089649.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.2/47/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.2,6
"28","/home/richel/data/razzo_project_20190808/run_r_cmd_7089650.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.2/48/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.2,6
"29","/home/richel/data/razzo_project_20190808/run_r_cmd_7089651.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.1/16/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.1,6
"30","/home/richel/data/razzo_project_20190808/run_r_cmd_7089652.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-2.5-0.1/15/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.1,6
"31","/home/richel/data/razzo_project_20190808/run_r_cmd_7089653.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.15/30/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,6
"32","/home/richel/data/razzo_project_20190808/run_r_cmd_7089654.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.15/29/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,6
"33","/home/richel/data/razzo_project_20190808/run_r_cmd_7089655.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.15/18/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.15,6
"34","/home/richel/data/razzo_project_20190808/run_r_cmd_7089656.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.15/17/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.15,6
"35","/home/richel/data/razzo_project_20190808/run_r_cmd_7089657.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.2/33/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.2,6
"36","/home/richel/data/razzo_project_20190808/run_r_cmd_7089658.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.2/34/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.2,6
"37","/home/richel/data/razzo_project_20190808/run_r_cmd_7089659.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.1/1/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.1,6
"38","/home/richel/data/razzo_project_20190808/run_r_cmd_7089660.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1-0.1/2/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.1,6
"39","/home/richel/data/razzo_project_20190808/run_r_cmd_7089661.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2-0.15/25/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.15,6
"40","/home/richel/data/razzo_project_20190808/run_r_cmd_7089662.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2-0.15/26/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.15,6
"41","/home/richel/data/razzo_project_20190808/run_r_cmd_7089663.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.2/45/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.2,6
"42","/home/richel/data/razzo_project_20190808/run_r_cmd_7089664.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.2/46/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.2,6
"43","/home/richel/data/razzo_project_20190808/run_r_cmd_7089665.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1.5-0.1/5/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.1,6
"44","/home/richel/data/razzo_project_20190808/run_r_cmd_7089666.log","/home/richel/data/razzo_project_20190808/data/0.2-0-1.5-0.1/6/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.1,6
"45","/home/richel/data/razzo_project_20190808/run_r_cmd_7089667.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.2/35/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.2,6
"46","/home/richel/data/razzo_project_20190808/run_r_cmd_7089668.log","/home/richel/data/razzo_project_20190808/data/0.2-0.15-1-0.2/36/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.2,6
"47","/home/richel/data/razzo_project_20190808/run_r_cmd_7089669.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.1/13/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.1,6
"48","/home/richel/data/razzo_project_20190808/run_r_cmd_7089670.log","/home/richel/data/razzo_project_20190808/data/0.2-0-2.5-0.1/14/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.1,6
"49","/home/richel/data/razzo_project_20190815/run_r_cmd_7297212.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.2/37/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.2,7
"50","/home/richel/data/razzo_project_20190815/run_r_cmd_7297213.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.2/38/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.2,7
"51","/home/richel/data/razzo_project_20190815/run_r_cmd_7297214.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.2/42/parameters.RDa","CANCELLED,TIMEOUT",NA,NA,0.2,0,2,0.2,7
"52","/home/richel/data/razzo_project_20190815/run_r_cmd_7297215.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.2/41/parameters.RDa","CANCELLED,TIMEOUT",NA,NA,0.2,0,2,0.2,7
"53","/home/richel/data/razzo_project_20190815/run_r_cmd_7297216.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.1/10/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.1,7
"54","/home/richel/data/razzo_project_20190815/run_r_cmd_7297217.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.1/9/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.1,7
"55","/home/richel/data/razzo_project_20190815/run_r_cmd_7297218.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.2/44/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.2,7
"56","/home/richel/data/razzo_project_20190815/run_r_cmd_7297219.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.2/43/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.2,7
"57","/home/richel/data/razzo_project_20190815/run_r_cmd_7297220.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.15/23/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.15,7
"58","/home/richel/data/razzo_project_20190815/run_r_cmd_7297221.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.15/24/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.15,7
"59","/home/richel/data/razzo_project_20190815/run_r_cmd_7297222.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.1/12/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.1,7
"60","/home/richel/data/razzo_project_20190815/run_r_cmd_7297223.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.1/11/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.1,7
"61","/home/richel/data/razzo_project_20190815/run_r_cmd_7297224.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.15/28/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.15,7
"62","/home/richel/data/razzo_project_20190815/run_r_cmd_7297225.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2-0.15/27/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2,0.15,7
"63","/home/richel/data/razzo_project_20190815/run_r_cmd_7297226.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.1/4/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.1,7
"64","/home/richel/data/razzo_project_20190815/run_r_cmd_7297227.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.1/3/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.1,7
"65","/home/richel/data/razzo_project_20190815/run_r_cmd_7297228.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.1/8/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.1,7
"66","/home/richel/data/razzo_project_20190815/run_r_cmd_7297229.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.1/7/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.1,7
"67","/home/richel/data/razzo_project_20190815/run_r_cmd_7297230.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.15/32/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.15,7
"68","/home/richel/data/razzo_project_20190815/run_r_cmd_7297231.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.15/31/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.15,7
"69","/home/richel/data/razzo_project_20190815/run_r_cmd_7297232.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.2/39/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.2,7
"70","/home/richel/data/razzo_project_20190815/run_r_cmd_7297233.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1.5-0.2/40/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1.5,0.2,7
"71","/home/richel/data/razzo_project_20190815/run_r_cmd_7297234.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.15/19/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.15,7
"72","/home/richel/data/razzo_project_20190815/run_r_cmd_7297235.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.15/20/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.15,7
"73","/home/richel/data/razzo_project_20190815/run_r_cmd_7297236.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.15/21/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.15,7
"74","/home/richel/data/razzo_project_20190815/run_r_cmd_7297237.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.15/22/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.15,7
"75","/home/richel/data/razzo_project_20190815/run_r_cmd_7297238.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.2/47/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.2,7
"76","/home/richel/data/razzo_project_20190815/run_r_cmd_7297239.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.2/48/parameters.RDa","CANCELLED,TIMEOUT",NA,NA,0.2,0.15,2.5,0.2,7
"77","/home/richel/data/razzo_project_20190815/run_r_cmd_7297240.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.1/16/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.1,7
"78","/home/richel/data/razzo_project_20190815/run_r_cmd_7297241.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-2.5-0.1/15/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,2.5,0.1,7
"79","/home/richel/data/razzo_project_20190815/run_r_cmd_7297242.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.15/30/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,7
"80","/home/richel/data/razzo_project_20190815/run_r_cmd_7297243.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.15/29/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,7
"81","/home/richel/data/razzo_project_20190815/run_r_cmd_7297244.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.15/18/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.15,7
"82","/home/richel/data/razzo_project_20190815/run_r_cmd_7297245.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.15/17/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.15,7
"83","/home/richel/data/razzo_project_20190815/run_r_cmd_7297246.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.2/33/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.2,7
"84","/home/richel/data/razzo_project_20190815/run_r_cmd_7297247.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.2/34/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.2,7
"85","/home/richel/data/razzo_project_20190815/run_r_cmd_7297248.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.1/1/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.1,7
"86","/home/richel/data/razzo_project_20190815/run_r_cmd_7297249.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1-0.1/2/parameters.RDa","COMPLETED",NA,NA,0.2,0,1,0.1,7
"87","/home/richel/data/razzo_project_20190815/run_r_cmd_7297250.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.15/25/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.15,7
"88","/home/richel/data/razzo_project_20190815/run_r_cmd_7297251.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2-0.15/26/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.15,7
"89","/home/richel/data/razzo_project_20190815/run_r_cmd_7297252.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.2/45/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.2,7
"90","/home/richel/data/razzo_project_20190815/run_r_cmd_7297253.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.2/46/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.2,7
"91","/home/richel/data/razzo_project_20190815/run_r_cmd_7297254.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.1/5/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.1,7
"92","/home/richel/data/razzo_project_20190815/run_r_cmd_7297255.log","/home/richel/data/razzo_project_20190815/data/0.2-0-1.5-0.1/6/parameters.RDa","COMPLETED",NA,NA,0.2,0,1.5,0.1,7
"93","/home/richel/data/razzo_project_20190815/run_r_cmd_7297256.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.2/35/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.2,7
"94","/home/richel/data/razzo_project_20190815/run_r_cmd_7297257.log","/home/richel/data/razzo_project_20190815/data/0.2-0.15-1-0.2/36/parameters.RDa","COMPLETED",NA,NA,0.2,0.15,1,0.2,7
"95","/home/richel/data/razzo_project_20190815/run_r_cmd_7297258.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.1/13/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.1,7
"96","/home/richel/data/razzo_project_20190815/run_r_cmd_7297259.log","/home/richel/data/razzo_project_20190815/data/0.2-0-2.5-0.1/14/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.1,7
"97","/home/richel/data/razzo_project_20190829/run_r_cmd_7464842.log","/home/richel/data/razzo_project_20190829/data/0.2-0-1.5-0.2/37/parameters.RDa","COMPLETED",4.31411102389151,6.97349357712234,0.2,0,1.5,0.2,6
"98","/home/richel/data/razzo_project_20190829/run_r_cmd_7464843.log","/home/richel/data/razzo_project_20190829/data/0.2-0-1.5-0.2/38/parameters.RDa","COMPLETED",5.64444684380422,7.80876410069344,0.2,0,1.5,0.2,6
"99","/home/richel/data/razzo_project_20190829/run_r_cmd_7464844.log","/home/richel/data/razzo_project_20190829/data/0.2-0-2-0.2/42/parameters.RDa","COMPLETED",NA,NA,0.2,0,2,0.2,6
"100","/home/richel/data/razzo_project_20190829/run_r_cmd_7464845.log","/home/richel/data/razzo_project_20190829/data/0.2-0-2-0.2/41/parameters.RDa","COMPLETED",6.20122805382859,12.8604378125717,0.2,0,2,0.2,6
"101","/home/richel/data/razzo_project_20190829/run_r_cmd_7464846.log","/home/richel/data/razzo_project_20190829/data/0.2-0-2-0.1/10/parameters.RDa","COMPLETED",5.20484635740657,9.40094640979027,0.2,0,2,0.1,6
"102","/home/richel/data/razzo_project_20190829/run_r_cmd_7464847.log","/home/richel/data/razzo_project_20190829/data/0.2-0-2-0.1/9/parameters.RDa","COMPLETED",5.6320991536385,7.6722940888411,0.2,0,2,0.1,6
"103","/home/richel/data/razzo_project_20190829/run_r_cmd_7464848.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.2/44/parameters.RDa","COMPLETED",4.76417981602005,7.34439665798836,0.2,0.15,2,0.2,6
"104","/home/richel/data/razzo_project_20190829/run_r_cmd_7464849.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.2/43/parameters.RDa","COMPLETED",3.75202890425277,16.395886428032,0.2,0.15,2,0.2,6
"105","/home/richel/data/razzo_project_20190829/run_r_cmd_7464850.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.15/23/parameters.RDa","COMPLETED",2.86177088990201,3.04573223808559,0.2,0.15,1.5,0.15,6
"106","/home/richel/data/razzo_project_20190829/run_r_cmd_7464851.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.15/24/parameters.RDa","COMPLETED",4.95116820166298,7.82161381061467,0.2,0.15,1.5,0.15,6
"107","/home/richel/data/razzo_project_20190829/run_r_cmd_7464852.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.1/12/parameters.RDa","COMPLETED",3.0308113221831,6.41206409431003,0.2,0.15,2,0.1,6
"108","/home/richel/data/razzo_project_20190829/run_r_cmd_7464853.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.1/11/parameters.RDa","COMPLETED",3.69787644332946,3.69787644332946,0.2,0.15,2,0.1,6
"109","/home/richel/data/razzo_project_20190829/run_r_cmd_7464854.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.15/28/parameters.RDa","COMPLETED",6.10042660065516,8.7804233089028,0.2,0.15,2,0.15,6
"110","/home/richel/data/razzo_project_20190829/run_r_cmd_7464855.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2-0.15/27/parameters.RDa","COMPLETED",5.15731499946365,10.8878114846935,0.2,0.15,2,0.15,6
"111","/home/richel/data/razzo_project_20190829/run_r_cmd_7464856.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1-0.1/4/parameters.RDa","COMPLETED",3.65616037028206,8.10639490327361,0.2,0.15,1,0.1,6
"112","/home/richel/data/razzo_project_20190829/run_r_cmd_7464857.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1-0.1/3/parameters.RDa","COMPLETED",5.70892458709202,12.2699346586523,0.2,0.15,1,0.1,6
"113","/home/richel/data/razzo_project_20190829/run_r_cmd_7464858.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.1/8/parameters.RDa","COMPLETED",5.13126191678298,6.2283502040225,0.2,0.15,1.5,0.1,6
"114","/home/richel/data/razzo_project_20190829/run_r_cmd_7464859.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.1/7/parameters.RDa","COMPLETED",5.13680527412013,11.2249895397459,0.2,0.15,1.5,0.1,6
"115","/home/richel/data/razzo_project_20190829/run_r_cmd_7464860.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2.5-0.15/32/parameters.RDa","COMPLETED",4.73882335508834,20.1014087560912,0.2,0.15,2.5,0.15,6
"116","/home/richel/data/razzo_project_20190829/run_r_cmd_7464861.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2.5-0.15/31/parameters.RDa","COMPLETED",5.8733204386856,13.1537668479243,0.2,0.15,2.5,0.15,6
"117","/home/richel/data/razzo_project_20190829/run_r_cmd_7464862.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.2/39/parameters.RDa","COMPLETED",5.07772026569626,6.4558901739021,0.2,0.15,1.5,0.2,6
"118","/home/richel/data/razzo_project_20190829/run_r_cmd_7464863.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1.5-0.2/40/parameters.RDa","COMPLETED",4.82732637332306,10.5695873927593,0.2,0.15,1.5,0.2,6
"119","/home/richel/data/razzo_project_20190829/run_r_cmd_7464864.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1-0.15/19/parameters.RDa","COMPLETED",4.99150059138412,7.74752881338231,0.2,0.15,1,0.15,6
"120","/home/richel/data/razzo_project_20190829/run_r_cmd_7464865.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-1-0.15/20/parameters.RDa","COMPLETED",5.42083990490438,6.97178436413035,0.2,0.15,1,0.15,6
"121","/home/richel/data/razzo_project_20190829/run_r_cmd_7464866.log","/home/richel/data/razzo_project_20190829/data/0.2-0-1.5-0.15/21/parameters.RDa","COMPLETED",5.34358503157388,11.2341978418224,0.2,0,1.5,0.15,6
"122","/home/richel/data/razzo_project_20190829/run_r_cmd_7464867.log","/home/richel/data/razzo_project_20190829/data/0.2-0-1.5-0.15/22/parameters.RDa","COMPLETED",5.0721718211846,6.98539530047078,0.2,0,1.5,0.15,6
"123","/home/richel/data/razzo_project_20190829/run_r_cmd_7464868.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2.5-0.2/47/parameters.RDa","COMPLETED",4.90938461289673,18.7902369070225,0.2,0.15,2.5,0.2,6
"124","/home/richel/data/razzo_project_20190829/run_r_cmd_7464869.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2.5-0.2/48/parameters.RDa","COMPLETED",4.91492915648148,4.91492915648148,0.2,0.15,2.5,0.2,6
"125","/home/richel/data/razzo_project_20190829/run_r_cmd_7464870.log","/home/richel/data/razzo_project_20190829/data/0.2-0.15-2.5-0.1/16/parameters.RDa","COMPLETED",4.53810674054192,5.07758499377734,0.2,0.15,2.5,0.1,6
