"","log_filename","param_filename","status","lowest_ess","gen_model_ess","lambda","mu","nu","q","crown_age"
"304","/home/richel/data/razzo_project_20190905/run_r_cmd_7636012.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/134/parameters.RDa","COMPLETED",7.25406987577691,7.25406987577691,0.2,0.15,2,0.15,6
"305","/home/richel/data/razzo_project_20190905/run_r_cmd_7636013.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/135/parameters.RDa","COMPLETED",6.61197805027905,13.6679678795618,0.2,0.15,2,0.15,6
"306","/home/richel/data/razzo_project_20190905/run_r_cmd_7636014.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/132/parameters.RDa","COMPLETED",6.08810609261801,6.08810609261801,0.2,0.15,2,0.15,6
"307","/home/richel/data/razzo_project_20190905/run_r_cmd_7636015.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/137/parameters.RDa","COMPLETED",7.91133304987847,15.6733832388193,0.2,0.15,2,0.15,6
"308","/home/richel/data/razzo_project_20190905/run_r_cmd_7636016.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/138/parameters.RDa","COMPLETED",7.41738374065611,9.61417077648121,0.2,0.15,2,0.15,6
"309","/home/richel/data/razzo_project_20190905/run_r_cmd_7636017.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/133/parameters.RDa","COMPLETED",8.19293848079508,8.41548543528938,0.2,0.15,2,0.15,6
"310","/home/richel/data/razzo_project_20190905/run_r_cmd_7636018.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2-0.15/140/parameters.RDa","COMPLETED",6.49372384770328,9.15412842686985,0.2,0.15,2,0.15,6
"311","/home/richel/data/razzo_project_20190905/run_r_cmd_7636019.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/12/parameters.RDa","COMPLETED",5.8001739291703,5.8001739291703,0.2,0.15,1,0.1,6
"312","/home/richel/data/razzo_project_20190905/run_r_cmd_7636020.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/19/parameters.RDa","COMPLETED",5.98436066180732,7.74752881338231,0.2,0.15,1,0.1,6
"313","/home/richel/data/razzo_project_20190905/run_r_cmd_7636021.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/18/parameters.RDa","COMPLETED",5.99649341896955,9.19250834162861,0.2,0.15,1,0.1,6
"314","/home/richel/data/razzo_project_20190905/run_r_cmd_7636022.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/11/parameters.RDa","COMPLETED",7.33350011821344,10.0419761269187,0.2,0.15,1,0.1,6
"315","/home/richel/data/razzo_project_20190905/run_r_cmd_7636023.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/13/parameters.RDa","COMPLETED",4.61491888164317,4.61491888164317,0.2,0.15,1,0.1,6
"316","/home/richel/data/razzo_project_20190905/run_r_cmd_7636024.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/14/parameters.RDa","COMPLETED",3.67652121218754,4.43359119182356,0.2,0.15,1,0.1,6
"317","/home/richel/data/razzo_project_20190905/run_r_cmd_7636025.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/16/parameters.RDa","COMPLETED",4.30500358698121,6.99793055646617,0.2,0.15,1,0.1,6
"318","/home/richel/data/razzo_project_20190905/run_r_cmd_7636026.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/20/parameters.RDa","COMPLETED",7.21454197139199,7.7402890390961,0.2,0.15,1,0.1,6
"319","/home/richel/data/razzo_project_20190905/run_r_cmd_7636027.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/15/parameters.RDa","COMPLETED",6.00591495324183,7.80668067597512,0.2,0.15,1,0.1,6
"320","/home/richel/data/razzo_project_20190905/run_r_cmd_7636028.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.1/17/parameters.RDa","COMPLETED",3.66114898720912,5.3851311049128,0.2,0.15,1,0.1,6
"321","/home/richel/data/razzo_project_20190905/run_r_cmd_7636030.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/33/parameters.RDa","COMPLETED",2.97914394406104,3.85830756374295,0.2,0.15,1.5,0.1,6
"322","/home/richel/data/razzo_project_20190905/run_r_cmd_7636031.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/35/parameters.RDa","COMPLETED",5.71351041026097,10.8793685631918,0.2,0.15,1.5,0.1,6
"323","/home/richel/data/razzo_project_20190905/run_r_cmd_7636032.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/37/parameters.RDa","COMPLETED",4.5373584983285,8.94191736899809,0.2,0.15,1.5,0.1,6
"324","/home/richel/data/razzo_project_20190905/run_r_cmd_7636033.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/34/parameters.RDa","COMPLETED",4.68712913368727,4.68712913368727,0.2,0.15,1.5,0.1,6
"325","/home/richel/data/razzo_project_20190905/run_r_cmd_7636034.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/32/parameters.RDa","COMPLETED",4.34774896178715,6.15718836120979,0.2,0.15,1.5,0.1,6
"326","/home/richel/data/razzo_project_20190905/run_r_cmd_7636035.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/39/parameters.RDa","COMPLETED",6.76776362259114,6.76776362259114,0.2,0.15,1.5,0.1,6
"327","/home/richel/data/razzo_project_20190905/run_r_cmd_7636036.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/38/parameters.RDa","COMPLETED",4.59721188934494,6.94281714534,0.2,0.15,1.5,0.1,6
"328","/home/richel/data/razzo_project_20190905/run_r_cmd_7636037.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/31/parameters.RDa","COMPLETED",5.29710210253906,9.2082674516553,0.2,0.15,1.5,0.1,6
"329","/home/richel/data/razzo_project_20190905/run_r_cmd_7636038.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/36/parameters.RDa","COMPLETED",5.38449058484682,5.42782101965683,0.2,0.15,1.5,0.1,6
"330","/home/richel/data/razzo_project_20190905/run_r_cmd_7636039.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.1/40/parameters.RDa","COMPLETED",3.9546937961985,6.57394677143746,0.2,0.15,1.5,0.1,6
"331","/home/richel/data/razzo_project_20190905/run_r_cmd_7636040.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/158/parameters.RDa","COMPLETED",8.06860187660878,11.1341928985909,0.2,0.15,2.5,0.15,6
"332","/home/richel/data/razzo_project_20190905/run_r_cmd_7636041.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/153/parameters.RDa","COMPLETED",5.73424301770937,5.73424301770937,0.2,0.15,2.5,0.15,6
"333","/home/richel/data/razzo_project_20190905/run_r_cmd_7636042.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/159/parameters.RDa","COMPLETED",12.2441707608948,16.6924695677975,0.2,0.15,2.5,0.15,6
"334","/home/richel/data/razzo_project_20190905/run_r_cmd_7636043.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/151/parameters.RDa","COMPLETED",5.73632459753898,6.18959837400671,0.2,0.15,2.5,0.15,6
"335","/home/richel/data/razzo_project_20190905/run_r_cmd_7636044.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/155/parameters.RDa","COMPLETED",5.1576885637199,5.67109493524951,0.2,0.15,2.5,0.15,6
"336","/home/richel/data/razzo_project_20190905/run_r_cmd_7636045.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/157/parameters.RDa","COMPLETED",5.29416136066196,8.71112077401901,0.2,0.15,2.5,0.15,6
"337","/home/richel/data/razzo_project_20190905/run_r_cmd_7636046.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/156/parameters.RDa","COMPLETED",4.06367293821343,4.19917289917854,0.2,0.15,2.5,0.15,6
"338","/home/richel/data/razzo_project_20190905/run_r_cmd_7636047.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/160/parameters.RDa","COMPLETED",7.0463155556071,8.69050807335421,0.2,0.15,2.5,0.15,6
"339","/home/richel/data/razzo_project_20190905/run_r_cmd_7636048.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/154/parameters.RDa","COMPLETED",6.1357785991204,10.0858330628114,0.2,0.15,2.5,0.15,6
"340","/home/richel/data/razzo_project_20190905/run_r_cmd_7636049.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.15/152/parameters.RDa","COMPLETED",9.07979608644419,9.07979608644419,0.2,0.15,2.5,0.15,6
"341","/home/richel/data/razzo_project_20190905/run_r_cmd_7636050.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/198/parameters.RDa","COMPLETED",5.3245790306928,6.28619031062444,0.2,0.15,1.5,0.2,6
"342","/home/richel/data/razzo_project_20190905/run_r_cmd_7636051.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/195/parameters.RDa","COMPLETED",9.34235762562907,9.34235762562907,0.2,0.15,1.5,0.2,6
"343","/home/richel/data/razzo_project_20190905/run_r_cmd_7636052.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/196/parameters.RDa","COMPLETED",6.39535954200772,8.89439816472041,0.2,0.15,1.5,0.2,6
"344","/home/richel/data/razzo_project_20190905/run_r_cmd_7636053.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/199/parameters.RDa","COMPLETED",4.35274892898105,4.35274892898105,0.2,0.15,1.5,0.2,6
"345","/home/richel/data/razzo_project_20190905/run_r_cmd_7636054.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/200/parameters.RDa","COMPLETED",8.99405164322402,11.0987807298756,0.2,0.15,1.5,0.2,6
"346","/home/richel/data/razzo_project_20190905/run_r_cmd_7636055.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/193/parameters.RDa","COMPLETED",8.33251188667954,8.33251188667954,0.2,0.15,1.5,0.2,6
"347","/home/richel/data/razzo_project_20190905/run_r_cmd_7636056.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/197/parameters.RDa","COMPLETED",7.51040064859382,8.20245151081875,0.2,0.15,1.5,0.2,6
"348","/home/richel/data/razzo_project_20190905/run_r_cmd_7636057.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/192/parameters.RDa","COMPLETED",4.4028411867417,4.4028411867417,0.2,0.15,1.5,0.2,6
"349","/home/richel/data/razzo_project_20190905/run_r_cmd_7636058.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/194/parameters.RDa","COMPLETED",7.58208554332383,14.0981358159353,0.2,0.15,1.5,0.2,6
"350","/home/richel/data/razzo_project_20190905/run_r_cmd_7636059.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1.5-0.2/191/parameters.RDa","COMPLETED",5.32502140605678,8.91371354860417,0.2,0.15,1.5,0.2,6
"351","/home/richel/data/razzo_project_20190905/run_r_cmd_7636060.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/95/parameters.RDa","COMPLETED",5.48310827192174,7.93710275046335,0.2,0.15,1,0.15,6
"352","/home/richel/data/razzo_project_20190905/run_r_cmd_7636061.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/98/parameters.RDa","COMPLETED",4.03001203013411,5.75781628056588,0.2,0.15,1,0.15,6
"353","/home/richel/data/razzo_project_20190905/run_r_cmd_7636062.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/93/parameters.RDa","COMPLETED",4.80907446308669,4.80907446308669,0.2,0.15,1,0.15,6
"354","/home/richel/data/razzo_project_20190905/run_r_cmd_7636063.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/97/parameters.RDa","COMPLETED",4.5040303600932,5.63130150501843,0.2,0.15,1,0.15,6
"355","/home/richel/data/razzo_project_20190905/run_r_cmd_7636064.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/99/parameters.RDa","COMPLETED",2.8210497551774,2.8210497551774,0.2,0.15,1,0.15,6
"356","/home/richel/data/razzo_project_20190905/run_r_cmd_7636065.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/94/parameters.RDa","COMPLETED",5.1884891120479,5.22196776385966,0.2,0.15,1,0.15,6
"357","/home/richel/data/razzo_project_20190905/run_r_cmd_7636066.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/92/parameters.RDa","COMPLETED",4.3494746941914,4.3494746941914,0.2,0.15,1,0.15,6
"358","/home/richel/data/razzo_project_20190905/run_r_cmd_7636067.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/96/parameters.RDa","COMPLETED",5.5036887564314,5.5036887564314,0.2,0.15,1,0.15,6
"359","/home/richel/data/razzo_project_20190905/run_r_cmd_7636068.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/100/parameters.RDa","COMPLETED",4.6214108827406,4.6214108827406,0.2,0.15,1,0.15,6
"360","/home/richel/data/razzo_project_20190905/run_r_cmd_7636069.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-1-0.15/91/parameters.RDa","COMPLETED",4.43023699242921,4.43023699242921,0.2,0.15,1,0.15,6
"361","/home/richel/data/razzo_project_20190905/run_r_cmd_7636070.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/104/parameters.RDa","COMPLETED",4.67189395782994,8.84112562890753,0.2,0,1.5,0.15,6
"362","/home/richel/data/razzo_project_20190905/run_r_cmd_7636071.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/107/parameters.RDa","COMPLETED",4.96231100127219,5.66319696315865,0.2,0,1.5,0.15,6
"363","/home/richel/data/razzo_project_20190905/run_r_cmd_7636072.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/103/parameters.RDa","COMPLETED",5.05481542647249,5.45161445561159,0.2,0,1.5,0.15,6
"364","/home/richel/data/razzo_project_20190905/run_r_cmd_7636073.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/109/parameters.RDa","COMPLETED",4.4106066595359,5.92282431889168,0.2,0,1.5,0.15,6
"365","/home/richel/data/razzo_project_20190905/run_r_cmd_7636074.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/106/parameters.RDa","COMPLETED",10.3835673354132,10.3835673354132,0.2,0,1.5,0.15,6
"366","/home/richel/data/razzo_project_20190905/run_r_cmd_7636075.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/105/parameters.RDa","COMPLETED",7.03232795102826,7.03232795102826,0.2,0,1.5,0.15,6
"367","/home/richel/data/razzo_project_20190905/run_r_cmd_7636076.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/102/parameters.RDa","COMPLETED",8.67895417031239,10.7758191221921,0.2,0,1.5,0.15,6
"368","/home/richel/data/razzo_project_20190905/run_r_cmd_7636077.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/108/parameters.RDa","COMPLETED",4.54432880235411,7.04223127802136,0.2,0,1.5,0.15,6
"369","/home/richel/data/razzo_project_20190905/run_r_cmd_7636078.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/110/parameters.RDa","COMPLETED",6.47625733046505,7.41156081748605,0.2,0,1.5,0.15,6
"370","/home/richel/data/razzo_project_20190905/run_r_cmd_7636079.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1.5-0.15/101/parameters.RDa","COMPLETED",6.30545924693284,6.30545924693284,0.2,0,1.5,0.15,6
"371","/home/richel/data/razzo_project_20190905/run_r_cmd_7636080.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/237/parameters.RDa","COMPLETED",8.87038783167513,9.36958834266827,0.2,0.15,2.5,0.2,6
"372","/home/richel/data/razzo_project_20190905/run_r_cmd_7636081.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/239/parameters.RDa","COMPLETED",10.2288469046399,16.7432211065541,0.2,0.15,2.5,0.2,6
"373","/home/richel/data/razzo_project_20190905/run_r_cmd_7636082.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/235/parameters.RDa","COMPLETED",6.26636187976236,6.26636187976236,0.2,0.15,2.5,0.2,6
"374","/home/richel/data/razzo_project_20190905/run_r_cmd_7636083.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/233/parameters.RDa","COMPLETED",8.44325049274951,14.6487099447232,0.2,0.15,2.5,0.2,6
"375","/home/richel/data/razzo_project_20190905/run_r_cmd_7636084.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/236/parameters.RDa","COMPLETED",8.63823114871818,22.8988588492112,0.2,0.15,2.5,0.2,6
"376","/home/richel/data/razzo_project_20190905/run_r_cmd_7636085.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/231/parameters.RDa","COMPLETED",4.81452492368645,7.45089525668166,0.2,0.15,2.5,0.2,6
"377","/home/richel/data/razzo_project_20190905/run_r_cmd_7636086.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/238/parameters.RDa","COMPLETED",15.5739139959801,16.1580852723192,0.2,0.15,2.5,0.2,6
"378","/home/richel/data/razzo_project_20190905/run_r_cmd_7636087.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/234/parameters.RDa","COMPLETED",11.7610135291948,11.7610135291948,0.2,0.15,2.5,0.2,6
"379","/home/richel/data/razzo_project_20190905/run_r_cmd_7636088.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/232/parameters.RDa","COMPLETED",14.1324939174539,19.8221422845471,0.2,0.15,2.5,0.2,6
"380","/home/richel/data/razzo_project_20190905/run_r_cmd_7636089.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.2/240/parameters.RDa","COMPLETED",10.4841381179806,10.4841381179806,0.2,0.15,2.5,0.2,6
"381","/home/richel/data/razzo_project_20190905/run_r_cmd_7636090.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/77/parameters.RDa","COMPLETED",4.24293880958234,4.24293880958234,0.2,0.15,2.5,0.1,6
"382","/home/richel/data/razzo_project_20190905/run_r_cmd_7636091.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/73/parameters.RDa","COMPLETED",6.74848921626311,6.74848921626311,0.2,0.15,2.5,0.1,6
"383","/home/richel/data/razzo_project_20190905/run_r_cmd_7636092.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/74/parameters.RDa","COMPLETED",5.11164219346561,9.33922603203884,0.2,0.15,2.5,0.1,6
"384","/home/richel/data/razzo_project_20190905/run_r_cmd_7636093.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/75/parameters.RDa","COMPLETED",8.62802715082781,11.7259101523067,0.2,0.15,2.5,0.1,6
"385","/home/richel/data/razzo_project_20190905/run_r_cmd_7636094.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/76/parameters.RDa","COMPLETED",9.62262941298892,12.0261112881432,0.2,0.15,2.5,0.1,6
"386","/home/richel/data/razzo_project_20190905/run_r_cmd_7636095.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/79/parameters.RDa","COMPLETED",10.5021405519022,10.5021405519022,0.2,0.15,2.5,0.1,6
"387","/home/richel/data/razzo_project_20190905/run_r_cmd_7636096.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/80/parameters.RDa","COMPLETED",6.2745944909312,6.88178762261133,0.2,0.15,2.5,0.1,6
"388","/home/richel/data/razzo_project_20190905/run_r_cmd_7636097.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/72/parameters.RDa","COMPLETED",7.61279391153626,9.59678249659541,0.2,0.15,2.5,0.1,6
"389","/home/richel/data/razzo_project_20190905/run_r_cmd_7636098.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/78/parameters.RDa","COMPLETED",6.04613696357367,6.04613696357367,0.2,0.15,2.5,0.1,6
"390","/home/richel/data/razzo_project_20190905/run_r_cmd_7636099.log","/home/richel/data/razzo_project_20190905/data/0.2-0.15-2.5-0.1/71/parameters.RDa","COMPLETED",6.65305808795952,6.65305808795952,0.2,0.15,2.5,0.1,6
"391","/home/richel/data/razzo_project_20190905/run_r_cmd_7636100.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/146/parameters.RDa","COMPLETED",6.15642367609999,8.68680519412423,0.2,0,2.5,0.15,6
"392","/home/richel/data/razzo_project_20190905/run_r_cmd_7636101.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/144/parameters.RDa","COMPLETED",9.56206125088987,9.94649588650752,0.2,0,2.5,0.15,6
"393","/home/richel/data/razzo_project_20190905/run_r_cmd_7636102.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/141/parameters.RDa","COMPLETED",10.2225601534471,15.1658397824324,0.2,0,2.5,0.15,6
"394","/home/richel/data/razzo_project_20190905/run_r_cmd_7636103.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/149/parameters.RDa","COMPLETED",8.32050894680685,12.4992087558668,0.2,0,2.5,0.15,6
"395","/home/richel/data/razzo_project_20190905/run_r_cmd_7636104.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/145/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,6
"396","/home/richel/data/razzo_project_20190905/run_r_cmd_7636105.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/150/parameters.RDa","COMPLETED",5.75245473139237,5.75245473139237,0.2,0,2.5,0.15,6
"397","/home/richel/data/razzo_project_20190905/run_r_cmd_7636106.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/147/parameters.RDa","COMPLETED",NA,NA,0.2,0,2.5,0.15,6
"398","/home/richel/data/razzo_project_20190905/run_r_cmd_7636107.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/148/parameters.RDa","COMPLETED",8.47410530089201,8.47410530089201,0.2,0,2.5,0.15,6
"399","/home/richel/data/razzo_project_20190905/run_r_cmd_7636108.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/143/parameters.RDa","COMPLETED",11.5070978220148,18.0272736730799,0.2,0,2.5,0.15,6
"400","/home/richel/data/razzo_project_20190905/run_r_cmd_7636109.log","/home/richel/data/razzo_project_20190905/data/0.2-0-2.5-0.15/142/parameters.RDa","COMPLETED",7.81889466914573,11.03675453345,0.2,0,2.5,0.15,6
"401","/home/richel/data/razzo_project_20190905/run_r_cmd_7636110.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/84/parameters.RDa","COMPLETED",5.88589290523985,6.24066840316991,0.2,0,1,0.15,6
"402","/home/richel/data/razzo_project_20190905/run_r_cmd_7636111.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/81/parameters.RDa","COMPLETED",4.70549745440225,6.0318320701991,0.2,0,1,0.15,6
"403","/home/richel/data/razzo_project_20190905/run_r_cmd_7636112.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/86/parameters.RDa","COMPLETED",7.20158691284104,9.64607967398226,0.2,0,1,0.15,6
"404","/home/richel/data/razzo_project_20190905/run_r_cmd_7636113.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/85/parameters.RDa","COMPLETED",4.56467732783437,4.56467732783437,0.2,0,1,0.15,6
"405","/home/richel/data/razzo_project_20190905/run_r_cmd_7636114.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/90/parameters.RDa","COMPLETED",7.68532220237731,11.7639831610442,0.2,0,1,0.15,6
"406","/home/richel/data/razzo_project_20190905/run_r_cmd_7636115.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/89/parameters.RDa","COMPLETED",4.6188801097311,4.6188801097311,0.2,0,1,0.15,6
"407","/home/richel/data/razzo_project_20190905/run_r_cmd_7636116.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/88/parameters.RDa","COMPLETED",6.57849899157422,8.90988989270807,0.2,0,1,0.15,6
"408","/home/richel/data/razzo_project_20190905/run_r_cmd_7636117.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/82/parameters.RDa","COMPLETED",4.21648040866661,4.52889556495749,0.2,0,1,0.15,6
"409","/home/richel/data/razzo_project_20190905/run_r_cmd_7636118.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/83/parameters.RDa","COMPLETED",7.17140470172786,9.64843377420838,0.2,0,1,0.15,6
"410","/home/richel/data/razzo_project_20190905/run_r_cmd_7636119.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.15/87/parameters.RDa","COMPLETED",5.78704547728771,5.78704547728771,0.2,0,1,0.15,6
"411","/home/richel/data/razzo_project_20190905/run_r_cmd_7636120.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/166/parameters.RDa","COMPLETED",6.03958868114054,9.47175890982417,0.2,0,1,0.2,6
"412","/home/richel/data/razzo_project_20190905/run_r_cmd_7636121.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/163/parameters.RDa","COMPLETED",6.1395959957137,6.1395959957137,0.2,0,1,0.2,6
"413","/home/richel/data/razzo_project_20190905/run_r_cmd_7636122.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/162/parameters.RDa","COMPLETED",5.61302156017258,8.60108662013199,0.2,0,1,0.2,6
"414","/home/richel/data/razzo_project_20190905/run_r_cmd_7636123.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/161/parameters.RDa","COMPLETED",4.26086221308836,9.47572456905233,0.2,0,1,0.2,6
"415","/home/richel/data/razzo_project_20190905/run_r_cmd_7636124.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/168/parameters.RDa","COMPLETED",7.30684104800392,10.1591353902359,0.2,0,1,0.2,6
"416","/home/richel/data/razzo_project_20190905/run_r_cmd_7636125.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/165/parameters.RDa","COMPLETED",7.20945899348333,10.0731545512516,0.2,0,1,0.2,6
"417","/home/richel/data/razzo_project_20190905/run_r_cmd_7636126.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/170/parameters.RDa","COMPLETED",6.33794749066107,7.27484053545698,0.2,0,1,0.2,6
"418","/home/richel/data/razzo_project_20190905/run_r_cmd_7636127.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/164/parameters.RDa","COMPLETED",11.2446383140765,11.2446383140765,0.2,0,1,0.2,6
"419","/home/richel/data/razzo_project_20190905/run_r_cmd_7636128.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/167/parameters.RDa","COMPLETED",5.68569093578653,8.99918023769631,0.2,0,1,0.2,6
"420","/home/richel/data/razzo_project_20190905/run_r_cmd_7636129.log","/home/richel/data/razzo_project_20190905/data/0.2-0-1-0.2/169/parameters.RDa","COMPLETED",5.81029344231209,10.2248500567698,0.2,0,1,0.2,6
