Sample	posterior	likelihood	prior	treeLikelihood.file5b4f4b20c908	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	clockRate	
0	-755.9571681488551	-723.5549997005351	-32.40216844831997	-723.5549997005351	14.999628721639372	0.5121429124090523	1.5763023398064844	0.7504526931144617	2.6836670244228213	4.973937530863006	0.25306599340492403	0.24231124311285152	0.26265731938209586	0.24196544410012857	-19.910791468642934	0.1066041720322373	0.2830122389588756	5.919892935242074	14.999628721639372	0.09763045772112396	
1	-750.2720900837068	-715.9997824374483	-34.27230764625843	-715.9997824374483	14.999628721639372	1.3271808874546218	1.096815660443244	0.9515686806071678	3.483861125524884	3.7804723644352705	0.25483350503775765	0.2335780599589643	0.2652571874723412	0.24633124753093683	-20.969727665299718	0.037399280224690586	0.7871859068109082	5.919892935242074	14.999628721639372	0.0765269702251891	
2	-750.2720900837068	-715.9997824374483	-34.27230764625843	-715.9997824374483	14.999628721639372	1.3271808874546218	1.096815660443244	0.9515686806071678	3.483861125524884	3.7804723644352705	0.25483350503775765	0.2335780599589643	0.2652571874723412	0.24633124753093683	-20.969727665299718	0.037399280224690586	0.7871859068109082	5.919892935242074	14.999628721639372	0.0765269702251891	
3	-749.9562719955784	-715.9393636705328	-34.0169083250456	-715.9393636705328	14.999628721639372	1.3271808874546218	1.096815660443244	0.5235333424000581	3.483861125524884	2.072150968453759	0.2392846715249601	0.24912689347176184	0.2652571874723412	0.24633124753093683	-22.06679829999891	0.10660809987310808	0.39723214165377224	5.919892935242074	14.999628721639372	0.048523774698725375	
4	-747.8174012960977	-714.6449877022081	-33.172413593889566	-714.6449877022081	14.999628721639372	1.3271808874546218	1.3146435283111007	0.5235333424000581	3.483861125524884	2.0829660030873867	0.23255703886948453	0.24466300336148003	0.2652571874723412	0.25752277029669424	-21.03328859757147	0.08802507383131715	0.34910885601289865	5.919892935242074	14.999628721639372	0.06306882258597313	
5	-743.5887781097509	-711.7045028119499	-31.88427529780104	-711.7045028119499	14.999628721639372	1.3271808874546218	0.6959537265115618	0.9302966645452246	2.4174836323206303	1.543433006072188	0.2408322637770426	0.24104216536391526	0.2569819625647832	0.26114360829425903	-20.586015425478447	0.13290840025068612	0.6571371600504453	5.919892935242074	14.999628721639372	0.07816903315150098	
6	-743.5887781097509	-711.7045028119499	-31.88427529780104	-711.7045028119499	14.999628721639372	1.3271808874546218	0.6959537265115618	0.9302966645452246	2.4174836323206303	1.543433006072188	0.2408322637770426	0.24104216536391526	0.2569819625647832	0.26114360829425903	-20.586015425478447	0.13290840025068612	0.6571371600504453	5.919892935242074	14.999628721639372	0.07816903315150098	
7	-743.5887781097509	-711.7045028119499	-31.88427529780104	-711.7045028119499	14.999628721639372	1.3271808874546218	0.6959537265115618	0.9302966645452246	2.4174836323206303	1.543433006072188	0.2408322637770426	0.24104216536391526	0.2569819625647832	0.26114360829425903	-20.586015425478447	0.13290840025068612	0.6571371600504453	5.919892935242074	14.999628721639372	0.07816903315150098	
8	-743.0256319001561	-710.2808625499681	-32.74476935018804	-710.2808625499681	14.999628721639372	1.3271808874546218	0.6959537265115618	0.9302966645452246	2.4174836323206303	0.9686789111405828	0.2408322637770426	0.24104216536391526	0.2569819625647832	0.26114360829425903	-21.946524568368602	0.08949181104331673	0.5351200893780726	5.919892935242074	14.999628721639372	0.04495732126087981	
9	-743.0256319001561	-710.2808625499681	-32.74476935018804	-710.2808625499681	14.999628721639372	1.3271808874546218	0.6959537265115618	0.9302966645452246	2.4174836323206303	0.9686789111405828	0.2408322637770426	0.24104216536391526	0.2569819625647832	0.26114360829425903	-21.946524568368602	0.08949181104331673	0.5351200893780726	5.919892935242074	14.999628721639372	0.04495732126087981	
