Sample	posterior	likelihood	prior	treeLikelihood.file62de10df788e	TreeHeight	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	
0	-3874.707170626173	-3765.5388584473912	-109.16831217878172	-3765.5388584473912	14.998774241295996	0.07055375203738143	0.13696044792113413	0.07047009657149723	8.692579754291112E-5	0.13522766743376355	-114.9836645076458	0.16226183498351168	0.03461594976376121	5.2375745455562885	14.998774241295996	
1	-3867.706339523646	-3762.22829700454	-105.47804251910607	-3762.22829700454	14.998774241295996	0.07055375203738143	0.07566536222363286	0.0711341378751346	2.6843075369534304E-5	0.07378432762960589	-111.72708353098461	0.22537033757511682	0.0892438701788579	5.2375745455562885	14.998774241295996	
2	-3861.011125799415	-3758.363558019831	-102.6475677795836	-3758.363558019831	14.998774241295996	0.07410992155027075	0.012395148474122252	0.0742660895278887	9.064845883838025E-7	0.012835222099532941	-109.89515165795919	0.20532960987360532	0.2693165312720257	5.2375745455562885	14.998774241295996	
3	-3861.011125799415	-3758.363558019831	-102.6475677795836	-3758.363558019831	14.998774241295996	0.07410992155027075	0.012395148474122252	0.0742660895278887	9.064845883838025E-7	0.012835222099532941	-109.89515165795919	0.20532960987360532	0.2693165312720257	5.2375745455562885	14.998774241295996	
4	-3864.8512874549824	-3758.0601092814677	-106.79117817351464	-3758.0601092814677	14.998774241295996	0.07185166804183622	0.10034086139807288	0.07228223748724229	6.001178242081916E-5	0.10773161387312782	-112.84565766589147	0.13822434801266892	0.3795928004894261	5.2375745455562885	14.998774241295996	
5	-3862.313818758826	-3757.869245460851	-104.44457329797521	-3757.869245460851	14.998774241295996	0.07185166804183622	0.04680680858568508	0.07204292130451999	9.860579448956875E-6	0.04380112928009526	-110.99030639473511	0.21231424902031965	0.13801339314458932	5.2375745455562885	14.998774241295996	
6	-3862.822431902581	-3757.594322935103	-105.22810896747794	-3757.594322935103	14.998774241295996	0.07185166804183622	0.029124907002791727	0.07178860879547584	3.359975009840598E-6	0.025455934503865706	-112.03857173887636	0.22678461445309658	0.13949387236799785	5.2375745455562885	14.998774241295996	
7	-3857.128950900008	-3754.0687966701776	-103.06015422983049	-3754.0687966701776	14.998774241295996	0.07185166804183622	0.009586011985778593	0.07188111675056708	5.412153745981119E-7	0.01024432272882826	-110.43341668302389	0.1947990712470233	0.03352840537582125	5.2375745455562885	14.998774241295996	
8	-3858.8666133363236	-3753.474727536918	-105.39188579940543	-3753.474727536918	14.998774241295996	0.07477423146458109	0.060272968194016556	0.07406601505994187	2.388602595125333E-5	0.06533304750716486	-111.78594347858235	0.20285527342878978	0.017533913787926635	5.2375745455562885	14.998774241295996	
