Sample	posterior	likelihood	prior	treeLikelihood.file25197f405d5d	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldMean	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate	logP(mrca(auto_name_1))	mrca.age(auto_name_1)	
0	-690.8002054199258	-654.6951674453318	-36.105037974594005	-654.6951674453318	15.003892591332784	0.4065962716581345	2.788634988680023	1.8276491834175077	2.2458569913841613	0.1827376559638741	0.2272108371187722	0.2445099098980893	0.2602532717542918	0.26802598122884663	0.15371321081074674	0.27114378582574766	0.15137941053281914	0.0010159391510189486	0.22494553168495943	-18.523162678901542	0.08147625229933124	0.7198998831627237	-1.5873168962554018	15.003892591332784	
1	-686.0403011950253	-652.2642272655492	-33.77607392947615	-652.2642272655492	15.003892591332784	0.4065962716581345	3.3683578835176484	2.5031066773788218	2.2458569913841613	0.11198983664099076	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.172776786680138	0.04105698566210125	0.1707534979955726	2.943270523200873E-5	0.03188811929158788	-17.563267180966875	0.15077036840519104	0.885805043326946	-1.5873168962554018	15.003892591332784	
2	-686.0403011950253	-652.2642272655492	-33.77607392947615	-652.2642272655492	15.003892591332784	0.4065962716581345	3.3683578835176484	2.5031066773788218	2.2458569913841613	0.11198983664099076	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.172776786680138	0.04105698566210125	0.1707534979955726	2.943270523200873E-5	0.03188811929158788	-17.563267180966875	0.15077036840519104	0.885805043326946	-1.5873168962554018	15.003892591332784	
3	-686.0403011950253	-652.2642272655492	-33.77607392947615	-652.2642272655492	15.003892591332784	0.4065962716581345	3.3683578835176484	2.5031066773788218	2.2458569913841613	0.11198983664099076	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.172776786680138	0.04105698566210125	0.1707534979955726	2.943270523200873E-5	0.03188811929158788	-17.563267180966875	0.15077036840519104	0.885805043326946	-1.5873168962554018	15.003892591332784	
4	-686.0403011950253	-652.2642272655492	-33.77607392947615	-652.2642272655492	15.003892591332784	0.4065962716581345	3.3683578835176484	2.5031066773788218	2.2458569913841613	0.11198983664099076	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.172776786680138	0.04105698566210125	0.1707534979955726	2.943270523200873E-5	0.03188811929158788	-17.563267180966875	0.15077036840519104	0.885805043326946	-1.5873168962554018	15.003892591332784	
5	-686.0403011950253	-652.2642272655492	-33.77607392947615	-652.2642272655492	15.003892591332784	0.4065962716581345	3.3683578835176484	2.5031066773788218	2.2458569913841613	0.11198983664099076	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.172776786680138	0.04105698566210125	0.1707534979955726	2.943270523200873E-5	0.03188811929158788	-17.563267180966875	0.15077036840519104	0.885805043326946	-1.5873168962554018	15.003892591332784	
6	-686.1106331277499	-651.8709485123196	-34.239684615430235	-651.8709485123196	15.003892591332784	0.4065962716581345	3.336178506612141	2.5031066773788218	2.2458569913841613	0.10580837794701926	0.2272108371187722	0.2393242690765227	0.2654389125758584	0.26802598122884663	0.13302283025416967	0.12971449171294677	0.15054417829665465	2.3965388916122066E-4	0.10453009525772722	-17.33038281916549	0.09654395948137921	0.6857125141609719	-1.5873168962554018	15.003892591332784	
7	-686.9528933172535	-650.9461533787619	-36.006739938491556	-650.9461533787619	15.003892591332784	0.4649714631773054	3.336178506612141	1.8552163117456553	2.2458569913841613	0.10580837794701926	0.23540257099851655	0.2393242690765227	0.2654389125758584	0.25983424734910227	0.12517472042565483	0.23302328949726728	0.10117283908416032	9.633687941845407E-4	0.25787067341721004	-18.773280683168753	0.12932527673592006	0.41080219242887495	-1.5873168962554018	15.003892591332784	
8	-686.5522410546904	-650.4468881626028	-36.10535289208762	-650.4468881626028	15.003892591332784	0.5544426958080408	3.336178506612141	1.8552163117456553	2.806730279313911	0.10580837794701926	0.23540257099851655	0.2393242690765227	0.2654389125758584	0.25983424734910227	0.1250782916056934	0.14712142524875663	0.11927498624331503	3.418423726140455E-4	0.15642444005544398	-18.86454644873531	0.09389454497728461	0.8117039243488234	-1.5873168962554018	15.003892591332784	
9	-686.5522410546904	-650.4468881626028	-36.10535289208762	-650.4468881626028	15.003892591332784	0.5544426958080408	3.336178506612141	1.8552163117456553	2.806730279313911	0.10580837794701926	0.23540257099851655	0.2393242690765227	0.2654389125758584	0.25983424734910227	0.1250782916056934	0.14712142524875663	0.11927498624331503	3.418423726140455E-4	0.15642444005544398	-18.86454644873531	0.09389454497728461	0.8117039243488234	-1.5873168962554018	15.003892591332784	
10	-684.3609630944463	-648.7024653561999	-35.658497738246425	-648.7024653561999	15.003892591332784	0.5544426958080408	3.336178506612141	1.8552163117456553	2.806730279313911	0.10580837794701926	0.23540257099851655	0.23790637339148327	0.26685680826089786	0.25983424734910227	0.10351077986401536	0.0937640735491716	0.10794429173214436	8.097616678086208E-5	0.08912435257111065	-18.764806179758864	0.09131967806438346	0.8931922964916654	-1.5873168962554018	15.003892591332784	
11	-684.3609630944463	-648.7024653561999	-35.658497738246425	-648.7024653561999	15.003892591332784	0.5544426958080408	3.336178506612141	1.8552163117456553	2.806730279313911	0.10580837794701926	0.23540257099851655	0.23790637339148327	0.26685680826089786	0.25983424734910227	0.10351077986401536	0.0937640735491716	0.10794429173214436	8.097616678086208E-5	0.08912435257111065	-18.764806179758864	0.09131967806438346	0.8931922964916654	-1.5873168962554018	15.003892591332784	
12	-684.3212910818531	-643.1550463569538	-41.166244724899286	-643.1550463569538	15.003892591332784	1.3341878802157379	2.3538698738588217	1.8543309686795229	2.5289557743077187	0.3353617997208102	0.23540257099851655	0.2336267485489414	0.26242022414992444	0.26855045630261754	0.12796497928449008	0.2883588119386204	0.13682487829060336	4.4717177154035185E-4	0.17575178624172041	-21.722510104750306	0.028149701231495062	0.5878107775443776	-1.5873168962554018	15.003892591332784	
13	-684.3212910818531	-643.1550463569538	-41.166244724899286	-643.1550463569538	15.003892591332784	1.3341878802157379	2.3538698738588217	1.8543309686795229	2.5289557743077187	0.3353617997208102	0.23540257099851655	0.2336267485489414	0.26242022414992444	0.26855045630261754	0.12796497928449008	0.2883588119386204	0.13682487829060336	4.4717177154035185E-4	0.17575178624172041	-21.722510104750306	0.028149701231495062	0.5878107775443776	-1.5873168962554018	15.003892591332784	
14	-677.2208779796024	-641.6828447285385	-35.53803325106385	-641.6828447285385	15.003892591332784	1.3341878802157379	2.3538698738588217	2.128392449930605	1.8943445628773372	0.2873211842027911	0.23540257099851655	0.2336267485489414	0.26242022414992444	0.26855045630261754	0.13327579592546346	0.22391049762770354	0.15451614154829119	7.197522717668528E-4	0.1885520172101487	-16.710791937852143	0.031878099079058406	0.9738016178752109	-1.5873168962554018	15.003892591332784	
