"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0/1",790,"true","gen"
"2","data/0.2-0-0-0/1",207,"true","best"
"3","data/0.2-0-0-0/1",843,"twin","gen"
"4","data/0.2-0-0-0/1",840,"twin","best"
"5","data/0.2-0-0-0/10",739,"true","gen"
"6","data/0.2-0-0-0/10",828,"true","best"
"7","data/0.2-0-0-0/10",12,"twin","gen"
"8","data/0.2-0-0-0/10",187,"twin","best"
"9","data/0.2-0-0-0/11",901,"true","gen"
"10","data/0.2-0-0-0/11",901,"true","best"
"11","data/0.2-0-0-0/11",579,"twin","gen"
"12","data/0.2-0-0-0/11",901,"twin","best"
"13","data/0.2-0-0-0/12",817,"true","gen"
"14","data/0.2-0-0-0/12",110,"true","best"
"15","data/0.2-0-0-0/12",901,"twin","gen"
"16","data/0.2-0-0-0/12",116,"twin","best"
"17","data/0.2-0-0-0/13",879,"true","gen"
"18","data/0.2-0-0-0/13",6,"true","best"
"19","data/0.2-0-0-0/13",901,"twin","gen"
"20","data/0.2-0-0-0/13",873,"twin","best"
"21","data/0.2-0-0-0/14",24,"true","gen"
"22","data/0.2-0-0-0/14",840,"true","best"
"23","data/0.2-0-0-0/14",901,"twin","gen"
"24","data/0.2-0-0-0/14",854,"twin","best"
"25","data/0.2-0-0-0/15",6,"true","gen"
"26","data/0.2-0-0-0/15",626,"true","best"
"27","data/0.2-0-0-0/15",616,"twin","gen"
"28","data/0.2-0-0-0/15",10,"twin","best"
"29","data/0.2-0-0-0/16",901,"true","gen"
"30","data/0.2-0-0-0/16",835,"true","best"
"31","data/0.2-0-0-0/16",3,"twin","gen"
"32","data/0.2-0-0-0/16",901,"twin","best"
"33","data/0.2-0-0-0/17",883,"true","gen"
"34","data/0.2-0-0-0/17",212,"true","best"
"35","data/0.2-0-0-0/17",662,"twin","gen"
"36","data/0.2-0-0-0/17",99,"twin","best"
"37","data/0.2-0-0-0/18",901,"true","gen"
"38","data/0.2-0-0-0/18",3,"true","best"
"39","data/0.2-0-0-0/18",783,"twin","gen"
"40","data/0.2-0-0-0/18",834,"twin","best"
"41","data/0.2-0-0-0/19",2,"true","gen"
"42","data/0.2-0-0-0/19",71,"true","best"
"43","data/0.2-0-0-0/19",2,"twin","gen"
"44","data/0.2-0-0-0/19",71,"twin","best"
"45","data/0.2-0-0-0/2",901,"true","gen"
"46","data/0.2-0-0-0/2",901,"true","best"
"47","data/0.2-0-0-0/2",901,"twin","gen"
"48","data/0.2-0-0-0/2",6,"twin","best"
"49","data/0.2-0-0-0/20",7,"true","gen"
"50","data/0.2-0-0-0/20",775,"true","best"
"51","data/0.2-0-0-0/20",785,"twin","gen"
"52","data/0.2-0-0-0/20",687,"twin","best"
"53","data/0.2-0-0-0/3",901,"true","gen"
"54","data/0.2-0-0-0/3",67,"true","best"
"55","data/0.2-0-0-0/3",901,"twin","gen"
"56","data/0.2-0-0-0/3",107,"twin","best"
"57","data/0.2-0-0-0/4",901,"true","gen"
"58","data/0.2-0-0-0/4",829,"true","best"
"59","data/0.2-0-0-0/4",765,"twin","gen"
"60","data/0.2-0-0-0/4",668,"twin","best"
"61","data/0.2-0-0-0/5",901,"true","gen"
"62","data/0.2-0-0-0/5",104,"true","best"
"63","data/0.2-0-0-0/5",901,"twin","gen"
"64","data/0.2-0-0-0/5",99,"twin","best"
"65","data/0.2-0-0-0/6",717,"true","gen"
"66","data/0.2-0-0-0/6",717,"true","best"
"67","data/0.2-0-0-0/6",736,"twin","gen"
"68","data/0.2-0-0-0/6",829,"twin","best"
"69","data/0.2-0-0-0/7",901,"true","gen"
"70","data/0.2-0-0-0/7",876,"true","best"
"71","data/0.2-0-0-0/7",901,"twin","gen"
"72","data/0.2-0-0-0/7",768,"twin","best"
"73","data/0.2-0-0-0/8",623,"true","gen"
"74","data/0.2-0-0-0/8",221,"true","best"
"75","data/0.2-0-0-0/8",52,"twin","gen"
"76","data/0.2-0-0-0/8",901,"twin","best"
"77","data/0.2-0-0-0/9",790,"true","gen"
"78","data/0.2-0-0-0/9",901,"true","best"
"79","data/0.2-0-0-0/9",874,"twin","gen"
"80","data/0.2-0-0-0/9",121,"twin","best"
"81","data/0.2-0-0.5-0.1/41",901,"true","gen"
"82","data/0.2-0-0.5-0.1/41",73,"true","best"
"83","data/0.2-0-0.5-0.1/41",901,"twin","gen"
"84","data/0.2-0-0.5-0.1/41",148,"twin","best"
"85","data/0.2-0-0.5-0.1/42",839,"true","gen"
"86","data/0.2-0-0.5-0.1/42",243,"true","best"
"87","data/0.2-0-0.5-0.1/42",674,"twin","gen"
"88","data/0.2-0-0.5-0.1/42",660,"twin","best"
"89","data/0.2-0-0.5-0.1/43",822,"true","gen"
"90","data/0.2-0-0.5-0.1/43",901,"true","best"
"91","data/0.2-0-0.5-0.1/43",3,"twin","gen"
"92","data/0.2-0-0.5-0.1/43",901,"twin","best"
"93","data/0.2-0-0.5-0.1/44",901,"true","gen"
"94","data/0.2-0-0.5-0.1/44",55,"true","best"
"95","data/0.2-0-0.5-0.1/44",901,"twin","gen"
"96","data/0.2-0-0.5-0.1/44",55,"twin","best"
"97","data/0.2-0-0.5-0.1/45",901,"true","gen"
"98","data/0.2-0-0.5-0.1/45",901,"true","best"
"99","data/0.2-0-0.5-0.1/45",901,"twin","gen"
"100","data/0.2-0-0.5-0.1/45",844,"twin","best"
"101","data/0.2-0-0.5-0.1/46",869,"true","gen"
"102","data/0.2-0-0.5-0.1/46",322,"true","best"
"103","data/0.2-0-0.5-0.1/46",751,"twin","gen"
"104","data/0.2-0-0.5-0.1/46",221,"twin","best"
"105","data/0.2-0-0.5-0.1/47",901,"true","gen"
"106","data/0.2-0-0.5-0.1/47",8,"true","best"
"107","data/0.2-0-0.5-0.1/47",901,"twin","gen"
"108","data/0.2-0-0.5-0.1/47",22,"twin","best"
"109","data/0.2-0-0.5-0.1/48",621,"true","gen"
"110","data/0.2-0-0.5-0.1/48",559,"true","best"
"111","data/0.2-0-0.5-0.1/48",218,"twin","gen"
"112","data/0.2-0-0.5-0.1/48",81,"twin","best"
"113","data/0.2-0-0.5-0.1/49",876,"true","gen"
"114","data/0.2-0-0.5-0.1/49",901,"true","best"
"115","data/0.2-0-0.5-0.1/49",901,"twin","gen"
"116","data/0.2-0-0.5-0.1/49",621,"twin","best"
"117","data/0.2-0-0.5-0.1/50",901,"true","gen"
"118","data/0.2-0-0.5-0.1/50",813,"true","best"
"119","data/0.2-0-0.5-0.1/50",901,"twin","gen"
"120","data/0.2-0-0.5-0.1/50",880,"twin","best"
"121","data/0.2-0-0.5-0.1/51",901,"true","gen"
"122","data/0.2-0-0.5-0.1/51",901,"true","best"
"123","data/0.2-0-0.5-0.1/51",901,"twin","gen"
"124","data/0.2-0-0.5-0.1/51",901,"twin","best"
"125","data/0.2-0-0.5-0.1/52",901,"true","gen"
"126","data/0.2-0-0.5-0.1/52",901,"true","best"
"127","data/0.2-0-0.5-0.1/52",901,"twin","gen"
"128","data/0.2-0-0.5-0.1/52",858,"twin","best"
"129","data/0.2-0-0.5-0.1/53",901,"true","gen"
"130","data/0.2-0-0.5-0.1/53",883,"true","best"
"131","data/0.2-0-0.5-0.1/53",901,"twin","gen"
"132","data/0.2-0-0.5-0.1/53",901,"twin","best"
"133","data/0.2-0-0.5-0.1/54",901,"true","gen"
"134","data/0.2-0-0.5-0.1/54",787,"true","best"
"135","data/0.2-0-0.5-0.1/54",901,"twin","gen"
"136","data/0.2-0-0.5-0.1/54",901,"twin","best"
"137","data/0.2-0-0.5-0.1/55",745,"true","gen"
"138","data/0.2-0-0.5-0.1/55",234,"true","best"
"139","data/0.2-0-0.5-0.1/55",6,"twin","gen"
"140","data/0.2-0-0.5-0.1/55",395,"twin","best"
"141","data/0.2-0-0.5-0.1/56",605,"true","gen"
"142","data/0.2-0-0.5-0.1/56",892,"true","best"
"143","data/0.2-0-0.5-0.1/56",639,"twin","gen"
"144","data/0.2-0-0.5-0.1/56",695,"twin","best"
"145","data/0.2-0-0.5-0.1/57",901,"true","gen"
"146","data/0.2-0-0.5-0.1/57",831,"true","best"
"147","data/0.2-0-0.5-0.1/57",901,"twin","gen"
"148","data/0.2-0-0.5-0.1/57",14,"twin","best"
"149","data/0.2-0-0.5-0.1/58",853,"true","gen"
"150","data/0.2-0-0.5-0.1/58",786,"true","best"
"151","data/0.2-0-0.5-0.1/58",752,"twin","gen"
"152","data/0.2-0-0.5-0.1/58",901,"twin","best"
"153","data/0.2-0-0.5-0.1/59",757,"true","gen"
"154","data/0.2-0-0.5-0.1/59",899,"true","best"
"155","data/0.2-0-0.5-0.1/59",588,"twin","gen"
"156","data/0.2-0-0.5-0.1/59",666,"twin","best"
"157","data/0.2-0-0.5-0.1/60",901,"true","gen"
"158","data/0.2-0-0.5-0.1/60",901,"true","best"
"159","data/0.2-0-0.5-0.1/60",838,"twin","gen"
"160","data/0.2-0-0.5-0.1/60",830,"twin","best"
"161","data/0.2-0-0.5-0.15/161",855,"true","gen"
"162","data/0.2-0-0.5-0.15/161",821,"true","best"
"163","data/0.2-0-0.5-0.15/161",800,"twin","gen"
"164","data/0.2-0-0.5-0.15/161",3,"twin","best"
"165","data/0.2-0-0.5-0.15/162",2,"true","gen"
"166","data/0.2-0-0.5-0.15/162",65,"true","best"
"167","data/0.2-0-0.5-0.15/162",2,"twin","gen"
"168","data/0.2-0-0.5-0.15/162",110,"twin","best"
"169","data/0.2-0-0.5-0.15/163",720,"true","gen"
"170","data/0.2-0-0.5-0.15/163",901,"true","best"
"171","data/0.2-0-0.5-0.15/163",901,"twin","gen"
"172","data/0.2-0-0.5-0.15/163",680,"twin","best"
"173","data/0.2-0-0.5-0.15/164",812,"true","gen"
"174","data/0.2-0-0.5-0.15/164",4,"true","best"
"175","data/0.2-0-0.5-0.15/164",786,"twin","gen"
"176","data/0.2-0-0.5-0.15/164",866,"twin","best"
"177","data/0.2-0-0.5-0.15/165",901,"true","gen"
"178","data/0.2-0-0.5-0.15/165",799,"true","best"
"179","data/0.2-0-0.5-0.15/165",807,"twin","gen"
"180","data/0.2-0-0.5-0.15/165",259,"twin","best"
"181","data/0.2-0-0.5-0.15/166",703,"true","gen"
"182","data/0.2-0-0.5-0.15/166",901,"true","best"
"183","data/0.2-0-0.5-0.15/166",901,"twin","gen"
"184","data/0.2-0-0.5-0.15/166",163,"twin","best"
"185","data/0.2-0-0.5-0.15/167",901,"true","gen"
"186","data/0.2-0-0.5-0.15/167",35,"true","best"
"187","data/0.2-0-0.5-0.15/167",901,"twin","gen"
"188","data/0.2-0-0.5-0.15/167",901,"twin","best"
"189","data/0.2-0-0.5-0.15/168",901,"true","gen"
"190","data/0.2-0-0.5-0.15/168",819,"true","best"
"191","data/0.2-0-0.5-0.15/168",901,"twin","gen"
"192","data/0.2-0-0.5-0.15/168",901,"twin","best"
"193","data/0.2-0-0.5-0.15/169",643,"true","gen"
"194","data/0.2-0-0.5-0.15/169",537,"true","best"
"195","data/0.2-0-0.5-0.15/169",4,"twin","gen"
"196","data/0.2-0-0.5-0.15/169",6,"twin","best"
"197","data/0.2-0-0.5-0.15/170",901,"true","gen"
"198","data/0.2-0-0.5-0.15/170",221,"true","best"
"199","data/0.2-0-0.5-0.15/170",3,"twin","gen"
"200","data/0.2-0-0.5-0.15/170",22,"twin","best"
"201","data/0.2-0-0.5-0.15/171",901,"true","gen"
"202","data/0.2-0-0.5-0.15/171",18,"true","best"
"203","data/0.2-0-0.5-0.15/171",743,"twin","gen"
"204","data/0.2-0-0.5-0.15/171",303,"twin","best"
"205","data/0.2-0-0.5-0.15/172",900,"true","gen"
"206","data/0.2-0-0.5-0.15/172",827,"true","best"
"207","data/0.2-0-0.5-0.15/172",26,"twin","gen"
"208","data/0.2-0-0.5-0.15/172",134,"twin","best"
"209","data/0.2-0-0.5-0.15/173",561,"true","gen"
"210","data/0.2-0-0.5-0.15/173",29,"true","best"
"211","data/0.2-0-0.5-0.15/173",23,"twin","gen"
"212","data/0.2-0-0.5-0.15/173",24,"twin","best"
"213","data/0.2-0-0.5-0.15/174",815,"true","gen"
"214","data/0.2-0-0.5-0.15/174",718,"true","best"
"215","data/0.2-0-0.5-0.15/174",685,"twin","gen"
"216","data/0.2-0-0.5-0.15/174",257,"twin","best"
"217","data/0.2-0-0.5-0.15/175",7,"true","gen"
"218","data/0.2-0-0.5-0.15/175",8,"true","best"
"219","data/0.2-0-0.5-0.15/175",11,"twin","gen"
"220","data/0.2-0-0.5-0.15/175",55,"twin","best"
"221","data/0.2-0-0.5-0.15/176",770,"true","gen"
"222","data/0.2-0-0.5-0.15/176",72,"true","best"
"223","data/0.2-0-0.5-0.15/176",901,"twin","gen"
"224","data/0.2-0-0.5-0.15/176",801,"twin","best"
"225","data/0.2-0-0.5-0.15/177",901,"true","gen"
"226","data/0.2-0-0.5-0.15/177",901,"true","best"
"227","data/0.2-0-0.5-0.15/177",901,"twin","gen"
"228","data/0.2-0-0.5-0.15/177",792,"twin","best"
"229","data/0.2-0-0.5-0.15/178",807,"true","gen"
"230","data/0.2-0-0.5-0.15/178",788,"true","best"
"231","data/0.2-0-0.5-0.15/178",689,"twin","gen"
"232","data/0.2-0-0.5-0.15/178",767,"twin","best"
"233","data/0.2-0-0.5-0.15/179",807,"true","gen"
"234","data/0.2-0-0.5-0.15/179",33,"true","best"
"235","data/0.2-0-0.5-0.15/179",835,"twin","gen"
"236","data/0.2-0-0.5-0.15/179",235,"twin","best"
"237","data/0.2-0-0.5-0.15/180",901,"true","gen"
"238","data/0.2-0-0.5-0.15/180",901,"true","best"
"239","data/0.2-0-0.5-0.15/180",901,"twin","gen"
"240","data/0.2-0-0.5-0.15/180",785,"twin","best"
"241","data/0.2-0-0.5-0.2/281",792,"true","gen"
"242","data/0.2-0-0.5-0.2/281",155,"true","best"
"243","data/0.2-0-0.5-0.2/281",896,"twin","gen"
"244","data/0.2-0-0.5-0.2/281",859,"twin","best"
"245","data/0.2-0-0.5-0.2/282",279,"true","gen"
"246","data/0.2-0-0.5-0.2/282",25,"true","best"
"247","data/0.2-0-0.5-0.2/282",754,"twin","gen"
"248","data/0.2-0-0.5-0.2/282",287,"twin","best"
"249","data/0.2-0-0.5-0.2/283",778,"true","gen"
"250","data/0.2-0-0.5-0.2/283",888,"true","best"
"251","data/0.2-0-0.5-0.2/283",873,"twin","gen"
"252","data/0.2-0-0.5-0.2/283",901,"twin","best"
"253","data/0.2-0-0.5-0.2/284",847,"true","gen"
"254","data/0.2-0-0.5-0.2/284",221,"true","best"
"255","data/0.2-0-0.5-0.2/284",901,"twin","gen"
"256","data/0.2-0-0.5-0.2/284",213,"twin","best"
"257","data/0.2-0-0.5-0.2/285",901,"true","gen"
"258","data/0.2-0-0.5-0.2/285",877,"true","best"
"259","data/0.2-0-0.5-0.2/285",578,"twin","gen"
"260","data/0.2-0-0.5-0.2/285",168,"twin","best"
"261","data/0.2-0-0.5-0.2/286",834,"true","gen"
"262","data/0.2-0-0.5-0.2/286",575,"true","best"
"263","data/0.2-0-0.5-0.2/286",886,"twin","gen"
"264","data/0.2-0-0.5-0.2/286",87,"twin","best"
"265","data/0.2-0-0.5-0.2/287",901,"true","gen"
"266","data/0.2-0-0.5-0.2/287",901,"true","best"
"267","data/0.2-0-0.5-0.2/287",901,"twin","gen"
"268","data/0.2-0-0.5-0.2/287",901,"twin","best"
"269","data/0.2-0-0.5-0.2/288",498,"true","gen"
"270","data/0.2-0-0.5-0.2/288",869,"true","best"
"271","data/0.2-0-0.5-0.2/288",713,"twin","gen"
"272","data/0.2-0-0.5-0.2/288",167,"twin","best"
"273","data/0.2-0-0.5-0.2/289",691,"true","gen"
"274","data/0.2-0-0.5-0.2/289",566,"true","best"
"275","data/0.2-0-0.5-0.2/289",603,"twin","gen"
"276","data/0.2-0-0.5-0.2/289",22,"twin","best"
"277","data/0.2-0-0.5-0.2/290",9,"true","gen"
"278","data/0.2-0-0.5-0.2/290",3,"true","best"
"279","data/0.2-0-0.5-0.2/290",4,"twin","gen"
"280","data/0.2-0-0.5-0.2/290",2,"twin","best"
"281","data/0.2-0-0.5-0.2/291",583,"true","gen"
"282","data/0.2-0-0.5-0.2/291",720,"true","best"
"283","data/0.2-0-0.5-0.2/291",715,"twin","gen"
"284","data/0.2-0-0.5-0.2/291",736,"twin","best"
"285","data/0.2-0-0.5-0.2/292",901,"true","gen"
"286","data/0.2-0-0.5-0.2/292",95,"true","best"
"287","data/0.2-0-0.5-0.2/292",901,"twin","gen"
"288","data/0.2-0-0.5-0.2/292",901,"twin","best"
"289","data/0.2-0-0.5-0.2/293",765,"true","gen"
"290","data/0.2-0-0.5-0.2/293",4,"true","best"
"291","data/0.2-0-0.5-0.2/293",735,"twin","gen"
"292","data/0.2-0-0.5-0.2/293",668,"twin","best"
"293","data/0.2-0-0.5-0.2/294",806,"true","gen"
"294","data/0.2-0-0.5-0.2/294",190,"true","best"
"295","data/0.2-0-0.5-0.2/294",892,"twin","gen"
"296","data/0.2-0-0.5-0.2/294",901,"twin","best"
"297","data/0.2-0-0.5-0.2/295",14,"true","gen"
"298","data/0.2-0-0.5-0.2/295",262,"true","best"
"299","data/0.2-0-0.5-0.2/295",901,"twin","gen"
"300","data/0.2-0-0.5-0.2/295",841,"twin","best"
"301","data/0.2-0-0.5-0.2/296",7,"true","gen"
"302","data/0.2-0-0.5-0.2/296",3,"true","best"
"303","data/0.2-0-0.5-0.2/296",30,"twin","gen"
"304","data/0.2-0-0.5-0.2/296",744,"twin","best"
"305","data/0.2-0-0.5-0.2/297",901,"true","gen"
"306","data/0.2-0-0.5-0.2/297",98,"true","best"
"307","data/0.2-0-0.5-0.2/297",844,"twin","gen"
"308","data/0.2-0-0.5-0.2/297",847,"twin","best"
"309","data/0.2-0-0.5-0.2/298",810,"true","gen"
