"","folder","n_mb_species","f_mb_species"
"126","data/0.2-0-1-0.2/326",5,0.263157894736842
"127","data/0.2-0-1-0.2/327",0,0
"128","data/0.2-0-1-0.2/328",10,0.434782608695652
"129","data/0.2-0-1-0.2/329",2,0.166666666666667
"130","data/0.2-0-1-0.2/330",4,0.19047619047619
"131","data/0.2-0-1-0.2/331",0,0
"132","data/0.2-0-1-0.2/332",9,0.375
"133","data/0.2-0-1-0.2/333",0,0
"134","data/0.2-0-1-0.2/334",6,0.352941176470588
"135","data/0.2-0-1-0.2/335",0,0
"136","data/0.2-0-1-0.2/336",0,0
"137","data/0.2-0-1-0.2/337",6,0.222222222222222
"138","data/0.2-0-1-0.2/338",18,0.473684210526316
"139","data/0.2-0-1-0.2/339",19,0.339285714285714
"140","data/0.2-0-1-0.2/340",2,0.181818181818182
"141","data/0.2-0-1.5-0.1/121",0,0
"142","data/0.2-0-1.5-0.1/122",0,0
"143","data/0.2-0-1.5-0.1/123",2,0.0869565217391304
"144","data/0.2-0-1.5-0.1/124",2,0.166666666666667
"145","data/0.2-0-1.5-0.1/125",0,0
"146","data/0.2-0-1.5-0.1/126",4,0.181818181818182
"147","data/0.2-0-1.5-0.1/127",0,0
"148","data/0.2-0-1.5-0.1/128",0,0
"149","data/0.2-0-1.5-0.1/129",0,0
"150","data/0.2-0-1.5-0.1/130",14,0.518518518518518
"151","data/0.2-0-1.5-0.1/131",0,0
"152","data/0.2-0-1.5-0.1/132",11,0.323529411764706
"153","data/0.2-0-1.5-0.1/133",0,0
"154","data/0.2-0-1.5-0.1/134",0,0
"155","data/0.2-0-1.5-0.1/135",5,0.185185185185185
"156","data/0.2-0-1.5-0.1/136",0,0
"157","data/0.2-0-1.5-0.1/137",0,0
"158","data/0.2-0-1.5-0.1/138",0,0
"159","data/0.2-0-1.5-0.1/139",2,0.166666666666667
"160","data/0.2-0-1.5-0.1/140",13,0.342105263157895
"161","data/0.2-0-1.5-0.15/241",2,0.125
"162","data/0.2-0-1.5-0.15/242",34,0.47887323943662
"163","data/0.2-0-1.5-0.15/243",2,0.2
"164","data/0.2-0-1.5-0.15/244",0,0
"165","data/0.2-0-1.5-0.15/245",2,0.0952380952380952
"166","data/0.2-0-1.5-0.15/246",0,0
"167","data/0.2-0-1.5-0.15/247",11,0.392857142857143
"168","data/0.2-0-1.5-0.15/248",18,0.428571428571429
"169","data/0.2-0-1.5-0.15/249",3,0.15
"170","data/0.2-0-1.5-0.15/250",2,0.105263157894737
"171","data/0.2-0-1.5-0.15/251",4,0.571428571428571
"172","data/0.2-0-1.5-0.15/252",0,0
"173","data/0.2-0-1.5-0.15/253",3,0.2
"174","data/0.2-0-1.5-0.15/254",55,0.611111111111111
"175","data/0.2-0-1.5-0.15/255",25,0.543478260869565
"176","data/0.2-0-1.5-0.15/256",0,0
"177","data/0.2-0-1.5-0.15/257",6,0.333333333333333
"178","data/0.2-0-1.5-0.15/258",2,0.111111111111111
"179","data/0.2-0-1.5-0.15/259",5,0.277777777777778
"180","data/0.2-0-1.5-0.15/260",8,0.307692307692308
"181","data/0.2-0-1.5-0.2/361",5,0.238095238095238
"182","data/0.2-0-1.5-0.2/362",16,0.64
"183","data/0.2-0-1.5-0.2/363",15,0.428571428571429
"184","data/0.2-0-1.5-0.2/364",19,0.655172413793103
"185","data/0.2-0-1.5-0.2/365",8,0.32
"186","data/0.2-0-1.5-0.2/366",0,0
"187","data/0.2-0-1.5-0.2/367",2,0.2
"188","data/0.2-0-1.5-0.2/368",0,0
"189","data/0.2-0-1.5-0.2/369",0,0
"190","data/0.2-0-1.5-0.2/370",5,0.25
"191","data/0.2-0-1.5-0.2/371",6,0.315789473684211
"192","data/0.2-0-1.5-0.2/372",15,0.365853658536585
"193","data/0.2-0-1.5-0.2/373",7,0.333333333333333
"194","data/0.2-0-1.5-0.2/374",8,0.266666666666667
"195","data/0.2-0-1.5-0.2/375",0,0
"196","data/0.2-0-1.5-0.2/376",22,0.628571428571429
"197","data/0.2-0-1.5-0.2/377",15,0.428571428571429
"198","data/0.2-0-1.5-0.2/378",45,0.542168674698795
"199","data/0.2-0-1.5-0.2/379",4,0.444444444444444
"200","data/0.2-0-1.5-0.2/380",42,0.5
"201","data/0.2-0.1-0-0/21",0,0
"202","data/0.2-0.1-0-0/22",0,0
"203","data/0.2-0.1-0-0/23",0,0
"204","data/0.2-0.1-0-0/24",0,0
"205","data/0.2-0.1-0-0/25",0,0
"206","data/0.2-0.1-0-0/26",0,0
"207","data/0.2-0.1-0-0/27",0,0
"208","data/0.2-0.1-0-0/28",0,0
"209","data/0.2-0.1-0-0/29",0,0
"210","data/0.2-0.1-0-0/30",0,0
"211","data/0.2-0.1-0-0/31",0,0
"212","data/0.2-0.1-0-0/32",0,0
"213","data/0.2-0.1-0-0/33",0,0
"214","data/0.2-0.1-0-0/34",0,0
"215","data/0.2-0.1-0-0/35",0,0
"216","data/0.2-0.1-0-0/36",0,0
"217","data/0.2-0.1-0-0/37",0,0
"218","data/0.2-0.1-0-0/38",0,0
"219","data/0.2-0.1-0-0/39",0,0
"220","data/0.2-0.1-0-0/40",0,0
"221","data/0.2-0.1-0.5-0.1/61",0,0
"222","data/0.2-0.1-0.5-0.1/62",0,0
"223","data/0.2-0.1-0.5-0.1/63",0,0
"224","data/0.2-0.1-0.5-0.1/64",0,0
"225","data/0.2-0.1-0.5-0.1/65",0,0
"226","data/0.2-0.1-0.5-0.1/66",3,0.3
"227","data/0.2-0.1-0.5-0.1/67",0,0
"228","data/0.2-0.1-0.5-0.1/68",2,0.2
"229","data/0.2-0.1-0.5-0.1/69",0,0
"230","data/0.2-0.1-0.5-0.1/70",0,0
"231","data/0.2-0.1-0.5-0.1/71",0,0
"232","data/0.2-0.1-0.5-0.1/72",0,0
"233","data/0.2-0.1-0.5-0.1/73",0,0
"234","data/0.2-0.1-0.5-0.1/74",0,0
"235","data/0.2-0.1-0.5-0.1/75",0,0
"236","data/0.2-0.1-0.5-0.1/76",0,0
"237","data/0.2-0.1-0.5-0.1/77",0,0
"238","data/0.2-0.1-0.5-0.1/78",0,0
"239","data/0.2-0.1-0.5-0.1/79",0,0
"240","data/0.2-0.1-0.5-0.1/80",0,0
"241","data/0.2-0.1-0.5-0.15/181",2,0.285714285714286
"242","data/0.2-0.1-0.5-0.15/182",0,0
"243","data/0.2-0.1-0.5-0.15/183",5,0.3125
"244","data/0.2-0.1-0.5-0.15/184",0,0
"245","data/0.2-0.1-0.5-0.15/185",0,0
"246","data/0.2-0.1-0.5-0.15/186",0,0
"247","data/0.2-0.1-0.5-0.15/187",0,0
"248","data/0.2-0.1-0.5-0.15/188",0,0
"249","data/0.2-0.1-0.5-0.15/189",0,0
"250","data/0.2-0.1-0.5-0.15/190",2,0.25
"251","data/0.2-0.1-0.5-0.15/191",0,0
"252","data/0.2-0.1-0.5-0.15/192",2,0.117647058823529
"253","data/0.2-0.1-0.5-0.15/193",7,0.368421052631579
"254","data/0.2-0.1-0.5-0.15/194",4,0.285714285714286
"255","data/0.2-0.1-0.5-0.15/195",0,0
"256","data/0.2-0.1-0.5-0.15/196",0,0
"257","data/0.2-0.1-0.5-0.15/197",0,0
"258","data/0.2-0.1-0.5-0.15/198",0,0
"259","data/0.2-0.1-0.5-0.15/199",0,0
"260","data/0.2-0.1-0.5-0.15/200",0,0
"261","data/0.2-0.1-0.5-0.2/301",4,0.5
"262","data/0.2-0.1-0.5-0.2/302",0,0
"263","data/0.2-0.1-0.5-0.2/303",0,0
"264","data/0.2-0.1-0.5-0.2/304",2,0.181818181818182
"265","data/0.2-0.1-0.5-0.2/305",0,0
"266","data/0.2-0.1-0.5-0.2/306",0,0
"267","data/0.2-0.1-0.5-0.2/307",0,0
"268","data/0.2-0.1-0.5-0.2/308",11,0.323529411764706
"269","data/0.2-0.1-0.5-0.2/309",0,0
"270","data/0.2-0.1-0.5-0.2/310",2,0.111111111111111
"271","data/0.2-0.1-0.5-0.2/311",5,0.416666666666667
"272","data/0.2-0.1-0.5-0.2/312",0,0
"273","data/0.2-0.1-0.5-0.2/313",0,0
"274","data/0.2-0.1-0.5-0.2/314",0,0
"275","data/0.2-0.1-0.5-0.2/315",4,0.266666666666667
"276","data/0.2-0.1-0.5-0.2/316",2,0.142857142857143
"277","data/0.2-0.1-0.5-0.2/317",7,0.583333333333333
"278","data/0.2-0.1-0.5-0.2/318",0,0
"279","data/0.2-0.1-0.5-0.2/319",0,0
"280","data/0.2-0.1-0.5-0.2/320",0,0
"281","data/0.2-0.1-1-0.1/101",0,0
"282","data/0.2-0.1-1-0.1/102",0,0
"283","data/0.2-0.1-1-0.1/103",0,0
"284","data/0.2-0.1-1-0.1/104",0,0
"285","data/0.2-0.1-1-0.1/105",4,0.222222222222222
"286","data/0.2-0.1-1-0.1/106",0,0
"287","data/0.2-0.1-1-0.1/107",0,0
"288","data/0.2-0.1-1-0.1/108",2,0.125
"289","data/0.2-0.1-1-0.1/109",0,0
"290","data/0.2-0.1-1-0.1/110",0,0
"291","data/0.2-0.1-1-0.1/111",0,0
"292","data/0.2-0.1-1-0.1/112",0,0
"293","data/0.2-0.1-1-0.1/113",2,0.222222222222222
"294","data/0.2-0.1-1-0.1/114",0,0
"295","data/0.2-0.1-1-0.1/115",0,0
"296","data/0.2-0.1-1-0.1/116",8,0.285714285714286
"297","data/0.2-0.1-1-0.1/117",0,0
"298","data/0.2-0.1-1-0.1/118",0,0
"299","data/0.2-0.1-1-0.1/119",0,0
"300","data/0.2-0.1-1-0.1/120",0,0
"301","data/0.2-0.1-1-0.15/221",2,0.105263157894737
"302","data/0.2-0.1-1-0.15/222",0,0
"303","data/0.2-0.1-1-0.15/223",0,0
"304","data/0.2-0.1-1-0.15/224",2,0.5
"305","data/0.2-0.1-1-0.15/225",3,0.272727272727273
"306","data/0.2-0.1-1-0.15/226",0,0
"307","data/0.2-0.1-1-0.15/227",4,0.2
"308","data/0.2-0.1-1-0.15/228",0,0
"309","data/0.2-0.1-1-0.15/229",0,0
"310","data/0.2-0.1-1-0.15/230",2,0.142857142857143
"311","data/0.2-0.1-1-0.15/231",4,0.307692307692308
"312","data/0.2-0.1-1-0.15/232",8,0.307692307692308
"313","data/0.2-0.1-1-0.15/233",2,0.153846153846154
"314","data/0.2-0.1-1-0.15/234",0,0
"315","data/0.2-0.1-1-0.15/235",2,0.333333333333333
"316","data/0.2-0.1-1-0.15/236",0,0
"317","data/0.2-0.1-1-0.15/237",0,0
"318","data/0.2-0.1-1-0.15/238",2,0.25
"319","data/0.2-0.1-1-0.15/239",6,0.428571428571429
"320","data/0.2-0.1-1-0.15/240",10,0.357142857142857
"321","data/0.2-0.1-1-0.2/341",2,0.25
"322","data/0.2-0.1-1-0.2/342",0,0
"323","data/0.2-0.1-1-0.2/343",0,0
"324","data/0.2-0.1-1-0.2/344",0,0
"325","data/0.2-0.1-1-0.2/345",2,0.333333333333333
"326","data/0.2-0.1-1-0.2/346",0,0
"327","data/0.2-0.1-1-0.2/347",2,0.117647058823529
"328","data/0.2-0.1-1-0.2/348",13,0.5
"329","data/0.2-0.1-1-0.2/349",0,0
"330","data/0.2-0.1-1-0.2/350",4,0.266666666666667
"331","data/0.2-0.1-1-0.2/351",5,0.333333333333333
"332","data/0.2-0.1-1-0.2/352",14,0.482758620689655
"333","data/0.2-0.1-1-0.2/353",11,0.354838709677419
"334","data/0.2-0.1-1-0.2/354",4,0.363636363636364
"335","data/0.2-0.1-1-0.2/355",0,0
"336","data/0.2-0.1-1-0.2/356",0,0
"337","data/0.2-0.1-1-0.2/357",0,0
"338","data/0.2-0.1-1-0.2/358",0,0
"339","data/0.2-0.1-1-0.2/359",0,0
"340","data/0.2-0.1-1-0.2/360",9,0.529411764705882
"341","data/0.2-0.1-1.5-0.1/141",2,0.133333333333333
"342","data/0.2-0.1-1.5-0.1/142",2,0.125
"343","data/0.2-0.1-1.5-0.1/143",0,0
"344","data/0.2-0.1-1.5-0.1/144",0,0
"345","data/0.2-0.1-1.5-0.1/145",21,0.428571428571429
"346","data/0.2-0.1-1.5-0.1/146",0,0
"347","data/0.2-0.1-1.5-0.1/147",0,0
"348","data/0.2-0.1-1.5-0.1/148",0,0
"349","data/0.2-0.1-1.5-0.1/149",0,0
"350","data/0.2-0.1-1.5-0.1/150",0,0
"351","data/0.2-0.1-1.5-0.1/151",2,0.0909090909090909
"352","data/0.2-0.1-1.5-0.1/152",16,0.470588235294118
"353","data/0.2-0.1-1.5-0.1/153",0,0
"354","data/0.2-0.1-1.5-0.1/154",0,0
"355","data/0.2-0.1-1.5-0.1/155",0,0
"356","data/0.2-0.1-1.5-0.1/156",0,0
"357","data/0.2-0.1-1.5-0.1/157",0,0
"358","data/0.2-0.1-1.5-0.1/158",0,0
"359","data/0.2-0.1-1.5-0.1/159",2,0.4
"360","data/0.2-0.1-1.5-0.1/160",2,0.0909090909090909
"361","data/0.2-0.1-1.5-0.15/261",0,0
"362","data/0.2-0.1-1.5-0.15/262",7,0.28
"363","data/0.2-0.1-1.5-0.15/263",3,0.1875
"364","data/0.2-0.1-1.5-0.15/264",0,0
"365","data/0.2-0.1-1.5-0.15/265",0,0
"366","data/0.2-0.1-1.5-0.15/266",20,0.434782608695652
"367","data/0.2-0.1-1.5-0.15/267",11,0.323529411764706
"368","data/0.2-0.1-1.5-0.15/268",2,0.2
"369","data/0.2-0.1-1.5-0.15/269",6,0.214285714285714
"370","data/0.2-0.1-1.5-0.15/270",5,0.333333333333333
"371","data/0.2-0.1-1.5-0.15/271",0,0
"372","data/0.2-0.1-1.5-0.15/272",23,0.511111111111111
"373","data/0.2-0.1-1.5-0.15/273",0,0
"374","data/0.2-0.1-1.5-0.15/274",0,0
"375","data/0.2-0.1-1.5-0.15/275",4,0.148148148148148
"376","data/0.2-0.1-1.5-0.15/276",21,0.456521739130435
"377","data/0.2-0.1-1.5-0.15/277",2,0.2
"378","data/0.2-0.1-1.5-0.15/278",0,0
"379","data/0.2-0.1-1.5-0.15/279",2,0.142857142857143
"380","data/0.2-0.1-1.5-0.15/280",0,0
"381","data/0.2-0.1-1.5-0.2/381",5,0.3125
"382","data/0.2-0.1-1.5-0.2/382",13,0.541666666666667
"383","data/0.2-0.1-1.5-0.2/383",26,0.481481481481481
"384","data/0.2-0.1-1.5-0.2/384",6,0.352941176470588
"385","data/0.2-0.1-1.5-0.2/385",10,0.416666666666667
"386","data/0.2-0.1-1.5-0.2/386",13,0.565217391304348
"387","data/0.2-0.1-1.5-0.2/387",10,0.384615384615385
"388","data/0.2-0.1-1.5-0.2/388",0,0
"389","data/0.2-0.1-1.5-0.2/389",2,0.25
"390","data/0.2-0.1-1.5-0.2/390",2,0.2
"391","data/0.2-0.1-1.5-0.2/391",2,0.125
"392","data/0.2-0.1-1.5-0.2/392",20,0.377358490566038
"393","data/0.2-0.1-1.5-0.2/393",9,0.36
"394","data/0.2-0.1-1.5-0.2/394",13,0.342105263157895
"395","data/0.2-0.1-1.5-0.2/395",18,0.409090909090909
"396","data/0.2-0.1-1.5-0.2/396",5,0.333333333333333
"397","data/0.2-0.1-1.5-0.2/397",0,0
"398","data/0.2-0.1-1.5-0.2/398",9,0.290322580645161
"399","data/0.2-0.1-1.5-0.2/399",25,0.595238095238095
"400","data/0.2-0.1-1.5-0.2/400",3,0.157894736842105
