"","folder","site_model","clock_model","tree_prior","tree","marg_log_lik","marg_log_lik_sd","weight"
"18","data/0.2-0-1-0.15/17","GTR","strict","birth_death","true",-6476.42417177614,12.349163592644,1.33858654400707e-35
"19","data/0.2-0-1-0.15/18","JC69","strict","birth_death","twin",-8281.81681637921,7.71905227911915,1
"20","data/0.2-0-1-0.15/18","JC69","strict","yule","twin",-19408.5339354781,0.456553623444986,0
"21","data/0.2-0-1-0.15/18","GTR","strict","birth_death","twin",-8413.20164197117,13.285051425622,8.71555884745953e-58
"22","data/0.2-0-1-0.15/18","JC69","strict","birth_death","true",-7963.18901311352,5.82117414360811,1
"23","data/0.2-0-1-0.15/18","JC69","strict","yule","true",-19408.5339271529,0.456551578704987,0
"24","data/0.2-0-1-0.15/18","GTR","strict","birth_death","true",-8019.64008906601,10.0105767938915,3.04515368869098e-25
"25","data/0.2-0-1-0.2/33","JC69","strict","birth_death","twin",-18025.0694338271,11.8136395840811,0.941032383079066
"26","data/0.2-0-1-0.2/33","JC69","strict","yule","twin",-18027.8394229521,11.035796023642,0.058967616920934
"27","data/0.2-0-1-0.2/33","GTR","strict","birth_death","twin",-18067.6621477327,11.8209642828766,2.99105190948474e-19
"28","data/0.2-0-1-0.2/33","JC69","strict","birth_death","true",-18271.7056019263,12.4635825947447,0.725890938426911
"29","data/0.2-0-1-0.2/33","JC69","strict","yule","true",-18272.6794756451,10.8341307672983,0.274109061573088
"30","data/0.2-0-1-0.2/33","GTR","strict","birth_death","true",-18306.0508835981,12.2838393338787,8.80856301325446e-16
"31","data/0.2-0-1-0.2/34","JC69","strict","birth_death","twin",-11433.0743827567,9.84024084525867,0.0385178295229826
"32","data/0.2-0-1-0.2/34","JC69","strict","yule","twin",-11429.8570279739,7.49231778262084,0.961482170477017
"33","data/0.2-0-1-0.2/34","GTR","strict","birth_death","twin",NA,NA,0
"34","data/0.2-0-1-0.2/34","JC69","strict","birth_death","true",-11188.5558317263,8.70706174183645,8.94623138536501e-05
"35","data/0.2-0-1-0.2/34","JC69","strict","yule","true",-11179.234228097,8.97120050847836,0.999910537686146
"36","data/0.2-0-1-0.2/34","GTR","strict","birth_death","true",-24965.6264208919,0.764059921363479,0
"37","data/0.2-0-1.5-0.1/5","JC69","strict","birth_death","twin",-18279.6683987704,10.8111999717594,0.00172313914785853
"38","data/0.2-0-1.5-0.1/5","JC69","strict","yule","twin",-18273.3065158303,10.2801984844779,0.998276860852141
"39","data/0.2-0-1.5-0.1/5","GTR","strict","birth_death","twin",-18311.2913271197,13.3010581750522,3.18168415797556e-17
"40","data/0.2-0-1.5-0.1/5","JC69","strict","birth_death","true",-17026.4477113835,12.102250846481,0.999996540754256
"41","data/0.2-0-1.5-0.1/5","JC69","strict","yule","true",-17043.8391834086,12.0959112304055,2.79884059893569e-08
"42","data/0.2-0-1.5-0.1/5","GTR","strict","birth_death","true",-17039.0302917173,10.5018071764928,3.43125733841374e-06
"43","data/0.2-0-1.5-0.1/6","JC69","strict","birth_death","twin",-70701.3650529414,0.37579398739285,0
"44","data/0.2-0-1.5-0.1/6","JC69","strict","yule","twin",-28448.7419360075,18.0163941410128,0.999999979674088
"45","data/0.2-0-1.5-0.1/6","GTR","strict","birth_death","twin",-28466.453305318,18.3140983114769,2.03259116114944e-08
"46","data/0.2-0-1.5-0.1/6","JC69","strict","birth_death","true",-70701.3650529367,0.375793985899644,0
"47","data/0.2-0-1.5-0.1/6","JC69","strict","yule","true",-30902.6582281802,17.5000306800015,0.99999990168216
"48","data/0.2-0-1.5-0.1/6","GTR","strict","birth_death","true",-30918.7932884208,18.0521610262694,9.83178402105681e-08
"49","data/0.2-0-1.5-0.15/21","JC69","strict","birth_death","twin",-20553.799184783,14.588554324732,0.99998495189681
"50","data/0.2-0-1.5-0.15/21","JC69","strict","yule","twin",-20568.0176091447,12.2718388909598,6.68359650135003e-07
"51","data/0.2-0-1.5-0.15/21","GTR","strict","birth_death","twin",-20564.9488597751,11.6153965323397,1.43797435403166e-05
"52","data/0.2-0-1.5-0.15/21","JC69","strict","birth_death","true",-21698.1135906357,11.5600593499522,4.26524338319975e-16
"53","data/0.2-0-1.5-0.15/21","JC69","strict","yule","true",-21662.7227283924,13.2714528469743,0.999999999991175
"54","data/0.2-0-1.5-0.15/21","GTR","strict","birth_death","true",-21688.1761788271,12.0477892044509,8.82484184253578e-12
"55","data/0.2-0-1.5-0.15/22","JC69","strict","birth_death","twin",-40310.4577396627,19.85141294324,0.999999995865764
"56","data/0.2-0-1.5-0.15/22","JC69","strict","yule","twin",-40329.7617044924,21.2883796686235,4.13422961643323e-09
"57","data/0.2-0-1.5-0.15/22","GTR","strict","birth_death","twin",-40343.1833386777,21.0401069282043,6.12989349715982e-15
"58","data/0.2-0-1.5-0.15/22","JC69","strict","birth_death","true",-47718.296032775,20.0119154560683,0.0123448137965955
"59","data/0.2-0-1.5-0.15/22","JC69","strict","yule","true",-47740.4938027746,19.9035916467317,2.82563149239197e-12
"60","data/0.2-0-1.5-0.15/22","GTR","strict","birth_death","true",-47713.9139351794,21.834401319888,0.987655186200579
"61","data/0.2-0-1.5-0.2/37","JC69","strict","birth_death","twin",-16846.7224381053,11.5290098067697,0.761385311993829
"62","data/0.2-0-1.5-0.2/37","JC69","strict","yule","twin",-31885.1749645516,0.548149252606205,0
"63","data/0.2-0-1.5-0.2/37","GTR","strict","birth_death","twin",-16847.8827275914,10.7971563079524,0.238614688006171
"64","data/0.2-0-1.5-0.2/37","JC69","strict","birth_death","true",-15766.0778527862,9.14039921725723,1
"65","data/0.2-0-1.5-0.2/37","JC69","strict","yule","true",-31885.1275739197,0.433163395757606,0
"66","data/0.2-0-1.5-0.2/37","GTR","strict","birth_death","true",-15834.2149795406,11.7479250249092,2.56107229348798e-30
"67","data/0.2-0-1.5-0.2/38","JC69","strict","birth_death","twin",-31885.1008096622,0.380304336368091,0
"68","data/0.2-0-1.5-0.2/38","JC69","strict","yule","twin",-16529.1924104484,9.96804657465573,1
"69","data/0.2-0-1.5-0.2/38","GTR","strict","birth_death","twin",-16579.4085121058,11.359840569197,1.55390386705906e-22
"70","data/0.2-0-1.5-0.2/38","JC69","strict","birth_death","true",-31885.1161972992,0.347216176189239,0
"71","data/0.2-0-1.5-0.2/38","JC69","strict","yule","true",-14726.0675823873,9.41111050613282,1
"72","data/0.2-0-1.5-0.2/38","GTR","strict","birth_death","true",-14793.1926319071,10.6453686815527,7.04630432399377e-30
"73","data/0.2-0-2-0.1/10","JC69","strict","birth_death","twin",-14817.4209083553,9.11675841992097,6.57104458950336e-14
"74","data/0.2-0-2-0.1/10","JC69","strict","yule","twin",-14787.0673898671,7.77723174899564,0.999999999999934
"75","data/0.2-0-2-0.1/10","GTR","strict","birth_death","twin",-14844.4743049128,10.74724061964,1.170829274233e-25
"76","data/0.2-0-2-0.1/10","JC69","strict","birth_death","true",-14482.814725225,7.43496608008092,0.999999999990938
"77","data/0.2-0-2-0.1/10","JC69","strict","yule","true",-14508.2416842901,10.5348502906647,9.06174812094147e-12
"78","data/0.2-0-2-0.1/10","GTR","strict","birth_death","true",-14527.9757614357,10.7947328057631,2.43675113287626e-20
"79","data/0.2-0-2-0.1/9","JC69","strict","birth_death","twin",-18515.4783298338,10.1688353002751,0.999999999999893
"80","data/0.2-0-2-0.1/9","JC69","strict","yule","twin",-18545.6510376021,12.3572933507481,7.87334917054533e-14
"81","data/0.2-0-2-0.1/9","GTR","strict","birth_death","twin",-18546.6689756694,13.2398902849306,2.84494992486462e-14
"82","data/0.2-0-2-0.1/9","JC69","strict","birth_death","true",-18069.689474808,9.12888822331862,0.999999999972812
"83","data/0.2-0-2-0.1/9","JC69","strict","yule","true",-18094.0177107641,10.9661298020555,2.71882572083669e-11
"84","data/0.2-0-2-0.1/9","GTR","strict","birth_death","true",-18129.3086353761,13.1882575502191,1.28152637728806e-26
"85","data/0.2-0-2-0.15/25","JC69","strict","birth_death","twin",-8037.88278379164,6.24073005766625,0.015290292436814
"86","data/0.2-0-2-0.15/25","JC69","strict","yule","twin",-8033.71765510333,6.17397109264435,0.984709657825813
"87","data/0.2-0-2-0.15/25","GTR","strict","birth_death","twin",-8050.51875586535,6.98934753531602,4.97373733825891e-08
"88","data/0.2-0-2-0.15/25","JC69","strict","birth_death","true",-6726.00859769714,5.58985715154819,0.999996634251809
"89","data/0.2-0-2-0.15/25","JC69","strict","yule","true",-6738.61045460608,6.02186700672937,3.36574819053468e-06
"90","data/0.2-0-2-0.15/25","GTR","strict","birth_death","true",-6762.0312455456,8.46176775256245,2.2675734017028e-16
"91","data/0.2-0-2-0.15/26","JC69","strict","birth_death","twin",-40898.7237117563,20.118871770411,5.6503359060723e-17
"92","data/0.2-0-2-0.15/26","JC69","strict","yule","twin",-40861.3114801712,19.988174289559,1
"93","data/0.2-0-2-0.15/26","GTR","strict","birth_death","twin",-40934.7243206072,21.8132765643023,1.30981059120775e-32
"94","data/0.2-0-2-0.15/26","JC69","strict","birth_death","true",-47894.2840567101,19.7563672606787,1.22251717233536e-06
"95","data/0.2-0-2-0.15/26","JC69","strict","yule","true",-47880.6712580047,20.0796053946122,0.9982017554001
"96","data/0.2-0-2-0.15/26","GTR","strict","birth_death","true",-47886.9910825239,21.2330473182932,0.00179702208272722
"97","data/0.2-0-2.5-0.1/13","JC69","strict","birth_death","twin",-16831.781194106,11.0134774856499,0.999172784427229
"98","data/0.2-0-2.5-0.1/13","JC69","strict","yule","twin",-16838.8778117766,11.0879401647273,0.000827215572771369
"99","data/0.2-0-2.5-0.1/13","GTR","strict","birth_death","twin",-36055.2265769069,0.494299327238489,0
"100","data/0.2-0-2.5-0.1/13","JC69","strict","birth_death","true",-15884.5244553013,10.5121957069493,0.999864768649978
"101","data/0.2-0-2.5-0.1/13","JC69","strict","yule","true",-15893.4328436032,11.2723449558883,0.00013523135002204
"102","data/0.2-0-2.5-0.1/13","GTR","strict","birth_death","true",-36045.4826160799,1.42681140826402,0
"103","data/0.2-0-2.5-0.1/14","JC69","strict","birth_death","twin",-76664.2679956219,28.7439042811201,8.43894991311729e-33
"104","data/0.2-0-2.5-0.1/14","JC69","strict","yule","twin",-76608.8666612268,31.6038922275303,9.70023436164989e-09
"105","data/0.2-0-2.5-0.1/14","GTR","strict","birth_death","twin",-76590.4155454458,30.337100299642,0.999999990299766
"106","data/0.2-0-2.5-0.1/14","JC69","strict","birth_death","true",-89134.0578218098,32.4483508008528,0.00144271438551711
"107","data/0.2-0-2.5-0.1/14","JC69","strict","yule","true",-89127.518036616,30.2224814531352,0.998557285614483
"108","data/0.2-0-2.5-0.1/14","GTR","strict","birth_death","true",-89190.7284453096,32.9704633616838,3.52729099985967e-28
"109","data/0.2-0-2.5-0.15/29","JC69","strict","birth_death","twin",-28025.9270473579,16.1331547087704,1.29760243086323e-10
"110","data/0.2-0-2.5-0.15/29","JC69","strict","yule","twin",-28003.1623016381,14.4058252348577,0.999413239753932
"111","data/0.2-0-2.5-0.15/29","GTR","strict","birth_death","twin",-28010.6026091878,18.4900293040862,0.000586760116308089
"112","data/0.2-0-2.5-0.15/29","JC69","strict","birth_death","true",-28909.8410649497,15.7032680778237,1
"113","data/0.2-0-2.5-0.15/29","JC69","strict","yule","true",-69315.7636452887,0.86598420827518,0
"114","data/0.2-0-2.5-0.15/29","GTR","strict","birth_death","true",-28952.3234700443,18.041384936127,3.549162542798e-19
"115","data/0.2-0-2.5-0.15/30","JC69","strict","birth_death","twin",-12238.9957849163,9.04961260567289,0.999999956589882
"116","data/0.2-0-2.5-0.15/30","JC69","strict","yule","twin",-29113.3925505602,1.10191370778681,0
"117","data/0.2-0-2.5-0.15/30","GTR","strict","birth_death","twin",-12255.9483581548,9.75934667509146,4.3410118325019e-08
"118","data/0.2-0-2.5-0.15/30","JC69","strict","birth_death","true",-10709.6937272059,9.23630939221373,0.999999999988292
"119","data/0.2-0-2.5-0.15/30","JC69","strict","yule","true",-29113.2885393093,1.23157325237589,0
"120","data/0.2-0-2.5-0.15/30","GTR","strict","birth_death","true",-10734.8644812579,10.2176617355565,1.17079378900313e-11
"121","data/0.2-0-2.5-0.2/45","JC69","strict","birth_death","twin",-35914.9035620605,22.0982211598972,4.75440446047928e-25
"122","data/0.2-0-2.5-0.2/45","JC69","strict","yule","twin",-35858.8980061789,17.5541298683672,1
"123","data/0.2-0-2.5-0.2/45","GTR","strict","birth_death","twin",-35902.7785955711,22.8196429329078,8.76803277027696e-20
"124","data/0.2-0-2.5-0.2/45","JC69","strict","birth_death","true",-37081.8608849084,17.9338403852483,0.999999999976442
"125","data/0.2-0-2.5-0.2/45","JC69","strict","yule","true",-37106.3324222836,21.4210907998134,2.35584305295663e-11
"126","data/0.2-0-2.5-0.2/45","GTR","strict","birth_death","true",-37156.5924574322,20.0749835499698,3.50340567348864e-33
"127","data/0.2-0-2.5-0.2/46","JC69","strict","birth_death","twin",-58711.504233587,29.9268713070385,1.81086081899137e-09
"128","data/0.2-0-2.5-0.2/46","JC69","strict","yule","twin",-58691.3747700747,28.0191550029836,0.999999998189139
"129","data/0.2-0-2.5-0.2/46","GTR","strict","birth_death","twin",-58763.1988024219,30.186581489436,6.41533120719732e-32
"130","data/0.2-0-2.5-0.2/46","JC69","strict","birth_death","true",-62827.4102335364,29.7650516320527,1.39055311611512e-30
"131","data/0.2-0-2.5-0.2/46","JC69","strict","yule","true",-62758.6623823399,29.8803731571586,1
"132","data/0.2-0-2.5-0.2/46","GTR","strict","birth_death","true",-62815.6407453668,29.9956346007681,1.79726182415133e-25
"133","data/0.2-0.15-1-0.1/3","JC69","strict","birth_death","twin",-9813.65452516537,6.48355993374609,0.999999999997582
"134","data/0.2-0.15-1-0.1/3","JC69","strict","yule","twin",-13863.3832780324,0.546866745756469,0
"135","data/0.2-0.15-1-0.1/3","GTR","strict","birth_death","twin",-9840.40244553274,9.31836510373754,2.41838690214845e-12
"136","data/0.2-0.15-1-0.1/3","JC69","strict","birth_death","true",-10410.2716258177,5.37961040534996,0.999999997589973
"137","data/0.2-0.15-1-0.1/3","JC69","strict","yule","true",-13863.30398397,0.408058512431645,0
"138","data/0.2-0.15-1-0.1/3","GTR","strict","birth_death","true",-10430.1152535565,7.44002742998565,2.41002734929561e-09
"139","data/0.2-0.15-1-0.1/4","JC69","strict","birth_death","twin",-17667.9365685751,11.0378239326954,1.1194686072666e-11
"140","data/0.2-0.15-1-0.1/4","JC69","strict","yule","twin",-17642.7209964554,9.81804748120461,0.999990211657006
"141","data/0.2-0.15-1-0.1/4","GTR","strict","birth_death","twin",-17654.2553061814,11.103820514978,9.78833179920362e-06
"142","data/0.2-0.15-1-0.1/4","JC69","strict","birth_death","true",-19240.6555989172,11.3043863643289,1.90963324462213e-07
"143","data/0.2-0.15-1-0.1/4","JC69","strict","yule","true",-19225.1844146623,11.2444780708583,0.999999809036676
"144","data/0.2-0.15-1-0.1/4","GTR","strict","birth_death","true",-31711.3731924902,0.448896341538288,0
"145","data/0.2-0.15-1-0.15/19","JC69","strict","birth_death","twin",-12476.9944118958,0.371051999851643,0
"146","data/0.2-0.15-1-0.15/19","JC69","strict","yule","twin",-8527.72013715587,6.81416553150082,1
"147","data/0.2-0.15-1-0.15/19","GTR","strict","birth_death","twin",-8575.63207931142,9.16231789507186,1.55635227403237e-21
"148","data/0.2-0.15-1-0.15/19","JC69","strict","birth_death","true",-12476.9443483928,0.36757845060096,0
"149","data/0.2-0.15-1-0.15/19","JC69","strict","yule","true",-8911.48113612706,5.24297044117,0.999999999999566
"150","data/0.2-0.15-1-0.15/19","GTR","strict","birth_death","true",-8939.94579295656,7.88803160328979,4.34466814463906e-13
"151","data/0.2-0.15-1-0.15/20","JC69","strict","birth_death","twin",-7100.92910619376,4.6922591302743,0.999999999999137
"152","data/0.2-0.15-1-0.15/20","JC69","strict","yule","twin",-9703.64367013736,0.600018778961336,0
"153","data/0.2-0.15-1-0.15/20","GTR","strict","birth_death","twin",-7128.70708257897,7.45326534991121,8.63332594039591e-13
"154","data/0.2-0.15-1-0.15/20","JC69","strict","birth_death","true",-6506.76126771519,5.55282657571413,1
"155","data/0.2-0.15-1-0.15/20","JC69","strict","yule","true",-9704.52941220334,0.551081614254495,0
"156","data/0.2-0.15-1-0.15/20","GTR","strict","birth_death","true",-9707.683309421,1.8335507663916,0
"157","data/0.2-0.15-1-0.2/35","JC69","strict","birth_death","twin",-16970.5405488635,13.6194963156228,0.999996878190838
"158","data/0.2-0.15-1-0.2/35","JC69","strict","yule","twin",-34658.3646846701,1.01538582797755,0
"159","data/0.2-0.15-1-0.2/35","GTR","strict","birth_death","twin",-16983.2176436062,11.7294023536355,3.12180916239299e-06
"160","data/0.2-0.15-1-0.2/35","JC69","strict","birth_death","true",-15368.4986183241,9.77391157447146,0.999999999995799
"161","data/0.2-0.15-1-0.2/35","JC69","strict","yule","true",-15394.9506525177,11.3336568714798,3.2510789385437e-12
"162","data/0.2-0.15-1-0.2/35","GTR","strict","birth_death","true",-15396.1808224944,12.7592632620688,9.50104733834353e-13
"163","data/0.2-0.15-1-0.2/36","JC69","strict","birth_death","twin",-8365.47425439489,8.03388147148199,1
"164","data/0.2-0.15-1-0.2/36","JC69","strict","yule","twin",-19408.3949105937,0.311903826561472,0
"165","data/0.2-0.15-1-0.2/36","GTR","strict","birth_death","twin",-19414.1003866739,0.628101904328523,0
"166","data/0.2-0.15-1-0.2/36","JC69","strict","birth_death","true",-7414.67588873878,7.56704358140915,0.987652159378019
"167","data/0.2-0.15-1-0.2/36","JC69","strict","yule","true",-7419.05773810977,9.52799542429477,0.0123478406219814
"168","data/0.2-0.15-1-0.2/36","GTR","strict","birth_death","true",-19409.6434342604,0.522257740364197,0
"169","data/0.2-0.15-1.5-0.1/7","JC69","strict","birth_death","twin",-7661.98313746559,4.6186661063481,0.999999999999906
"170","data/0.2-0.15-1.5-0.1/7","JC69","strict","yule","twin",-11090.6969016993,0.505518050495387,0
"171","data/0.2-0.15-1.5-0.1/7","GTR","strict","birth_death","twin",-7691.98198397264,5.87081853241266,9.36842314866191e-14
"172","data/0.2-0.15-1.5-0.1/7","JC69","strict","birth_death","true",-8168.80001370726,4.14155180566201,1
"173","data/0.2-0.15-1.5-0.1/7","JC69","strict","yule","true",-11090.6588205681,0.333528586704963,0
"174","data/0.2-0.15-1.5-0.1/7","GTR","strict","birth_death","true",-8219.29697310604,7.55614056929232,1.1734083658838e-22
"175","data/0.2-0.15-1.5-0.1/8","JC69","strict","birth_death","twin",-11483.1451855902,7.58822752378378,0.952811240100846
"176","data/0.2-0.15-1.5-0.1/8","JC69","strict","yule","twin",-11486.1504466786,8.06226519070365,0.0471887598991248
"177","data/0.2-0.15-1.5-0.1/8","GTR","strict","birth_death","twin",-11514.2736581314,8.57987421808502,2.88458284962688e-14
"178","data/0.2-0.15-1.5-0.1/8","JC69","strict","birth_death","true",-11492.6676787699,7.76689376429351,0.999999999895356
"179","data/0.2-0.15-1.5-0.1/8","JC69","strict","yule","true",-11517.7641711826,8.5681939224599,1.26104861647146e-11
"180","data/0.2-0.15-1.5-0.1/8","GTR","strict","birth_death","true",-11515.7765515321,8.94962210961748,9.20331054062486e-11
"181","data/0.2-0.15-1.5-0.15/23","JC69","strict","birth_death","twin",-3625.6936145376,3.43104103689262,0.999999998031721
"182","data/0.2-0.15-1.5-0.15/23","JC69","strict","yule","twin",-6931.82186979146,0.471252751792754,0
"183","data/0.2-0.15-1.5-0.15/23","GTR","strict","birth_death","twin",-3645.73972079105,6.20448595452982,1.96827904852592e-09
"184","data/0.2-0.15-1.5-0.15/23","JC69","strict","birth_death","true",-3648.96553071412,3.95602702191028,0.999999921777912
"185","data/0.2-0.15-1.5-0.15/23","JC69","strict","yule","true",-6931.84487868013,0.371724711721408,0
"186","data/0.2-0.15-1.5-0.15/23","GTR","strict","birth_death","true",-3665.32924440379,6.65905084691939,7.82220884805213e-08
"187","data/0.2-0.15-1.5-0.15/24","JC69","strict","birth_death","twin",-14033.6386012907,10.0917346526613,0.0536764992374585
"188","data/0.2-0.15-1.5-0.15/24","JC69","strict","yule","twin",-14030.7689932977,7.8088042951422,0.946322356289412
"189","data/0.2-0.15-1.5-0.15/24","GTR","strict","birth_death","twin",-14044.3943874623,10.0981738160537,1.14447312985314e-06
"190","data/0.2-0.15-1.5-0.15/24","JC69","strict","birth_death","true",-14868.4189035257,7.8601068825084,0.999999999995927
"191","data/0.2-0.15-1.5-0.15/24","JC69","strict","yule","true",-14894.6455948774,9.49985679280075,4.07279609280475e-12
"192","data/0.2-0.15-1.5-0.15/24","GTR","strict","birth_death","true",-14918.3307821917,11.7218603477615,2.10642749007683e-22
"193","data/0.2-0.15-1.5-0.2/39","JC69","strict","birth_death","twin",-6751.94359976242,4.6994198581086,0.999974210227027
"194","data/0.2-0.15-1.5-0.2/39","JC69","strict","yule","twin",-6762.50910651332,6.13109729057093,2.57897729733973e-05
"195","data/0.2-0.15-1.5-0.2/39","GTR","strict","birth_death","twin",-9702.26393690416,1.88590795084416,0
"196","data/0.2-0.15-1.5-0.2/39","JC69","strict","birth_death","true",-6088.57624992914,5.27542002873521,0.983025203516222
"197","data/0.2-0.15-1.5-0.2/39","JC69","strict","yule","true",-6092.63515500414,5.38004339932848,0.0169747964837779
"198","data/0.2-0.15-1.5-0.2/39","GTR","strict","birth_death","true",-6152.08219613183,10.0095680817131,2.58394133207903e-28
"199","data/0.2-0.15-1.5-0.2/40","JC69","strict","birth_death","twin",-16772.8038793636,12.0304676861877,2.42812670579304e-08
"200","data/0.2-0.15-1.5-0.2/40","JC69","strict","yule","twin",-16755.2703226972,10.5870240231736,0.999995979500015
"201","data/0.2-0.15-1.5-0.2/40","GTR","strict","birth_death","twin",-16767.7004806412,10.3386004926152,3.99621871790962e-06
"202","data/0.2-0.15-1.5-0.2/40","JC69","strict","birth_death","true",-14779.04760283,11.3697405997332,7.0739743873924e-07
"203","data/0.2-0.15-1.5-0.2/40","JC69","strict","yule","true",-14764.8859303565,10.101426162913,0.999999292602558
"204","data/0.2-0.15-1.5-0.2/40","GTR","strict","birth_death","true",-14798.2996025185,12.188772510051,3.0805357465501e-15
"205","data/0.2-0.15-2-0.1/11","JC69","strict","birth_death","twin",-12476.9144534573,0.35630039270808,0
"206","data/0.2-0.15-2-0.1/11","JC69","strict","yule","twin",-7377.84588988712,6.70330147726627,1
"207","data/0.2-0.15-2-0.1/11","GTR","strict","birth_death","twin",-7416.09628307217,7.57810522786456,2.44379802284149e-17
"208","data/0.2-0.15-2-0.1/11","JC69","strict","birth_death","true",-12476.9555000858,0.375192327242473,0.505610897325781
"209","data/0.2-0.15-2-0.1/11","JC69","strict","yule","true",-12476.9833958884,0.462581522760263,0.491701386037295
"210","data/0.2-0.15-2-0.1/11","GTR","strict","birth_death","true",-12482.1925754824,0.486840424438869,0.00268771663692402
"211","data/0.2-0.15-2-0.1/12","JC69","strict","birth_death","twin",-7870.95150748656,8.33355847566904,0.820524488914243
"212","data/0.2-0.15-2-0.1/12","JC69","strict","yule","twin",-7872.47141247284,9.55940201416207,0.179475511085754
"213","data/0.2-0.15-2-0.1/12","GTR","strict","birth_death","twin",-7904.29707519223,11.3702913034295,2.70579878099427e-15
"214","data/0.2-0.15-2-0.1/12","JC69","strict","birth_death","true",-7681.71897313788,9.3242980344605,3.39344384008057e-11
"215","data/0.2-0.15-2-0.1/12","JC69","strict","yule","true",-7657.61254497544,8.55921530680516,0.999837440489525
"216","data/0.2-0.15-2-0.1/12","GTR","strict","birth_death","true",-7666.33684901639,8.4522507042829,0.000162559476540066
"217","data/0.2-0.15-2-0.15/27","JC69","strict","birth_death","twin",-39158.2022592172,23.1838180017349,0.999999999305513
"218","data/0.2-0.15-2-0.15/27","JC69","strict","yule","twin",-39224.8830600403,22.4602030831065,1.09874308128003e-29
"219","data/0.2-0.15-2-0.15/27","GTR","strict","birth_death","twin",-39179.2901073679,21.5216730612073,6.94486667351149e-10
"220","data/0.2-0.15-2-0.15/27","JC69","strict","birth_death","true",-42927.2694416584,22.1579016109245,2.51576233635135e-06
"221","data/0.2-0.15-2-0.15/27","JC69","strict","yule","true",-42914.3765094897,19.4995137350045,0.999997484237664
"222","data/0.2-0.15-2-0.15/27","GTR","strict","birth_death","true",-42961.7477230171,23.0066980031172,2.67265112291265e-21
"223","data/0.2-0.15-2-0.15/28","JC69","strict","birth_death","twin",-18805.9875508475,11.0909356248777,2.44300710474992e-07
"224","data/0.2-0.15-2-0.15/28","JC69","strict","yule","twin",-18790.7626851413,11.2709730478938,0.99999975569929
"225","data/0.2-0.15-2-0.15/28","GTR","strict","birth_death","twin",-18845.4244862346,13.5777299374794,1.82255779124718e-24
"226","data/0.2-0.15-2-0.15/28","JC69","strict","birth_death","true",-18013.3437780504,12.7535983634825,0.998117412783429
"227","data/0.2-0.15-2-0.15/28","JC69","strict","yule","true",-36043.1876310018,0.59037211770331,0
"228","data/0.2-0.15-2-0.15/28","GTR","strict","birth_death","true",-18019.6170019581,10.0443159166168,0.00188258721657096
"229","data/0.2-0.15-2-0.2/43","JC69","strict","birth_death","twin",-16726.4056346586,13.9591663729799,8.37628033381239e-13
"230","data/0.2-0.15-2-0.2/43","JC69","strict","yule","twin",-16698.5974323936,13.3689369314163,0.999999997817529
"231","data/0.2-0.15-2-0.2/43","GTR","strict","birth_death","twin",-16718.540624475,13.6943491906703,2.18163316225722e-09
"232","data/0.2-0.15-2-0.2/43","JC69","strict","birth_death","true",-17689.4052601164,12.0280873605994,0.0146324308908013
"233","data/0.2-0.15-2-0.2/43","JC69","strict","yule","true",-17685.1954857374,13.144161131742,0.985367569098938
"234","data/0.2-0.15-2-0.2/43","GTR","strict","birth_death","true",-17710.4834202048,14.5366217977043,1.02609569738654e-11
