"","filename","state","cpu_time"
"1","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962737.log","COMPLETED","00:03:10"
"2","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962738.log","COMPLETED","00:15:22"
"3","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962739.log","COMPLETED","00:06:47"
"4","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962740.log","COMPLETED","00:13:03"
"5","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962741.log","COMPLETED","00:15:19"
"6","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962742.log","COMPLETED","00:30:02"
"7","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962743.log","COMPLETED","00:03:27"
"8","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962744.log","COMPLETED","00:09:22"
"9","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962745.log","COMPLETED","00:03:42"
"10","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962746.log","COMPLETED","00:03:28"
"11","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962747.log","COMPLETED","00:39:27"
"12","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962748.log","COMPLETED","00:23:40"
"13","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962749.log","COMPLETED","00:02:35"
"14","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962750.log","COMPLETED","00:03:23"
"15","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962751.log","COMPLETED","00:03:01"
"16","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962752.log","COMPLETED","00:09:10"
"17","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962753.log","COMPLETED","00:10:58"
"18","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962754.log","COMPLETED","00:07:32"
"19","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962755.log","COMPLETED","00:03:37"
"20","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962756.log","COMPLETED","00:04:29"
"21","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962757.log","COMPLETED","00:03:05"
"22","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962758.log","COMPLETED","00:03:10"
"23","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962759.log","COMPLETED","00:03:04"
"24","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962760.log","COMPLETED","00:03:02"
"25","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962761.log","COMPLETED","00:11:56"
"26","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962762.log","COMPLETED","00:04:27"
"27","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962763.log","COMPLETED","00:03:45"
"28","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962764.log","COMPLETED","00:03:38"
"29","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962765.log","COMPLETED","00:03:44"
"30","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962766.log","COMPLETED","00:07:03"
"31","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962767.log","COMPLETED","00:03:57"
"32","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962768.log","COMPLETED","00:05:25"
"33","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962769.log","COMPLETED","00:04:01"
"34","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962770.log","COMPLETED","00:05:46"
"35","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962771.log","COMPLETED","00:03:29"
"36","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962772.log","COMPLETED","00:06:17"
"37","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962773.log","COMPLETED","00:03:41"
"38","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962774.log","COMPLETED","00:10:30"
"39","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962775.log","COMPLETED","00:15:00"
"40","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962776.log","COMPLETED","00:11:47"
"41","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962777.log","COMPLETED","00:04:16"
"42","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962778.log","COMPLETED","00:04:13"
"43","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962779.log","COMPLETED","00:03:49"
"44","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962780.log","COMPLETED","00:14:45"
"45","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962781.log","COMPLETED","00:03:07"
"46","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962782.log","COMPLETED","00:04:38"
"47","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962783.log","COMPLETED","00:04:09"
"48","/home/p230198/GitHubs/razzo_project_333/run_r_cmd_7962784.log","COMPLETED","00:04:23"
