"","folder","n_mb_species","f_mb_species"
"1","data/0.2-0-1-0.1/1",0,0
"2","data/0.2-0-1-0.1/10",1,0.111111111111111
"3","data/0.2-0-1-0.1/2",0,0
"4","data/0.2-0-1-0.1/3",0,0
"5","data/0.2-0-1-0.1/4",3,0.111111111111111
"6","data/0.2-0-1-0.1/5",0,0
"7","data/0.2-0-1-0.1/6",5,0.172413793103448
"8","data/0.2-0-1-0.1/7",3,0.157894736842105
"9","data/0.2-0-1-0.1/8",1,0.1
"10","data/0.2-0-1-0.1/9",1,0.111111111111111
"11","data/0.2-0-1-0.15/81",1,0.125
"12","data/0.2-0-1-0.15/82",1,0.25
"13","data/0.2-0-1-0.15/83",1,0.111111111111111
"14","data/0.2-0-1-0.15/84",0,0
"15","data/0.2-0-1-0.15/85",0,0
"16","data/0.2-0-1-0.15/86",1,0.0666666666666667
"17","data/0.2-0-1-0.15/87",1,0.142857142857143
"18","data/0.2-0-1-0.15/88",2,0.166666666666667
"19","data/0.2-0-1-0.15/89",5,0.3125
"20","data/0.2-0-1-0.15/90",2,0.0869565217391304
"21","data/0.2-0-1-0.2/161",1,0.1
"22","data/0.2-0-1-0.2/162",1,0.0909090909090909
"23","data/0.2-0-1-0.2/163",3,0.2
"24","data/0.2-0-1-0.2/164",10,0.263157894736842
"25","data/0.2-0-1-0.2/165",13,0.393939393939394
"26","data/0.2-0-1-0.2/166",5,0.238095238095238
"27","data/0.2-0-1-0.2/167",0,0
"28","data/0.2-0-1-0.2/168",21,0.428571428571429
"29","data/0.2-0-1-0.2/169",5,0.3125
"30","data/0.2-0-1-0.2/170",3,0.1875
"31","data/0.2-0-1.5-0.1/21",0,0
"32","data/0.2-0-1.5-0.1/22",12,0.315789473684211
"33","data/0.2-0-1.5-0.1/23",9,0.272727272727273
"34","data/0.2-0-1.5-0.1/24",3,0.15
"35","data/0.2-0-1.5-0.1/25",0,0
"36","data/0.2-0-1.5-0.1/26",8,0.275862068965517
"37","data/0.2-0-1.5-0.1/27",0,0
"38","data/0.2-0-1.5-0.1/28",0,0
"39","data/0.2-0-1.5-0.1/29",1,0.0625
"40","data/0.2-0-1.5-0.1/30",0,0
"41","data/0.2-0-1.5-0.15/101",8,0.307692307692308
"42","data/0.2-0-1.5-0.15/102",6,0.285714285714286
"43","data/0.2-0-1.5-0.15/103",0,0
"44","data/0.2-0-1.5-0.15/104",0,0
"45","data/0.2-0-1.5-0.15/105",6,0.166666666666667
"46","data/0.2-0-1.5-0.15/106",9,0.225
"47","data/0.2-0-1.5-0.15/107",0,0
"48","data/0.2-0-1.5-0.15/108",0,0
"49","data/0.2-0-1.5-0.15/109",5,0.217391304347826
"50","data/0.2-0-1.5-0.15/110",5,0.161290322580645
"51","data/0.2-0-1.5-0.2/181",29,0.547169811320755
"52","data/0.2-0-1.5-0.2/182",16,0.421052631578947
"53","data/0.2-0-1.5-0.2/183",66,0.528
"54","data/0.2-0-1.5-0.2/184",0,0
"55","data/0.2-0-1.5-0.2/185",19,0.301587301587302
"56","data/0.2-0-1.5-0.2/186",1,0.0625
"57","data/0.2-0-1.5-0.2/187",3,0.142857142857143
"58","data/0.2-0-1.5-0.2/188",4,0.285714285714286
"59","data/0.2-0-1.5-0.2/189",16,0.470588235294118
"60","data/0.2-0-1.5-0.2/190",48,0.457142857142857
"61","data/0.2-0-2-0.1/41",5,0.172413793103448
"62","data/0.2-0-2-0.1/42",16,0.347826086956522
"63","data/0.2-0-2-0.1/43",1,0.0833333333333333
"64","data/0.2-0-2-0.1/44",3,0.3
"65","data/0.2-0-2-0.1/45",17,0.425
"66","data/0.2-0-2-0.1/46",3,0.15
"67","data/0.2-0-2-0.1/47",0,0
"68","data/0.2-0-2-0.1/48",1,0.032258064516129
"69","data/0.2-0-2-0.1/49",1,0.0625
"70","data/0.2-0-2-0.1/50",0,0
"71","data/0.2-0-2-0.15/121",7,0.28
"72","data/0.2-0-2-0.15/122",0,0
"73","data/0.2-0-2-0.15/123",2,0.0952380952380952
"74","data/0.2-0-2-0.15/124",3,0.142857142857143
"75","data/0.2-0-2-0.15/125",21,0.4375
"76","data/0.2-0-2-0.15/126",15,0.357142857142857
"77","data/0.2-0-2-0.15/127",15,0.357142857142857
"78","data/0.2-0-2-0.15/128",11,0.282051282051282
"79","data/0.2-0-2-0.15/129",7,0.21875
"80","data/0.2-0-2-0.15/130",26,0.433333333333333
"81","data/0.2-0-2-0.2/201",28,0.56
"82","data/0.2-0-2-0.2/202",131,0.682291666666667
"83","data/0.2-0-2-0.2/203",2,0.222222222222222
"84","data/0.2-0-2-0.2/204",3,0.2
"85","data/0.2-0-2-0.2/205",8,0.380952380952381
"86","data/0.2-0-2-0.2/206",22,0.392857142857143
"87","data/0.2-0-2-0.2/207",13,0.333333333333333
"88","data/0.2-0-2-0.2/208",39,0.527027027027027
"89","data/0.2-0-2-0.2/209",21,0.4375
"90","data/0.2-0-2-0.2/210",16,0.432432432432432
"91","data/0.2-0-2.5-0.1/61",1,0.1
"92","data/0.2-0-2.5-0.1/62",0,0
"93","data/0.2-0-2.5-0.1/63",0,0
"94","data/0.2-0-2.5-0.1/64",10,0.303030303030303
"95","data/0.2-0-2.5-0.1/65",3,0.1875
"96","data/0.2-0-2.5-0.1/66",2,0.111111111111111
"97","data/0.2-0-2.5-0.1/67",3,0.166666666666667
"98","data/0.2-0-2.5-0.1/68",3,0.166666666666667
"99","data/0.2-0-2.5-0.1/69",14,0.333333333333333
"100","data/0.2-0-2.5-0.1/70",6,0.2
"101","data/0.2-0-2.5-0.15/141",22,0.431372549019608
"102","data/0.2-0-2.5-0.15/142",5,0.178571428571429
"103","data/0.2-0-2.5-0.15/143",51,0.414634146341463
"104","data/0.2-0-2.5-0.15/144",3,0.176470588235294
"105","data/0.2-0-2.5-0.15/145",213,0.628318584070796
"106","data/0.2-0-2.5-0.15/146",1,0.0909090909090909
"107","data/0.2-0-2.5-0.15/147",185,0.651408450704225
"108","data/0.2-0-2.5-0.15/148",40,0.470588235294118
"109","data/0.2-0-2.5-0.15/149",2,0.105263157894737
"110","data/0.2-0-2.5-0.15/150",0,0
"111","data/0.2-0-2.5-0.2/221",55,0.572916666666667
"112","data/0.2-0-2.5-0.2/222",4,0.181818181818182
"113","data/0.2-0-2.5-0.2/223",104,0.604651162790698
"114","data/0.2-0-2.5-0.2/224",61,0.685393258426966
"115","data/0.2-0-2.5-0.2/225",3,0.1875
"116","data/0.2-0-2.5-0.2/226",20,0.4
"117","data/0.2-0-2.5-0.2/227",51,0.593023255813954
"118","data/0.2-0-2.5-0.2/228",10,0.416666666666667
"119","data/0.2-0-2.5-0.2/229",0,0
"120","data/0.2-0-2.5-0.2/230",22,0.379310344827586
"121","data/0.2-0.15-1-0.1/11",0,0
"122","data/0.2-0.15-1-0.1/12",1,0.125
"123","data/0.2-0.15-1-0.1/13",0,0
"124","data/0.2-0.15-1-0.1/14",0,0
"125","data/0.2-0.15-1-0.1/15",0,0
"126","data/0.2-0.15-1-0.1/16",0,0
"127","data/0.2-0.15-1-0.1/17",0,0
"128","data/0.2-0.15-1-0.1/18",2,0.166666666666667
"129","data/0.2-0.15-1-0.1/19",2,0.181818181818182
"130","data/0.2-0.15-1-0.1/20",0,0
"131","data/0.2-0.15-1-0.15/100",0,0
"132","data/0.2-0.15-1-0.15/91",2,0.133333333333333
"133","data/0.2-0.15-1-0.15/92",0,0
"134","data/0.2-0.15-1-0.15/93",0,0
"135","data/0.2-0.15-1-0.15/94",0,0
"136","data/0.2-0.15-1-0.15/95",0,0
"137","data/0.2-0.15-1-0.15/96",1,0.125
"138","data/0.2-0.15-1-0.15/97",0,0
"139","data/0.2-0.15-1-0.15/98",0,0
"140","data/0.2-0.15-1-0.15/99",0,0
"141","data/0.2-0.15-1-0.2/171",4,0.235294117647059
"142","data/0.2-0.15-1-0.2/172",0,0
"143","data/0.2-0.15-1-0.2/173",4,0.235294117647059
"144","data/0.2-0.15-1-0.2/174",6,0.272727272727273
"145","data/0.2-0.15-1-0.2/175",0,0
"146","data/0.2-0.15-1-0.2/176",0,0
"147","data/0.2-0.15-1-0.2/177",6,0.25
"148","data/0.2-0.15-1-0.2/178",2,0.125
"149","data/0.2-0.15-1-0.2/179",4,0.210526315789474
"150","data/0.2-0.15-1-0.2/180",6,0.206896551724138
"151","data/0.2-0.15-1.5-0.1/31",2,0.181818181818182
"152","data/0.2-0.15-1.5-0.1/32",0,0
"153","data/0.2-0.15-1.5-0.1/33",0,0
"154","data/0.2-0.15-1.5-0.1/34",0,0
"155","data/0.2-0.15-1.5-0.1/35",0,0
"156","data/0.2-0.15-1.5-0.1/36",0,0
"157","data/0.2-0.15-1.5-0.1/37",0,0
"158","data/0.2-0.15-1.5-0.1/38",0,0
"159","data/0.2-0.15-1.5-0.1/39",0,0
"160","data/0.2-0.15-1.5-0.1/40",1,0.142857142857143
"161","data/0.2-0.15-1.5-0.15/111",9,0.375
