"","folder","lambda","mu","nu","q","cond","crown_age","seed"
"1","data/0.2-0-1-0.1/1",0.2,0,1,0.1,1,6,1
"2","data/0.2-0-1-0.1/10",0.2,0,1,0.1,1,6,10
"3","data/0.2-0-1-0.1/2",0.2,0,1,0.1,1,6,2
"4","data/0.2-0-1-0.1/3",0.2,0,1,0.1,1,6,3
"5","data/0.2-0-1-0.1/4",0.2,0,1,0.1,1,6,4
"6","data/0.2-0-1-0.1/5",0.2,0,1,0.1,1,6,5
"7","data/0.2-0-1-0.1/6",0.2,0,1,0.1,1,6,6
"8","data/0.2-0-1-0.1/7",0.2,0,1,0.1,1,6,7
"9","data/0.2-0-1-0.1/8",0.2,0,1,0.1,1,6,8
"10","data/0.2-0-1-0.1/9",0.2,0,1,0.1,1,6,9
"11","data/0.2-0-1-0.15/81",0.2,0,1,0.15,1,6,81
"12","data/0.2-0-1-0.15/82",0.2,0,1,0.15,1,6,82
"13","data/0.2-0-1-0.15/83",0.2,0,1,0.15,1,6,83
"14","data/0.2-0-1-0.15/84",0.2,0,1,0.15,1,6,84
"15","data/0.2-0-1-0.15/85",0.2,0,1,0.15,1,6,85
"16","data/0.2-0-1-0.15/86",0.2,0,1,0.15,1,6,86
"17","data/0.2-0-1-0.15/87",0.2,0,1,0.15,1,6,87
"18","data/0.2-0-1-0.15/88",0.2,0,1,0.15,1,6,88
"19","data/0.2-0-1-0.15/89",0.2,0,1,0.15,1,6,89
"20","data/0.2-0-1-0.15/90",0.2,0,1,0.15,1,6,90
"21","data/0.2-0-1-0.2/161",0.2,0,1,0.2,1,6,161
"22","data/0.2-0-1-0.2/162",0.2,0,1,0.2,1,6,162
"23","data/0.2-0-1-0.2/163",0.2,0,1,0.2,1,6,163
"24","data/0.2-0-1-0.2/164",0.2,0,1,0.2,1,6,164
"25","data/0.2-0-1-0.2/165",0.2,0,1,0.2,1,6,165
"26","data/0.2-0-1-0.2/166",0.2,0,1,0.2,1,6,166
"27","data/0.2-0-1-0.2/167",0.2,0,1,0.2,1,6,167
"28","data/0.2-0-1-0.2/168",0.2,0,1,0.2,1,6,168
"29","data/0.2-0-1-0.2/169",0.2,0,1,0.2,1,6,169
"30","data/0.2-0-1-0.2/170",0.2,0,1,0.2,1,6,170
"31","data/0.2-0-1.5-0.1/21",0.2,0,1.5,0.1,1,6,21
"32","data/0.2-0-1.5-0.1/22",0.2,0,1.5,0.1,1,6,22
"33","data/0.2-0-1.5-0.1/23",0.2,0,1.5,0.1,1,6,23
"34","data/0.2-0-1.5-0.1/24",0.2,0,1.5,0.1,1,6,24
"35","data/0.2-0-1.5-0.1/25",0.2,0,1.5,0.1,1,6,25
"36","data/0.2-0-1.5-0.1/26",0.2,0,1.5,0.1,1,6,26
"37","data/0.2-0-1.5-0.1/27",0.2,0,1.5,0.1,1,6,27
"38","data/0.2-0-1.5-0.1/28",0.2,0,1.5,0.1,1,6,28
"39","data/0.2-0-1.5-0.1/29",0.2,0,1.5,0.1,1,6,29
"40","data/0.2-0-1.5-0.1/30",0.2,0,1.5,0.1,1,6,30
"41","data/0.2-0-1.5-0.15/101",0.2,0,1.5,0.15,1,6,101
"42","data/0.2-0-1.5-0.15/102",0.2,0,1.5,0.15,1,6,102
"43","data/0.2-0-1.5-0.15/103",0.2,0,1.5,0.15,1,6,103
"44","data/0.2-0-1.5-0.15/104",0.2,0,1.5,0.15,1,6,104
"45","data/0.2-0-1.5-0.15/105",0.2,0,1.5,0.15,1,6,105
"46","data/0.2-0-1.5-0.15/106",0.2,0,1.5,0.15,1,6,106
"47","data/0.2-0-1.5-0.15/107",0.2,0,1.5,0.15,1,6,107
"48","data/0.2-0-1.5-0.15/108",0.2,0,1.5,0.15,1,6,108
"49","data/0.2-0-1.5-0.15/109",0.2,0,1.5,0.15,1,6,109
"50","data/0.2-0-1.5-0.15/110",0.2,0,1.5,0.15,1,6,110
"51","data/0.2-0-1.5-0.2/181",0.2,0,1.5,0.2,1,6,181
"52","data/0.2-0-1.5-0.2/182",0.2,0,1.5,0.2,1,6,182
"53","data/0.2-0-1.5-0.2/183",0.2,0,1.5,0.2,1,6,183
"54","data/0.2-0-1.5-0.2/184",0.2,0,1.5,0.2,1,6,184
"55","data/0.2-0-1.5-0.2/185",0.2,0,1.5,0.2,1,6,185
"56","data/0.2-0-1.5-0.2/186",0.2,0,1.5,0.2,1,6,186
"57","data/0.2-0-1.5-0.2/187",0.2,0,1.5,0.2,1,6,187
"58","data/0.2-0-1.5-0.2/188",0.2,0,1.5,0.2,1,6,188
"59","data/0.2-0-1.5-0.2/189",0.2,0,1.5,0.2,1,6,189
"60","data/0.2-0-1.5-0.2/190",0.2,0,1.5,0.2,1,6,190
"61","data/0.2-0-2-0.1/41",0.2,0,2,0.1,1,6,41
"62","data/0.2-0-2-0.1/42",0.2,0,2,0.1,1,6,42
"63","data/0.2-0-2-0.1/43",0.2,0,2,0.1,1,6,43
"64","data/0.2-0-2-0.1/44",0.2,0,2,0.1,1,6,44
"65","data/0.2-0-2-0.1/45",0.2,0,2,0.1,1,6,45
"66","data/0.2-0-2-0.1/46",0.2,0,2,0.1,1,6,46
"67","data/0.2-0-2-0.1/47",0.2,0,2,0.1,1,6,47
"68","data/0.2-0-2-0.1/48",0.2,0,2,0.1,1,6,48
"69","data/0.2-0-2-0.1/49",0.2,0,2,0.1,1,6,49
"70","data/0.2-0-2-0.1/50",0.2,0,2,0.1,1,6,50
"71","data/0.2-0-2-0.15/121",0.2,0,2,0.15,1,6,121
"72","data/0.2-0-2-0.15/122",0.2,0,2,0.15,1,6,122
"73","data/0.2-0-2-0.15/123",0.2,0,2,0.15,1,6,123
"74","data/0.2-0-2-0.15/124",0.2,0,2,0.15,1,6,124
"75","data/0.2-0-2-0.15/125",0.2,0,2,0.15,1,6,125
"76","data/0.2-0-2-0.15/126",0.2,0,2,0.15,1,6,126
"77","data/0.2-0-2-0.15/127",0.2,0,2,0.15,1,6,127
"78","data/0.2-0-2-0.15/128",0.2,0,2,0.15,1,6,128
"79","data/0.2-0-2-0.15/129",0.2,0,2,0.15,1,6,129
"80","data/0.2-0-2-0.15/130",0.2,0,2,0.15,1,6,130
"81","data/0.2-0-2-0.2/201",0.2,0,2,0.2,1,6,201
"82","data/0.2-0-2-0.2/202",0.2,0,2,0.2,1,6,202
"83","data/0.2-0-2-0.2/203",0.2,0,2,0.2,1,6,203
"84","data/0.2-0-2-0.2/204",0.2,0,2,0.2,1,6,204
"85","data/0.2-0-2-0.2/205",0.2,0,2,0.2,1,6,205
"86","data/0.2-0-2-0.2/206",0.2,0,2,0.2,1,6,206
"87","data/0.2-0-2-0.2/207",0.2,0,2,0.2,1,6,207
"88","data/0.2-0-2-0.2/208",0.2,0,2,0.2,1,6,208
"89","data/0.2-0-2-0.2/209",0.2,0,2,0.2,1,6,209
"90","data/0.2-0-2-0.2/210",0.2,0,2,0.2,1,6,210
"91","data/0.2-0-2.5-0.1/61",0.2,0,2.5,0.1,1,6,61
"92","data/0.2-0-2.5-0.1/62",0.2,0,2.5,0.1,1,6,62
"93","data/0.2-0-2.5-0.1/63",0.2,0,2.5,0.1,1,6,63
"94","data/0.2-0-2.5-0.1/64",0.2,0,2.5,0.1,1,6,64
"95","data/0.2-0-2.5-0.1/65",0.2,0,2.5,0.1,1,6,65
"96","data/0.2-0-2.5-0.1/66",0.2,0,2.5,0.1,1,6,66
"97","data/0.2-0-2.5-0.1/67",0.2,0,2.5,0.1,1,6,67
"98","data/0.2-0-2.5-0.1/68",0.2,0,2.5,0.1,1,6,68
"99","data/0.2-0-2.5-0.1/69",0.2,0,2.5,0.1,1,6,69
"100","data/0.2-0-2.5-0.1/70",0.2,0,2.5,0.1,1,6,70
"101","data/0.2-0-2.5-0.15/141",0.2,0,2.5,0.15,1,6,141
"102","data/0.2-0-2.5-0.15/142",0.2,0,2.5,0.15,1,6,142
"103","data/0.2-0-2.5-0.15/143",0.2,0,2.5,0.15,1,6,143
"104","data/0.2-0-2.5-0.15/144",0.2,0,2.5,0.15,1,6,144
"105","data/0.2-0-2.5-0.15/145",0.2,0,2.5,0.15,1,6,145
"106","data/0.2-0-2.5-0.15/146",0.2,0,2.5,0.15,1,6,146
"107","data/0.2-0-2.5-0.15/147",0.2,0,2.5,0.15,1,6,147
"108","data/0.2-0-2.5-0.15/148",0.2,0,2.5,0.15,1,6,148
"109","data/0.2-0-2.5-0.15/149",0.2,0,2.5,0.15,1,6,149
"110","data/0.2-0-2.5-0.15/150",0.2,0,2.5,0.15,1,6,150
"111","data/0.2-0-2.5-0.2/221",0.2,0,2.5,0.2,1,6,221
"112","data/0.2-0-2.5-0.2/222",0.2,0,2.5,0.2,1,6,222
"113","data/0.2-0-2.5-0.2/223",0.2,0,2.5,0.2,1,6,223
"114","data/0.2-0-2.5-0.2/224",0.2,0,2.5,0.2,1,6,224
"115","data/0.2-0-2.5-0.2/225",0.2,0,2.5,0.2,1,6,225
"116","data/0.2-0-2.5-0.2/226",0.2,0,2.5,0.2,1,6,226
"117","data/0.2-0-2.5-0.2/227",0.2,0,2.5,0.2,1,6,227
"118","data/0.2-0-2.5-0.2/228",0.2,0,2.5,0.2,1,6,228
"119","data/0.2-0-2.5-0.2/229",0.2,0,2.5,0.2,1,6,229
"120","data/0.2-0-2.5-0.2/230",0.2,0,2.5,0.2,1,6,230
"121","data/0.2-0.15-1-0.1/11",0.2,0.15,1,0.1,1,6,11
"122","data/0.2-0.15-1-0.1/12",0.2,0.15,1,0.1,1,6,12
"123","data/0.2-0.15-1-0.1/13",0.2,0.15,1,0.1,1,6,13
"124","data/0.2-0.15-1-0.1/14",0.2,0.15,1,0.1,1,6,14
"125","data/0.2-0.15-1-0.1/15",0.2,0.15,1,0.1,1,6,15
"126","data/0.2-0.15-1-0.1/16",0.2,0.15,1,0.1,1,6,16
"127","data/0.2-0.15-1-0.1/17",0.2,0.15,1,0.1,1,6,17
"128","data/0.2-0.15-1-0.1/18",0.2,0.15,1,0.1,1,6,18
"129","data/0.2-0.15-1-0.1/19",0.2,0.15,1,0.1,1,6,19
"130","data/0.2-0.15-1-0.1/20",0.2,0.15,1,0.1,1,6,20
"131","data/0.2-0.15-1-0.15/100",0.2,0.15,1,0.15,1,6,100
"132","data/0.2-0.15-1-0.15/91",0.2,0.15,1,0.15,1,6,91
"133","data/0.2-0.15-1-0.15/92",0.2,0.15,1,0.15,1,6,92
"134","data/0.2-0.15-1-0.15/93",0.2,0.15,1,0.15,1,6,93
"135","data/0.2-0.15-1-0.15/94",0.2,0.15,1,0.15,1,6,94
"136","data/0.2-0.15-1-0.15/95",0.2,0.15,1,0.15,1,6,95
"137","data/0.2-0.15-1-0.15/96",0.2,0.15,1,0.15,1,6,96
"138","data/0.2-0.15-1-0.15/97",0.2,0.15,1,0.15,1,6,97
"139","data/0.2-0.15-1-0.15/98",0.2,0.15,1,0.15,1,6,98
"140","data/0.2-0.15-1-0.15/99",0.2,0.15,1,0.15,1,6,99
"141","data/0.2-0.15-1-0.2/171",0.2,0.15,1,0.2,1,6,171
"142","data/0.2-0.15-1-0.2/172",0.2,0.15,1,0.2,1,6,172
"143","data/0.2-0.15-1-0.2/173",0.2,0.15,1,0.2,1,6,173
"144","data/0.2-0.15-1-0.2/174",0.2,0.15,1,0.2,1,6,174
"145","data/0.2-0.15-1-0.2/175",0.2,0.15,1,0.2,1,6,175
"146","data/0.2-0.15-1-0.2/176",0.2,0.15,1,0.2,1,6,176
"147","data/0.2-0.15-1-0.2/177",0.2,0.15,1,0.2,1,6,177
"148","data/0.2-0.15-1-0.2/178",0.2,0.15,1,0.2,1,6,178
"149","data/0.2-0.15-1-0.2/179",0.2,0.15,1,0.2,1,6,179
"150","data/0.2-0.15-1-0.2/180",0.2,0.15,1,0.2,1,6,180
"151","data/0.2-0.15-1.5-0.1/31",0.2,0.15,1.5,0.1,1,6,31
"152","data/0.2-0.15-1.5-0.1/32",0.2,0.15,1.5,0.1,1,6,32
"153","data/0.2-0.15-1.5-0.1/33",0.2,0.15,1.5,0.1,1,6,33
"154","data/0.2-0.15-1.5-0.1/34",0.2,0.15,1.5,0.1,1,6,34
"155","data/0.2-0.15-1.5-0.1/35",0.2,0.15,1.5,0.1,1,6,35
"156","data/0.2-0.15-1.5-0.1/36",0.2,0.15,1.5,0.1,1,6,36
"157","data/0.2-0.15-1.5-0.1/37",0.2,0.15,1.5,0.1,1,6,37
"158","data/0.2-0.15-1.5-0.1/38",0.2,0.15,1.5,0.1,1,6,38
"159","data/0.2-0.15-1.5-0.1/39",0.2,0.15,1.5,0.1,1,6,39
"160","data/0.2-0.15-1.5-0.1/40",0.2,0.15,1.5,0.1,1,6,40
"161","data/0.2-0.15-1.5-0.15/111",0.2,0.15,1.5,0.15,1,6,111
"162","data/0.2-0.15-1.5-0.15/112",0.2,0.15,1.5,0.15,1,6,112
"163","data/0.2-0.15-1.5-0.15/113",0.2,0.15,1.5,0.15,1,6,113
"164","data/0.2-0.15-1.5-0.15/114",0.2,0.15,1.5,0.15,1,6,114
"165","data/0.2-0.15-1.5-0.15/115",0.2,0.15,1.5,0.15,1,6,115
"166","data/0.2-0.15-1.5-0.15/116",0.2,0.15,1.5,0.15,1,6,116
"167","data/0.2-0.15-1.5-0.15/117",0.2,0.15,1.5,0.15,1,6,117
"168","data/0.2-0.15-1.5-0.15/118",0.2,0.15,1.5,0.15,1,6,118
"169","data/0.2-0.15-1.5-0.15/119",0.2,0.15,1.5,0.15,1,6,119
"170","data/0.2-0.15-1.5-0.15/120",0.2,0.15,1.5,0.15,1,6,120
"171","data/0.2-0.15-1.5-0.2/191",0.2,0.15,1.5,0.2,1,6,191
"172","data/0.2-0.15-1.5-0.2/192",0.2,0.15,1.5,0.2,1,6,192
"173","data/0.2-0.15-1.5-0.2/193",0.2,0.15,1.5,0.2,1,6,193
"174","data/0.2-0.15-1.5-0.2/194",0.2,0.15,1.5,0.2,1,6,194
"175","data/0.2-0.15-1.5-0.2/195",0.2,0.15,1.5,0.2,1,6,195
"176","data/0.2-0.15-1.5-0.2/196",0.2,0.15,1.5,0.2,1,6,196
"177","data/0.2-0.15-1.5-0.2/197",0.2,0.15,1.5,0.2,1,6,197
"178","data/0.2-0.15-1.5-0.2/198",0.2,0.15,1.5,0.2,1,6,198
"179","data/0.2-0.15-1.5-0.2/199",0.2,0.15,1.5,0.2,1,6,199
"180","data/0.2-0.15-1.5-0.2/200",0.2,0.15,1.5,0.2,1,6,200
"181","data/0.2-0.15-2-0.1/51",0.2,0.15,2,0.1,1,6,51
"182","data/0.2-0.15-2-0.1/52",0.2,0.15,2,0.1,1,6,52
"183","data/0.2-0.15-2-0.1/53",0.2,0.15,2,0.1,1,6,53
"184","data/0.2-0.15-2-0.1/54",0.2,0.15,2,0.1,1,6,54
"185","data/0.2-0.15-2-0.1/55",0.2,0.15,2,0.1,1,6,55
"186","data/0.2-0.15-2-0.1/56",0.2,0.15,2,0.1,1,6,56
"187","data/0.2-0.15-2-0.1/57",0.2,0.15,2,0.1,1,6,57
"188","data/0.2-0.15-2-0.1/58",0.2,0.15,2,0.1,1,6,58
"189","data/0.2-0.15-2-0.1/59",0.2,0.15,2,0.1,1,6,59
"190","data/0.2-0.15-2-0.1/60",0.2,0.15,2,0.1,1,6,60
"191","data/0.2-0.15-2-0.15/131",0.2,0.15,2,0.15,1,6,131
"192","data/0.2-0.15-2-0.15/132",0.2,0.15,2,0.15,1,6,132
"193","data/0.2-0.15-2-0.15/133",0.2,0.15,2,0.15,1,6,133
"194","data/0.2-0.15-2-0.15/134",0.2,0.15,2,0.15,1,6,134
"195","data/0.2-0.15-2-0.15/135",0.2,0.15,2,0.15,1,6,135
"196","data/0.2-0.15-2-0.15/136",0.2,0.15,2,0.15,1,6,136
"197","data/0.2-0.15-2-0.15/137",0.2,0.15,2,0.15,1,6,137
"198","data/0.2-0.15-2-0.15/138",0.2,0.15,2,0.15,1,6,138
"199","data/0.2-0.15-2-0.15/139",0.2,0.15,2,0.15,1,6,139
"200","data/0.2-0.15-2-0.15/140",0.2,0.15,2,0.15,1,6,140
"201","data/0.2-0.15-2-0.2/211",0.2,0.15,2,0.2,1,6,211
"202","data/0.2-0.15-2-0.2/212",0.2,0.15,2,0.2,1,6,212
"203","data/0.2-0.15-2-0.2/213",0.2,0.15,2,0.2,1,6,213
"204","data/0.2-0.15-2-0.2/214",0.2,0.15,2,0.2,1,6,214
"205","data/0.2-0.15-2-0.2/215",0.2,0.15,2,0.2,1,6,215
"206","data/0.2-0.15-2-0.2/216",0.2,0.15,2,0.2,1,6,216
"207","data/0.2-0.15-2-0.2/217",0.2,0.15,2,0.2,1,6,217
"208","data/0.2-0.15-2-0.2/218",0.2,0.15,2,0.2,1,6,218
"209","data/0.2-0.15-2-0.2/219",0.2,0.15,2,0.2,1,6,219
"210","data/0.2-0.15-2-0.2/220",0.2,0.15,2,0.2,1,6,220
"211","data/0.2-0.15-2.5-0.1/71",0.2,0.15,2.5,0.1,1,6,71
"212","data/0.2-0.15-2.5-0.1/72",0.2,0.15,2.5,0.1,1,6,72
"213","data/0.2-0.15-2.5-0.1/73",0.2,0.15,2.5,0.1,1,6,73
"214","data/0.2-0.15-2.5-0.1/74",0.2,0.15,2.5,0.1,1,6,74
"215","data/0.2-0.15-2.5-0.1/75",0.2,0.15,2.5,0.1,1,6,75
"216","data/0.2-0.15-2.5-0.1/76",0.2,0.15,2.5,0.1,1,6,76
"217","data/0.2-0.15-2.5-0.1/77",0.2,0.15,2.5,0.1,1,6,77
"218","data/0.2-0.15-2.5-0.1/78",0.2,0.15,2.5,0.1,1,6,78
"219","data/0.2-0.15-2.5-0.1/79",0.2,0.15,2.5,0.1,1,6,79
"220","data/0.2-0.15-2.5-0.1/80",0.2,0.15,2.5,0.1,1,6,80
"221","data/0.2-0.15-2.5-0.15/151",0.2,0.15,2.5,0.15,1,6,151
"222","data/0.2-0.15-2.5-0.15/152",0.2,0.15,2.5,0.15,1,6,152
"223","data/0.2-0.15-2.5-0.15/153",0.2,0.15,2.5,0.15,1,6,153
"224","data/0.2-0.15-2.5-0.15/154",0.2,0.15,2.5,0.15,1,6,154
"225","data/0.2-0.15-2.5-0.15/155",0.2,0.15,2.5,0.15,1,6,155
"226","data/0.2-0.15-2.5-0.15/156",0.2,0.15,2.5,0.15,1,6,156
"227","data/0.2-0.15-2.5-0.15/157",0.2,0.15,2.5,0.15,1,6,157
"228","data/0.2-0.15-2.5-0.15/158",0.2,0.15,2.5,0.15,1,6,158
"229","data/0.2-0.15-2.5-0.15/159",0.2,0.15,2.5,0.15,1,6,159
"230","data/0.2-0.15-2.5-0.15/160",0.2,0.15,2.5,0.15,1,6,160
"231","data/0.2-0.15-2.5-0.2/231",0.2,0.15,2.5,0.2,1,6,231
"232","data/0.2-0.15-2.5-0.2/232",0.2,0.15,2.5,0.2,1,6,232
"233","data/0.2-0.15-2.5-0.2/233",0.2,0.15,2.5,0.2,1,6,233
"234","data/0.2-0.15-2.5-0.2/234",0.2,0.15,2.5,0.2,1,6,234
"235","data/0.2-0.15-2.5-0.2/235",0.2,0.15,2.5,0.2,1,6,235
"236","data/0.2-0.15-2.5-0.2/236",0.2,0.15,2.5,0.2,1,6,236
"237","data/0.2-0.15-2.5-0.2/237",0.2,0.15,2.5,0.2,1,6,237
"238","data/0.2-0.15-2.5-0.2/238",0.2,0.15,2.5,0.2,1,6,238
"239","data/0.2-0.15-2.5-0.2/239",0.2,0.15,2.5,0.2,1,6,239
"240","data/0.2-0.15-2.5-0.2/240",0.2,0.15,2.5,0.2,1,6,240
