"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0.1/1",722,"true","gen"
"2","data/0.2-0-0-0.1/1",901,"true","best"
"3","data/0.2-0-0-0.1/1",901,"twin","gen"
"4","data/0.2-0-0-0.1/1",115,"twin","best"
"5","data/0.2-0-0-0.1/2",901,"true","gen"
"6","data/0.2-0-0-0.1/2",901,"true","best"
"7","data/0.2-0-0-0.1/2",901,"twin","gen"
"8","data/0.2-0-0-0.1/2",871,"twin","best"
"9","data/0.2-0-0-0.15/17",898,"true","gen"
"10","data/0.2-0-0-0.15/17",875,"true","best"
"11","data/0.2-0-0-0.15/17",901,"twin","gen"
"12","data/0.2-0-0-0.15/17",901,"twin","best"
"13","data/0.2-0-0-0.15/18",788,"true","gen"
"14","data/0.2-0-0-0.15/18",835,"true","best"
"15","data/0.2-0-0-0.15/18",901,"twin","gen"
"16","data/0.2-0-0-0.15/18",901,"twin","best"
"17","data/0.2-0-0-0.2/33",901,"true","gen"
"18","data/0.2-0-0-0.2/33",206,"true","best"
"19","data/0.2-0-0-0.2/33",870,"twin","gen"
"20","data/0.2-0-0-0.2/33",733,"twin","best"
"21","data/0.2-0-0-0.2/34",901,"true","gen"
"22","data/0.2-0-0-0.2/34",901,"true","best"
"23","data/0.2-0-0-0.2/34",901,"twin","gen"
"24","data/0.2-0-0-0.2/34",901,"twin","best"
"25","data/0.2-0-0.5-0.1/5",901,"true","gen"
"26","data/0.2-0-0.5-0.1/5",852,"true","best"
"27","data/0.2-0-0.5-0.1/5",901,"twin","gen"
"28","data/0.2-0-0.5-0.1/5",901,"twin","best"
"29","data/0.2-0-0.5-0.1/6",27,"true","gen"
"30","data/0.2-0-0.5-0.1/6",596,"true","best"
"31","data/0.2-0-0.5-0.1/6",629,"twin","gen"
"32","data/0.2-0-0.5-0.1/6",482,"twin","best"
"33","data/0.2-0-0.5-0.15/21",734,"true","gen"
"34","data/0.2-0-0.5-0.15/21",901,"true","best"
"35","data/0.2-0-0.5-0.15/21",901,"twin","gen"
"36","data/0.2-0-0.5-0.15/21",168,"twin","best"
"37","data/0.2-0-0.5-0.15/22",37,"true","gen"
"38","data/0.2-0-0.5-0.15/22",346,"true","best"
"39","data/0.2-0-0.5-0.15/22",661,"twin","gen"
"40","data/0.2-0-0.5-0.15/22",521,"twin","best"
"41","data/0.2-0-0.5-0.2/37",3,"true","gen"
"42","data/0.2-0-0.5-0.2/37",796,"true","best"
"43","data/0.2-0-0.5-0.2/37",3,"twin","gen"
"44","data/0.2-0-0.5-0.2/37",4,"twin","best"
"45","data/0.2-0-0.5-0.2/38",901,"true","gen"
"46","data/0.2-0-0.5-0.2/38",901,"true","best"
"47","data/0.2-0-0.5-0.2/38",901,"twin","gen"
"48","data/0.2-0-0.5-0.2/38",141,"twin","best"
"49","data/0.2-0-1-0.1/10",9,"true","gen"
"50","data/0.2-0-1-0.1/10",538,"true","best"
"51","data/0.2-0-1-0.1/10",5,"twin","gen"
"52","data/0.2-0-1-0.1/10",901,"twin","best"
"53","data/0.2-0-1-0.1/9",702,"true","gen"
"54","data/0.2-0-1-0.1/9",901,"true","best"
"55","data/0.2-0-1-0.1/9",901,"twin","gen"
"56","data/0.2-0-1-0.1/9",282,"twin","best"
"57","data/0.2-0-1-0.15/25",901,"true","gen"
"58","data/0.2-0-1-0.15/25",901,"true","best"
"59","data/0.2-0-1-0.15/25",620,"twin","gen"
"60","data/0.2-0-1-0.15/25",817,"twin","best"
"61","data/0.2-0-1-0.15/26",17,"true","gen"
"62","data/0.2-0-1-0.15/26",748,"true","best"
"63","data/0.2-0-1-0.15/26",588,"twin","gen"
"64","data/0.2-0-1-0.15/26",26,"twin","best"
"65","data/0.2-0-1-0.2/41",28,"true","gen"
"66","data/0.2-0-1-0.2/41",19,"true","best"
"67","data/0.2-0-1-0.2/41",231,"twin","gen"
"68","data/0.2-0-1-0.2/41",6,"twin","best"
"69","data/0.2-0-1-0.2/42",46,"true","gen"
"70","data/0.2-0-1-0.2/42",3,"true","best"
"71","data/0.2-0-1-0.2/42",89,"twin","gen"
"72","data/0.2-0-1-0.2/42",222,"twin","best"
"73","data/0.2-0-2-0.1/13",441,"true","gen"
"74","data/0.2-0-2-0.1/13",5,"true","best"
"75","data/0.2-0-2-0.1/13",11,"twin","gen"
"76","data/0.2-0-2-0.1/13",19,"twin","best"
"77","data/0.2-0-2-0.1/14",2,"true","gen"
"78","data/0.2-0-2-0.1/14",188,"true","best"
"79","data/0.2-0-2-0.1/14",8,"twin","gen"
"80","data/0.2-0-2-0.1/14",155,"twin","best"
"81","data/0.2-0-2-0.15/29",340,"true","gen"
"82","data/0.2-0-2-0.15/29",330,"true","best"
"83","data/0.2-0-2-0.15/29",129,"twin","gen"
"84","data/0.2-0-2-0.15/29",257,"twin","best"
"85","data/0.2-0-2-0.15/30",901,"true","gen"
"86","data/0.2-0-2-0.15/30",901,"true","best"
"87","data/0.2-0-2-0.15/30",898,"twin","gen"
"88","data/0.2-0-2-0.15/30",333,"twin","best"
"89","data/0.2-0-2-0.2/45",772,"true","gen"
"90","data/0.2-0-2-0.2/45",490,"true","best"
"91","data/0.2-0-2-0.2/45",624,"twin","gen"
"92","data/0.2-0-2-0.2/45",612,"twin","best"
"93","data/0.2-0-2-0.2/46",677,"true","gen"
"94","data/0.2-0-2-0.2/46",733,"true","best"
"95","data/0.2-0-2-0.2/46",743,"twin","gen"
"96","data/0.2-0-2-0.2/46",639,"twin","best"
"97","data/0.2-0.15-0-0.1/3",585,"true","gen"
"98","data/0.2-0.15-0-0.1/3",255,"true","best"
"99","data/0.2-0.15-0-0.1/3",901,"twin","gen"
"100","data/0.2-0.15-0-0.1/3",108,"twin","best"
"101","data/0.2-0.15-0-0.1/4",901,"true","gen"
"102","data/0.2-0.15-0-0.1/4",901,"true","best"
"103","data/0.2-0.15-0-0.1/4",821,"twin","gen"
"104","data/0.2-0.15-0-0.1/4",901,"twin","best"
"105","data/0.2-0.15-0-0.15/19",834,"true","gen"
"106","data/0.2-0.15-0-0.15/19",184,"true","best"
"107","data/0.2-0.15-0-0.15/19",901,"twin","gen"
"108","data/0.2-0.15-0-0.15/19",107,"twin","best"
"109","data/0.2-0.15-0-0.15/20",846,"true","gen"
"110","data/0.2-0.15-0-0.15/20",209,"true","best"
