"","filename","state","cpu_time"
"1","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645782.log","COMPLETED","00:26:22"
"2","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645783.log","COMPLETED","00:26:07"
"3","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645784.log",NA,NA
"4","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645785.log",NA,NA
"5","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645786.log","COMPLETED","00:20:59"
"6","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645787.log","COMPLETED","00:27:19"
"7","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645788.log","COMPLETED","00:09:18"
"8","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645789.log","COMPLETED","00:42:17"
"9","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645790.log","COMPLETED","00:03:45"
"10","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645791.log","COMPLETED","00:20:18"
"11","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645792.log","COMPLETED","00:13:47"
"12","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645793.log","COMPLETED","00:08:17"
"13","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645794.log","COMPLETED","00:27:57"
"14","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645795.log","COMPLETED","02:06:20"
"15","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645796.log","COMPLETED","00:26:39"
"16","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645797.log","COMPLETED","00:11:33"
"17","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645798.log","COMPLETED","00:15:51"
"18","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645799.log","COMPLETED","00:08:28"
"19","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645800.log","COMPLETED","00:33:57"
"20","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645801.log","COMPLETED","07:16:41"
"21","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645802.log","COMPLETED","00:06:44"
"22","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645803.log","COMPLETED","00:29:27"
"23","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645804.log","COMPLETED","00:10:01"
"24","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645805.log","COMPLETED","00:06:49"
"25","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645806.log","COMPLETED","00:37:01"
"26","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645807.log","COMPLETED","01:49:44"
"27","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645808.log","COMPLETED","05:00:31"
"28","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645809.log",NA,NA
"29","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645810.log","COMPLETED","00:42:34"
"30","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645811.log","COMPLETED","00:47:30"
"31","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645812.log","COMPLETED","00:21:08"
"32","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645813.log","COMPLETED","01:09:37"
"33","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645814.log","COMPLETED","00:12:27"
"34","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645815.log","COMPLETED","00:09:08"
"35","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645816.log","COMPLETED","00:34:10"
"36","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645817.log","COMPLETED","00:18:27"
"37","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645818.log","COMPLETED","00:11:10"
"38","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645819.log","COMPLETED","00:12:01"
"39","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645820.log","COMPLETED","00:09:33"
"40","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645821.log","COMPLETED","01:48:08"
"41","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645822.log","COMPLETED","02:03:32"
"42","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645823.log","COMPLETED","05:10:58"
"43","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645824.log","COMPLETED","00:30:49"
"44","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645825.log","COMPLETED","01:06:20"
"45","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645826.log","COMPLETED","00:27:29"
"46","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645827.log","COMPLETED","00:11:09"
"47","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645828.log","COMPLETED","00:28:55"
"48","/home/richel/data/razzo_project_20190911_unfinished/run_r_cmd_7645829.log","COMPLETED","05:46:45"
