"","folder","site_model","clock_model","tree_prior","tree","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","data/0.2-0-0-0/1","JC69","strict","birth_death","twin",-8529.12194026687,6.16007602754416,0.999897198555584,4.97556253879948
"2","data/0.2-0-0-0/1","JC69","strict","yule","twin",-8538.58103708259,6.47592731754895,7.79689706619089e-05,9.64666019157318
"3","data/0.2-0-0-0/1","HKY","strict","yule","twin",-12479.0181176472,1.35072426648359,0,3.57223663906181
"4","data/0.2-0-0-0/1","HKY","strict","birth_death","twin",-8539.72519579591,6.17552133829155,2.48324737542399e-05,9.27226748054479
"5","data/0.2-0-0-0/1","JC69","strict","birth_death","true",-7859.58189826336,7.86208494688324,3.10023100329128e-07,4.29769995623769
"6","data/0.2-0-0-0/1","JC69","strict","yule","true",-7862.62652145565,7.87587690342244,1.47615174123919e-08,12.2205134327786
"7","data/0.2-0-0-0/1","HKY","strict","yule","true",-12477.8820763298,0.615128192021962,0,5.16098902131896
"8","data/0.2-0-0-0/1","HKY","strict","birth_death","true",-7844.59527956309,5.91110176246044,0.999999675215382,5.44849777411202
"9","data/0.2-0-0-0/2","JC69","strict","birth_death","twin",-3908.6665860719,2.7583862741106,0.118979472629351,4.56070625930247
"10","data/0.2-0-0-0/2","JC69","strict","yule","twin",-3906.66445612547,2.41449136855169,0.881020527370649,3.76509732486805
"11","data/0.2-0-0-0/2","HKY","strict","yule","twin",-4159.52955816222,0.808781165697631,1.33988506695284e-110,5.43375669749617
"12","data/0.2-0-0-0/2","HKY","strict","birth_death","twin",-4159.7434465091,1.22188394577928,1.08187483288091e-110,5.55684827287722
"13","data/0.2-0-0-0/2","JC69","strict","birth_death","true",-3510.08958528463,3.66260768003001,0.00435620583437595,3.34630246267539
"14","data/0.2-0-0-0/2","JC69","strict","yule","true",-3504.65779718441,3.07042821307001,0.995643794165624,3.58897991636049
"15","data/0.2-0-0-0/2","HKY","strict","yule","true",-4160.10914930735,1.06428577401529,2.1837283289149e-285,7.37466391341409
"16","data/0.2-0-0-0/2","HKY","strict","birth_death","true",-4161.6834945191,1.29325480737337,4.52344349904655e-286,7.95234338008239
"17","data/0.2-0-0.5-0.1/5","JC69","strict","birth_death","twin",-4157.63847948477,4.45951352358367,0.00258410834898907,4.37704964417185
"18","data/0.2-0-0.5-0.1/5","JC69","strict","yule","twin",-4151.68282689544,3.58837961885937,0.997281527875749,3.60546364017382
"19","data/0.2-0-0.5-0.1/5","HKY","strict","yule","twin",-5546.26031259744,0.892870321845196,0,6.41217725114146
"20","data/0.2-0-0.5-0.1/5","HKY","strict","birth_death","twin",-4160.59506441706,4.96132814163642,0.000134363775261732,7.14144657550918
"21","data/0.2-0-0.5-0.1/5","JC69","strict","birth_death","true",-3837.35957103285,5.1499912670054,3.18891541121636e-08,4.37606983137143
"22","data/0.2-0-0.5-0.1/5","JC69","strict","yule","true",-3820.09857118329,2.7134215655079,0.999999968110846,3.52799374956989
"23","data/0.2-0-0.5-0.1/5","HKY","strict","yule","true",-5543.43850234088,1.12745884551467,0,4.14284961930269
"24","data/0.2-0-0.5-0.1/5","HKY","strict","birth_death","true",-4073.38239686113,3.99536608325351,1.00053466249965e-110,6.81325662908732
"25","data/0.2-0-0.5-0.1/6","JC69","strict","birth_death","twin",-18976.2785075048,10.7382432227285,0.95374223061337,5.6977819003158
"26","data/0.2-0-0.5-0.1/6","JC69","strict","yule","twin",-18979.3052738972,11.8915043538041,0.0462299124436092,11.0486575900656
"27","data/0.2-0-0.5-0.1/6","HKY","strict","yule","twin",-18995.6064748506,11.251749286957,3.84947451192419e-09,9.61871092487978
"28","data/0.2-0-0.5-0.1/6","HKY","strict","birth_death","twin",-18986.7197121812,10.8697514675469,2.78530935463006e-05,9.48592173413825
"29","data/0.2-0-0.5-0.1/6","JC69","strict","birth_death","true",-19381.786594799,10.4986241716422,0.99994978697076,11.4571651761235
"30","data/0.2-0-0.5-0.1/6","JC69","strict","yule","true",-19398.4454646404,10.861538265457,5.82268029919757e-08,7.26827338069611
"31","data/0.2-0-0.5-0.1/6","HKY","strict","yule","true",-19392.4767694179,9.83272893044702,2.27663990889706e-05,7.91522287063691
