"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0/1",790,"true","gen"
"2","data/0.2-0-0-0/1",207,"true","best"
"3","data/0.2-0-0-0/1",843,"twin","gen"
"4","data/0.2-0-0-0/1",840,"twin","best"
"5","data/0.2-0-0-0/2",901,"true","gen"
"6","data/0.2-0-0-0/2",901,"true","best"
"7","data/0.2-0-0-0/2",901,"twin","gen"
"8","data/0.2-0-0-0/2",6,"twin","best"
"9","data/0.2-0-0.5-0.1/5",901,"true","gen"
"10","data/0.2-0-0.5-0.1/5",901,"true","best"
"11","data/0.2-0-0.5-0.1/5",901,"twin","gen"
"12","data/0.2-0-0.5-0.1/5",881,"twin","best"
"13","data/0.2-0-0.5-0.1/6",518,"true","gen"
"14","data/0.2-0-0.5-0.1/6",253,"true","best"
"15","data/0.2-0-0.5-0.1/6",785,"twin","gen"
"16","data/0.2-0-0.5-0.1/6",711,"twin","best"
"17","data/0.2-0-0.5-0.15/17",848,"true","gen"
"18","data/0.2-0-0.5-0.15/17",817,"true","best"
"19","data/0.2-0-0.5-0.15/17",901,"twin","gen"
"20","data/0.2-0-0.5-0.15/17",901,"twin","best"
"21","data/0.2-0-0.5-0.15/18",901,"true","gen"
"22","data/0.2-0-0.5-0.15/18",901,"true","best"
"23","data/0.2-0-0.5-0.15/18",765,"twin","gen"
"24","data/0.2-0-0.5-0.15/18",901,"twin","best"
"25","data/0.2-0-0.5-0.2/29",787,"true","gen"
"26","data/0.2-0-0.5-0.2/29",901,"true","best"
"27","data/0.2-0-0.5-0.2/29",901,"twin","gen"
"28","data/0.2-0-0.5-0.2/29",806,"twin","best"
"29","data/0.2-0-0.5-0.2/30",836,"true","gen"
"30","data/0.2-0-0.5-0.2/30",72,"true","best"
"31","data/0.2-0-0.5-0.2/30",836,"twin","gen"
"32","data/0.2-0-0.5-0.2/30",72,"twin","best"
"33","data/0.2-0-1-0.1/10",901,"true","gen"
"34","data/0.2-0-1-0.1/10",275,"true","best"
"35","data/0.2-0-1-0.1/10",819,"twin","gen"
"36","data/0.2-0-1-0.1/10",901,"twin","best"
"37","data/0.2-0-1-0.1/9",851,"true","gen"
"38","data/0.2-0-1-0.1/9",901,"true","best"
"39","data/0.2-0-1-0.1/9",901,"twin","gen"
"40","data/0.2-0-1-0.1/9",830,"twin","best"
"41","data/0.2-0-1-0.15/21",768,"true","gen"
"42","data/0.2-0-1-0.15/21",201,"true","best"
"43","data/0.2-0-1-0.15/21",885,"twin","gen"
"44","data/0.2-0-1-0.15/21",481,"twin","best"
"45","data/0.2-0-1-0.15/22",615,"true","gen"
"46","data/0.2-0-1-0.15/22",3,"true","best"
"47","data/0.2-0-1-0.15/22",696,"twin","gen"
"48","data/0.2-0-1-0.15/22",52,"twin","best"
"49","data/0.2-0-1-0.2/33",10,"true","gen"
"50","data/0.2-0-1-0.2/33",739,"true","best"
"51","data/0.2-0-1-0.2/33",647,"twin","gen"
"52","data/0.2-0-1-0.2/33",300,"twin","best"
"53","data/0.2-0-1-0.2/34",607,"true","gen"
"54","data/0.2-0-1-0.2/34",664,"true","best"
"55","data/0.2-0-1-0.2/34",901,"twin","gen"
"56","data/0.2-0-1-0.2/34",901,"twin","best"
"57","data/0.2-0-1.5-0.1/13",824,"true","gen"
"58","data/0.2-0-1.5-0.1/13",398,"true","best"
"59","data/0.2-0-1.5-0.1/13",723,"twin","gen"
"60","data/0.2-0-1.5-0.1/13",247,"twin","best"
"61","data/0.2-0-1.5-0.1/14",768,"true","gen"
"62","data/0.2-0-1.5-0.1/14",657,"true","best"
"63","data/0.2-0-1.5-0.1/14",687,"twin","gen"
"64","data/0.2-0-1.5-0.1/14",590,"twin","best"
"65","data/0.2-0-1.5-0.15/25",901,"true","gen"
"66","data/0.2-0-1.5-0.15/25",870,"true","best"
"67","data/0.2-0-1.5-0.15/25",901,"twin","gen"
"68","data/0.2-0-1.5-0.15/25",901,"twin","best"
"69","data/0.2-0-1.5-0.15/26",632,"true","gen"
"70","data/0.2-0-1.5-0.15/26",730,"true","best"
"71","data/0.2-0-1.5-0.15/26",801,"twin","gen"
"72","data/0.2-0-1.5-0.15/26",323,"twin","best"
"73","data/0.2-0-1.5-0.2/37",12,"true","gen"
"74","data/0.2-0-1.5-0.2/37",4,"true","best"
"75","data/0.2-0-1.5-0.2/37",29,"twin","gen"
"76","data/0.2-0-1.5-0.2/37",761,"twin","best"
"77","data/0.2-0-1.5-0.2/38",718,"true","gen"
"78","data/0.2-0-1.5-0.2/38",378,"true","best"
"79","data/0.2-0-1.5-0.2/38",592,"twin","gen"
"80","data/0.2-0-1.5-0.2/38",376,"twin","best"
"81","data/0.2-0.1-0-0/3",4,"true","gen"
"82","data/0.2-0.1-0-0/3",9,"true","best"
"83","data/0.2-0.1-0-0/3",196,"twin","gen"
"84","data/0.2-0.1-0-0/3",901,"twin","best"
"85","data/0.2-0.1-0-0/4",901,"true","gen"
"86","data/0.2-0.1-0-0/4",901,"true","best"
"87","data/0.2-0.1-0-0/4",817,"twin","gen"
"88","data/0.2-0.1-0-0/4",901,"twin","best"
"89","data/0.2-0.1-0.5-0.1/7",36,"true","gen"
"90","data/0.2-0.1-0.5-0.1/7",258,"true","best"
"91","data/0.2-0.1-0.5-0.1/7",16,"twin","gen"
"92","data/0.2-0.1-0.5-0.1/7",4,"twin","best"
"93","data/0.2-0.1-0.5-0.1/8",786,"true","gen"
"94","data/0.2-0.1-0.5-0.1/8",104,"true","best"
"95","data/0.2-0.1-0.5-0.1/8",901,"twin","gen"
"96","data/0.2-0.1-0.5-0.1/8",901,"twin","best"
"97","data/0.2-0.1-0.5-0.15/19",11,"true","gen"
"98","data/0.2-0.1-0.5-0.15/19",336,"true","best"
"99","data/0.2-0.1-0.5-0.15/19",901,"twin","gen"
"100","data/0.2-0.1-0.5-0.15/19",211,"twin","best"
"101","data/0.2-0.1-0.5-0.15/20",835,"true","gen"
"102","data/0.2-0.1-0.5-0.15/20",901,"true","best"
"103","data/0.2-0.1-0.5-0.15/20",9,"twin","gen"
"104","data/0.2-0.1-0.5-0.15/20",506,"twin","best"
"105","data/0.2-0.1-0.5-0.2/31",901,"true","gen"
"106","data/0.2-0.1-0.5-0.2/31",901,"true","best"
"107","data/0.2-0.1-0.5-0.2/31",7,"twin","gen"
"108","data/0.2-0.1-0.5-0.2/31",859,"twin","best"
"109","data/0.2-0.1-0.5-0.2/32",791,"true","gen"
"110","data/0.2-0.1-0.5-0.2/32",9,"true","best"
"111","data/0.2-0.1-0.5-0.2/32",480,"twin","gen"
"112","data/0.2-0.1-0.5-0.2/32",482,"twin","best"
"113","data/0.2-0.1-1-0.1/11",777,"true","gen"
"114","data/0.2-0.1-1-0.1/11",901,"true","best"
"115","data/0.2-0.1-1-0.1/11",774,"twin","gen"
"116","data/0.2-0.1-1-0.1/11",574,"twin","best"
"117","data/0.2-0.1-1-0.1/12",840,"true","gen"
"118","data/0.2-0.1-1-0.1/12",200,"true","best"
"119","data/0.2-0.1-1-0.1/12",630,"twin","gen"
"120","data/0.2-0.1-1-0.1/12",33,"twin","best"
"121","data/0.2-0.1-1-0.15/23",868,"true","gen"
"122","data/0.2-0.1-1-0.15/23",901,"true","best"
"123","data/0.2-0.1-1-0.15/23",3,"twin","gen"
"124","data/0.2-0.1-1-0.15/23",120,"twin","best"
"125","data/0.2-0.1-1-0.15/24",399,"true","gen"
"126","data/0.2-0.1-1-0.15/24",23,"true","best"
"127","data/0.2-0.1-1-0.15/24",288,"twin","gen"
"128","data/0.2-0.1-1-0.15/24",689,"twin","best"
"129","data/0.2-0.1-1-0.2/35",901,"true","gen"
"130","data/0.2-0.1-1-0.2/35",301,"true","best"
"131","data/0.2-0.1-1-0.2/35",901,"twin","gen"
"132","data/0.2-0.1-1-0.2/35",901,"twin","best"
"133","data/0.2-0.1-1-0.2/36",652,"true","gen"
"134","data/0.2-0.1-1-0.2/36",559,"true","best"
"135","data/0.2-0.1-1-0.2/36",500,"twin","gen"
"136","data/0.2-0.1-1-0.2/36",19,"twin","best"
"137","data/0.2-0.1-1.5-0.1/15",8,"true","gen"
"138","data/0.2-0.1-1.5-0.1/15",4,"true","best"
"139","data/0.2-0.1-1.5-0.1/15",8,"twin","gen"
"140","data/0.2-0.1-1.5-0.1/15",574,"twin","best"
"141","data/0.2-0.1-1.5-0.1/16",901,"true","gen"
"142","data/0.2-0.1-1.5-0.1/16",828,"true","best"
"143","data/0.2-0.1-1.5-0.1/16",896,"twin","gen"
"144","data/0.2-0.1-1.5-0.1/16",901,"twin","best"
"145","data/0.2-0.1-1.5-0.15/27",4,"true","gen"
"146","data/0.2-0.1-1.5-0.15/27",8,"true","best"
"147","data/0.2-0.1-1.5-0.15/27",10,"twin","gen"
"148","data/0.2-0.1-1.5-0.15/27",3,"twin","best"
"149","data/0.2-0.1-1.5-0.15/28",901,"true","gen"
"150","data/0.2-0.1-1.5-0.15/28",874,"true","best"
"151","data/0.2-0.1-1.5-0.15/28",757,"twin","gen"
"152","data/0.2-0.1-1.5-0.15/28",833,"twin","best"
"153","data/0.2-0.1-1.5-0.2/39",901,"true","gen"
"154","data/0.2-0.1-1.5-0.2/39",842,"true","best"
"155","data/0.2-0.1-1.5-0.2/39",654,"twin","gen"
"156","data/0.2-0.1-1.5-0.2/39",160,"twin","best"
"157","data/0.2-0.1-1.5-0.2/40",259,"true","gen"
"158","data/0.2-0.1-1.5-0.2/40",465,"true","best"
"159","data/0.2-0.1-1.5-0.2/40",15,"twin","gen"
"160","data/0.2-0.1-1.5-0.2/40",16,"twin","best"
