"","filename","state","cpu_time"
"1","/home/richel/data/razzo_project_20190910/run_r_cmd_7659653.log","COMPLETED","00:04:12"
"2","/home/richel/data/razzo_project_20190910/run_r_cmd_7659654.log","COMPLETED","00:05:21"
"3","/home/richel/data/razzo_project_20190910/run_r_cmd_7659655.log","COMPLETED","01:19:33"
"4","/home/richel/data/razzo_project_20190910/run_r_cmd_7659656.log","COMPLETED","00:21:00"
"5","/home/richel/data/razzo_project_20190910/run_r_cmd_7659657.log","COMPLETED","00:04:30"
"6","/home/richel/data/razzo_project_20190910/run_r_cmd_7659658.log","COMPLETED","00:05:31"
"7","/home/richel/data/razzo_project_20190910/run_r_cmd_7659659.log","COMPLETED","00:03:28"
"8","/home/richel/data/razzo_project_20190910/run_r_cmd_7659660.log","COMPLETED","00:04:53"
"9","/home/richel/data/razzo_project_20190910/run_r_cmd_7659661.log","COMPLETED","00:03:04"
"10","/home/richel/data/razzo_project_20190910/run_r_cmd_7659662.log","COMPLETED","00:04:58"
"11","/home/richel/data/razzo_project_20190910/run_r_cmd_7659663.log","COMPLETED","00:03:17"
"12","/home/richel/data/razzo_project_20190910/run_r_cmd_7659664.log","COMPLETED","00:03:25"
"13","/home/richel/data/razzo_project_20190910/run_r_cmd_7659665.log","COMPLETED","00:04:42"
"14","/home/richel/data/razzo_project_20190910/run_r_cmd_7659666.log","COMPLETED","00:07:00"
"15","/home/richel/data/razzo_project_20190910/run_r_cmd_7659667.log","COMPLETED","00:03:33"
"16","/home/richel/data/razzo_project_20190910/run_r_cmd_7659668.log","COMPLETED","00:04:31"
"17","/home/richel/data/razzo_project_20190910/run_r_cmd_7659669.log","COMPLETED","00:03:55"
"18","/home/richel/data/razzo_project_20190910/run_r_cmd_7659670.log","COMPLETED","00:04:39"
"19","/home/richel/data/razzo_project_20190910/run_r_cmd_7659671.log","COMPLETED","00:05:58"
"20","/home/richel/data/razzo_project_20190910/run_r_cmd_7659672.log","COMPLETED","00:04:28"
"21","/home/richel/data/razzo_project_20190910/run_r_cmd_7659673.log","COMPLETED","00:04:43"
"22","/home/richel/data/razzo_project_20190910/run_r_cmd_7659674.log","COMPLETED","00:06:58"
"23","/home/richel/data/razzo_project_20190910/run_r_cmd_7659675.log","COMPLETED","00:03:42"
"24","/home/richel/data/razzo_project_20190910/run_r_cmd_7659676.log","COMPLETED","00:03:38"
"25","/home/richel/data/razzo_project_20190910/run_r_cmd_7659677.log","COMPLETED","00:07:13"
"26","/home/richel/data/razzo_project_20190910/run_r_cmd_7659678.log","COMPLETED","00:12:15"
"27","/home/richel/data/razzo_project_20190910/run_r_cmd_7659679.log","COMPLETED","00:16:47"
"28","/home/richel/data/razzo_project_20190910/run_r_cmd_7659680.log","COMPLETED","00:14:53"
"29","/home/richel/data/razzo_project_20190910/run_r_cmd_7659681.log","COMPLETED","00:02:58"
"30","/home/richel/data/razzo_project_20190910/run_r_cmd_7659682.log","COMPLETED","00:02:51"
"31","/home/richel/data/razzo_project_20190910/run_r_cmd_7659683.log","COMPLETED","00:03:39"
"32","/home/richel/data/razzo_project_20190910/run_r_cmd_7659684.log","COMPLETED","00:06:25"
"33","/home/richel/data/razzo_project_20190910/run_r_cmd_7659685.log","COMPLETED","00:03:36"
"34","/home/richel/data/razzo_project_20190910/run_r_cmd_7659686.log","COMPLETED","00:03:22"
"35","/home/richel/data/razzo_project_20190910/run_r_cmd_7659687.log","COMPLETED","00:05:01"
"36","/home/richel/data/razzo_project_20190910/run_r_cmd_7659688.log","COMPLETED","00:04:16"
"37","/home/richel/data/razzo_project_20190910/run_r_cmd_7659689.log","COMPLETED","00:03:47"
"38","/home/richel/data/razzo_project_20190910/run_r_cmd_7659690.log","COMPLETED","00:03:43"
"39","/home/richel/data/razzo_project_20190910/run_r_cmd_7659691.log","COMPLETED","00:03:40"
"40","/home/richel/data/razzo_project_20190910/run_r_cmd_7659692.log","COMPLETED","00:14:43"
"41","/home/richel/data/razzo_project_20190910/run_r_cmd_7659693.log","COMPLETED","00:09:40"
"42","/home/richel/data/razzo_project_20190910/run_r_cmd_7659694.log","COMPLETED","00:11:17"
"43","/home/richel/data/razzo_project_20190910/run_r_cmd_7659695.log","COMPLETED","00:05:22"
"44","/home/richel/data/razzo_project_20190910/run_r_cmd_7659696.log","COMPLETED","00:07:02"
"45","/home/richel/data/razzo_project_20190910/run_r_cmd_7659697.log","COMPLETED","00:05:48"
"46","/home/richel/data/razzo_project_20190910/run_r_cmd_7659698.log","COMPLETED","00:05:28"
"47","/home/richel/data/razzo_project_20190910/run_r_cmd_7659699.log","COMPLETED","00:03:52"
"48","/home/richel/data/razzo_project_20190910/run_r_cmd_7659700.log","COMPLETED","00:33:47"
