"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-1-0.1/1",667,"true","gen"
"2","data/0.2-0-1-0.1/1",211,"true","best"
"3","data/0.2-0-1-0.1/1",901,"twin","gen"
"4","data/0.2-0-1-0.1/1",901,"twin","best"
"5","data/0.2-0-1-0.1/2",791,"true","gen"
"6","data/0.2-0-1-0.1/2",872,"true","best"
"7","data/0.2-0-1-0.1/2",838,"twin","gen"
"8","data/0.2-0-1-0.1/2",888,"twin","best"
"9","data/0.2-0-1-0.15/17",901,"true","gen"
"10","data/0.2-0-1-0.15/17",755,"true","best"
"11","data/0.2-0-1-0.15/17",901,"twin","gen"
"12","data/0.2-0-1-0.15/17",142,"twin","best"
"13","data/0.2-0-1-0.15/18",673,"true","gen"
"14","data/0.2-0-1-0.15/18",901,"true","best"
"15","data/0.2-0-1-0.15/18",767,"twin","gen"
"16","data/0.2-0-1-0.15/18",901,"twin","best"
"17","data/0.2-0-1-0.2/33",750,"true","gen"
"18","data/0.2-0-1-0.2/33",901,"true","best"
"19","data/0.2-0-1-0.2/33",509,"twin","gen"
"20","data/0.2-0-1-0.2/33",205,"twin","best"
"21","data/0.2-0-1-0.2/34",404,"true","gen"
"22","data/0.2-0-1-0.2/34",219,"true","best"
"23","data/0.2-0-1-0.2/34",636,"twin","gen"
"24","data/0.2-0-1-0.2/34",901,"twin","best"
"25","data/0.2-0-1.5-0.1/5",895,"true","gen"
"26","data/0.2-0-1.5-0.1/5",581,"true","best"
"27","data/0.2-0-1.5-0.1/5",743,"twin","gen"
"28","data/0.2-0-1.5-0.1/5",700,"twin","best"
"29","data/0.2-0-1.5-0.1/6",820,"true","gen"
"30","data/0.2-0-1.5-0.1/6",553,"true","best"
"31","data/0.2-0-1.5-0.1/6",454,"twin","gen"
"32","data/0.2-0-1.5-0.1/6",513,"twin","best"
"33","data/0.2-0-1.5-0.15/21",746,"true","gen"
"34","data/0.2-0-1.5-0.15/21",768,"true","best"
"35","data/0.2-0-1.5-0.15/21",695,"twin","gen"
"36","data/0.2-0-1.5-0.15/21",638,"twin","best"
"37","data/0.2-0-1.5-0.15/22",11,"true","gen"
"38","data/0.2-0-1.5-0.15/22",732,"true","best"
"39","data/0.2-0-1.5-0.15/22",248,"twin","gen"
"40","data/0.2-0-1.5-0.15/22",193,"twin","best"
"41","data/0.2-0-1.5-0.2/37",901,"true","gen"
"42","data/0.2-0-1.5-0.2/37",901,"true","best"
"43","data/0.2-0-1.5-0.2/37",747,"twin","gen"
"44","data/0.2-0-1.5-0.2/37",766,"twin","best"
"45","data/0.2-0-1.5-0.2/38",780,"true","gen"
"46","data/0.2-0-1.5-0.2/38",340,"true","best"
"47","data/0.2-0-1.5-0.2/38",804,"twin","gen"
"48","data/0.2-0-1.5-0.2/38",311,"twin","best"
"49","data/0.2-0-2-0.1/10",723,"true","gen"
"50","data/0.2-0-2-0.1/10",901,"true","best"
"51","data/0.2-0-2-0.1/10",897,"twin","gen"
"52","data/0.2-0-2-0.1/10",233,"twin","best"
"53","data/0.2-0-2-0.1/9",752,"true","gen"
"54","data/0.2-0-2-0.1/9",860,"true","best"
"55","data/0.2-0-2-0.1/9",535,"twin","gen"
"56","data/0.2-0-2-0.1/9",296,"twin","best"
"57","data/0.2-0-2-0.15/25",901,"true","gen"
"58","data/0.2-0-2-0.15/25",99,"true","best"
"59","data/0.2-0-2-0.15/25",768,"twin","gen"
"60","data/0.2-0-2-0.15/25",894,"twin","best"
"61","data/0.2-0-2-0.15/26",3,"true","gen"
"62","data/0.2-0-2-0.15/26",450,"true","best"
"63","data/0.2-0-2-0.15/26",253,"twin","gen"
"64","data/0.2-0-2-0.15/26",215,"twin","best"
"65","data/0.2-0-2-0.2/41",9,"true","gen"
"66","data/0.2-0-2-0.2/41",14,"true","best"
"67","data/0.2-0-2-0.2/41",239,"twin","gen"
"68","data/0.2-0-2-0.2/41",13,"twin","best"
"69","data/0.2-0-2-0.2/42",145,"true","gen"
"70","data/0.2-0-2-0.2/42",5,"true","best"
"71","data/0.2-0-2-0.2/42",71,"twin","gen"
"72","data/0.2-0-2-0.2/42",12,"twin","best"
"73","data/0.2-0-2.5-0.1/13",901,"true","gen"
"74","data/0.2-0-2.5-0.1/13",901,"true","best"
"75","data/0.2-0-2.5-0.1/13",901,"twin","gen"
"76","data/0.2-0-2.5-0.1/13",281,"twin","best"
"77","data/0.2-0-2.5-0.1/14",3,"true","gen"
"78","data/0.2-0-2.5-0.1/14",3,"true","best"
"79","data/0.2-0-2.5-0.1/14",111,"twin","gen"
"80","data/0.2-0-2.5-0.1/14",5,"twin","best"
"81","data/0.2-0-2.5-0.15/29",6,"true","gen"
"82","data/0.2-0-2.5-0.15/29",730,"true","best"
"83","data/0.2-0-2.5-0.15/29",729,"twin","gen"
"84","data/0.2-0-2.5-0.15/29",605,"twin","best"
