"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-0-0.1/1",901,"true","gen"
"2","data/0.2-0-0-0.1/1",76,"true","best"
"3","data/0.2-0-0-0.1/1",901,"twin","gen"
"4","data/0.2-0-0-0.1/1",76,"twin","best"
"5","data/0.2-0-0-0.1/2",841,"true","gen"
"6","data/0.2-0-0-0.1/2",783,"true","best"
"7","data/0.2-0-0-0.1/2",841,"twin","gen"
"8","data/0.2-0-0-0.1/2",783,"twin","best"
"9","data/0.2-0-0-0.15/17",811,"true","gen"
"10","data/0.2-0-0-0.15/17",73,"true","best"
"11","data/0.2-0-0-0.15/17",811,"twin","gen"
"12","data/0.2-0-0-0.15/17",73,"twin","best"
"13","data/0.2-0-0-0.15/18",901,"true","gen"
"14","data/0.2-0-0-0.15/18",49,"true","best"
"15","data/0.2-0-0-0.15/18",837,"twin","gen"
"16","data/0.2-0-0-0.15/18",76,"twin","best"
"17","data/0.2-0-0-0.2/33",564,"true","gen"
"18","data/0.2-0-0-0.2/33",901,"true","best"
"19","data/0.2-0-0-0.2/33",564,"twin","gen"
"20","data/0.2-0-0-0.2/33",901,"twin","best"
"21","data/0.2-0-0-0.2/34",806,"true","gen"
"22","data/0.2-0-0-0.2/34",85,"true","best"
"23","data/0.2-0-0-0.2/34",869,"twin","gen"
"24","data/0.2-0-0-0.2/34",882,"twin","best"
"25","data/0.2-0-0.5-0.1/5",901,"true","gen"
"26","data/0.2-0-0.5-0.1/5",124,"true","best"
"27","data/0.2-0-0.5-0.1/5",901,"twin","gen"
"28","data/0.2-0-0.5-0.1/5",124,"twin","best"
"29","data/0.2-0-0.5-0.1/6",886,"true","gen"
"30","data/0.2-0-0.5-0.1/6",894,"true","best"
"31","data/0.2-0-0.5-0.1/6",901,"twin","gen"
"32","data/0.2-0-0.5-0.1/6",901,"twin","best"
"33","data/0.2-0-0.5-0.15/21",901,"true","gen"
"34","data/0.2-0-0.5-0.15/21",125,"true","best"
"35","data/0.2-0-0.5-0.15/21",901,"twin","gen"
"36","data/0.2-0-0.5-0.15/21",125,"twin","best"
"37","data/0.2-0-0.5-0.15/22",815,"true","gen"
"38","data/0.2-0-0.5-0.15/22",55,"true","best"
"39","data/0.2-0-0.5-0.15/22",815,"twin","gen"
"40","data/0.2-0-0.5-0.15/22",55,"twin","best"
"41","data/0.2-0-0.5-0.2/37",901,"true","gen"
"42","data/0.2-0-0.5-0.2/37",865,"true","best"
"43","data/0.2-0-0.5-0.2/37",645,"twin","gen"
"44","data/0.2-0-0.5-0.2/37",115,"twin","best"
"45","data/0.2-0-0.5-0.2/38",901,"true","gen"
"46","data/0.2-0-0.5-0.2/38",901,"true","best"
"47","data/0.2-0-0.5-0.2/38",559,"twin","gen"
"48","data/0.2-0-0.5-0.2/38",901,"twin","best"
"49","data/0.2-0-1-0.1/10",878,"true","gen"
"50","data/0.2-0-1-0.1/10",54,"true","best"
"51","data/0.2-0-1-0.1/10",878,"twin","gen"
"52","data/0.2-0-1-0.1/10",54,"twin","best"
"53","data/0.2-0-1-0.1/9",847,"true","gen"
"54","data/0.2-0-1-0.1/9",901,"true","best"
"55","data/0.2-0-1-0.1/9",847,"twin","gen"
"56","data/0.2-0-1-0.1/9",901,"twin","best"
"57","data/0.2-0-1-0.15/25",901,"true","gen"
"58","data/0.2-0-1-0.15/25",767,"true","best"
"59","data/0.2-0-1-0.15/25",901,"twin","gen"
"60","data/0.2-0-1-0.15/25",767,"twin","best"
"61","data/0.2-0-1-0.15/26",713,"true","gen"
"62","data/0.2-0-1-0.15/26",901,"true","best"
"63","data/0.2-0-1-0.15/26",713,"twin","gen"
"64","data/0.2-0-1-0.15/26",901,"twin","best"
"65","data/0.2-0-1-0.2/41",901,"true","gen"
"66","data/0.2-0-1-0.2/41",96,"true","best"
"67","data/0.2-0-1-0.2/41",839,"twin","gen"
"68","data/0.2-0-1-0.2/41",130,"twin","best"
"69","data/0.2-0-1-0.2/42",842,"true","gen"
"70","data/0.2-0-1-0.2/42",888,"true","best"
"71","data/0.2-0-1-0.2/42",901,"twin","gen"
"72","data/0.2-0-1-0.2/42",142,"twin","best"
"73","data/0.2-0-2-0.1/13",901,"true","gen"
"74","data/0.2-0-2-0.1/13",901,"true","best"
"75","data/0.2-0-2-0.1/13",901,"twin","gen"
"76","data/0.2-0-2-0.1/13",901,"twin","best"
"77","data/0.2-0-2-0.1/14",829,"true","gen"
"78","data/0.2-0-2-0.1/14",901,"true","best"
"79","data/0.2-0-2-0.1/14",634,"twin","gen"
"80","data/0.2-0-2-0.1/14",901,"twin","best"
"81","data/0.2-0-2-0.15/29",901,"true","gen"
"82","data/0.2-0-2-0.15/29",901,"true","best"
"83","data/0.2-0-2-0.15/29",822,"twin","gen"
"84","data/0.2-0-2-0.15/29",805,"twin","best"
"85","data/0.2-0-2-0.15/30",901,"true","gen"
"86","data/0.2-0-2-0.15/30",104,"true","best"
"87","data/0.2-0-2-0.15/30",901,"twin","gen"
"88","data/0.2-0-2-0.15/30",104,"twin","best"
"89","data/0.2-0-2-0.2/45",792,"true","gen"
"90","data/0.2-0-2-0.2/45",780,"true","best"
"91","data/0.2-0-2-0.2/45",901,"twin","gen"
"92","data/0.2-0-2-0.2/45",901,"twin","best"
"93","data/0.2-0-2-0.2/46",806,"true","gen"
