"","folder","site_model","clock_model","tree_prior","tree","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","data/0.2-0-1-0.1/1","JC69","strict","birth_death","twin",-8562.92910480359,5.60739020149835,1.98953946101173e-07,7.6503340013421
"2","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","birth_death","twin",-8568.50983510454,6.28257270879362,7.50018857345025e-10,11.2019576212731
"3","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_bayesian_skyline","twin",-8583.62127855748,6.9468355587518,2.05237009324154e-16,11.7042019798865
"4","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_constant_population","twin",-8562.39289361177,5.72648390035227,3.40115261010039e-07,6.75238400264839
"5","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_exp_population","twin",-8596.62881146493,7.26602557987329,4.6042183638587e-22,7.90849586188884
"6","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","yule","twin",-8581.44180624331,7.22352302125136,1.81463163201824e-15,8.4556292986924
"7","data/0.2-0-1-0.1/1","GTR","strict","birth_death","twin",-8568.82517310305,5.91060233369263,5.47170443532706e-10,3.95260320558971
"8","data/0.2-0-1-0.1/1","GTR","strict","coalescent_bayesian_skyline","twin",-8579.13920261095,7.48243944662245,1.81466527446472e-14,7.41347985229186
"9","data/0.2-0-1-0.1/1","GTR","strict","coalescent_constant_population","twin",-8586.71206780525,7.78394898110307,9.33131741192554e-18,9.84184139255186
"10","data/0.2-0-1-0.1/1","GTR","strict","coalescent_exp_population","twin",-8601.04732336015,8.59764314800262,5.54907479167935e-24,9.21989447514568
"11","data/0.2-0-1-0.1/1","GTR","strict","yule","twin",-8581.11777868364,5.70692343028933,2.50906468746796e-15,9.01518521992013
"12","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","birth_death","twin",-8580.28015454483,6.976609368159,5.79812267272397e-15,10.9642789020361
"13","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_bayesian_skyline","twin",-8572.16982649109,5.72184478780276,1.93000360308155e-11,8.91814368237045
"14","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_constant_population","twin",-8577.55589290286,6.86152715878152,8.83932695122218e-14,6.65039396679166
"15","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_exp_population","twin",-8569.41676586953,6.27520016949847,3.02828786380975e-10,6.17665515521089
"16","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","yule","twin",-8568.47022555128,6.51633956434478,7.80322973529076e-10,14.4637124403335
"17","data/0.2-0-1-0.1/1","HKY","strict","birth_death","twin",-8569.76674668164,6.30338694723478,2.13403933719232e-10,7.65184479425856
"18","data/0.2-0-1-0.1/1","HKY","strict","coalescent_bayesian_skyline","twin",-8573.25859067725,6.54181354234482,6.49701458403639e-12,12.1989430108315
"19","data/0.2-0-1-0.1/1","HKY","strict","coalescent_constant_population","twin",-8576.7479748291,6.39679413719703,1.98286688219574e-13,7.69973773575588
"20","data/0.2-0-1-0.1/1","HKY","strict","coalescent_exp_population","twin",-8569.16772718513,6.66340835281829,3.88466240405807e-10,9.5511006507932
"21","data/0.2-0-1-0.1/1","HKY","strict","yule","twin",-8562.44206976171,5.43813300688679,3.23794292086843e-07,9.9457832747082
"22","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","birth_death","twin",-8552.17741586785,5.08991557655337,0.00929291004891971,7.80984680328013
"23","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_bayesian_skyline","twin",-8575.91492933707,6.51453093929138,4.56121579550475e-13,11.6631667008564
"24","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_constant_population","twin",-8561.8942961203,4.86093023626669,5.59969352528051e-07,10.1832919897409
"25","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_exp_population","twin",-8560.31596455582,5.82936834072987,2.71409439100228e-06,4.01403576428978
"26","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","yule","twin",-8562.5546867671,5.64178435395941,2.89307867857246e-07,5.6370066002014
"27","data/0.2-0-1-0.1/1","JC69","strict","coalescent_bayesian_skyline","twin",-8570.21977335298,5.8815754582394,1.35661132140461e-10,7.4833809716754
"28","data/0.2-0-1-0.1/1","JC69","strict","coalescent_constant_population","twin",-8555.75847600849,5.38714914417602,0.00025877187638731,3.87209777501962
"29","data/0.2-0-1-0.1/1","JC69","strict","coalescent_exp_population","twin",-8559.71423743301,5.19205194773407,4.95395111339792e-06,7.88352880251317
"30","data/0.2-0-1-0.1/1","JC69","strict","yule","twin",-8547.50851979743,4.24616661602738,0.990438544715959,6.81362156445806
"31","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","birth_death","twin",-8562.65647615901,5.57856308469253,2.61308582111754e-07,6.05703992019953
"32","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_bayesian_skyline","twin",-8569.55404856294,6.37677399741244,2.63983048523239e-10,8.04867128172264
"33","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_constant_population","twin",-8567.47222438182,5.89479449204414,2.11690219882803e-09,9.71753664587031
"34","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_exp_population","twin",-8583.71549589507,7.29721709284055,1.86783112360154e-16,10.4426733505191
"35","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","yule","twin",-8587.30871501722,8.01477078311248,5.13833447384309e-18,13.8789335033296
"36","data/0.2-0-1-0.1/1","TN93","strict","birth_death","twin",-8570.35409202787,5.79159568477407,1.1861007424627e-10,10.9407481856273
"37","data/0.2-0-1-0.1/1","TN93","strict","coalescent_bayesian_skyline","twin",-8576.51019646894,7.20528680335527,2.51512392814479e-13,12.1336978410934
"38","data/0.2-0-1-0.1/1","TN93","strict","coalescent_constant_population","twin",-8563.38422718023,5.59420674163379,1.26210480659363e-07,7.57856766345671
"39","data/0.2-0-1-0.1/1","TN93","strict","coalescent_exp_population","twin",-8580.98391960282,7.59196967618173,2.86844230067378e-15,6.97053946917374
"40","data/0.2-0-1-0.1/1","TN93","strict","yule","twin",-8572.90461099702,6.62884382915408,9.25646713410344e-12,9.53730044208573
"41","data/0.2-0-1-0.1/1","JC69","strict","birth_death","true",-8490.34711248683,5.84979672429162,0.0113715419884685,6.39574428441817
"42","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","birth_death","true",-8511.99022245605,7.09638948488622,4.53248242157214e-12,10.1254479545974
"43","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_bayesian_skyline","true",-8515.45744862042,7.83331193247504,1.4142915211747e-13,9.78587967022105
"44","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_constant_population","true",-8503.6582011187,6.61084732148691,1.88315912215702e-08,10.8061019307117
"45","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","coalescent_exp_population","true",-8534.07697728324,9.26675035846411,1.15925875329165e-21,6.29740785318141
"46","data/0.2-0-1-0.1/1","GTR","relaxed_log_normal","yule","true",-8504.07338872658,7.64370663145709,1.24329254998168e-08,5.65484541821766
"47","data/0.2-0-1-0.1/1","GTR","strict","birth_death","true",-8503.28006987201,6.45722341848837,2.74857335591493e-08,10.787887078419
"48","data/0.2-0-1-0.1/1","GTR","strict","coalescent_bayesian_skyline","true",-8520.02279434621,7.73926708505142,1.47175147943903e-15,10.6166221634399
"49","data/0.2-0-1-0.1/1","GTR","strict","coalescent_constant_population","true",-8505.57682271092,6.41807114333776,2.76465057171928e-09,6.41738370978958
"50","data/0.2-0-1-0.1/1","GTR","strict","coalescent_exp_population","true",-8522.71009033479,8.41922040938623,1.001743797222e-16,11.654307087598
"51","data/0.2-0-1-0.1/1","GTR","strict","yule","true",-8513.09931809547,8.24620404126989,1.49507167063201e-12,6.88417455642061
"52","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","birth_death","true",-8505.65686890393,6.99284184772149,2.55197624861805e-09,10.0264975482424
"53","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_bayesian_skyline","true",-8510.72927441876,5.92488879651664,1.5994066706517e-11,9.1623525220647
"54","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_constant_population","true",-8504.38519228283,6.64165123961225,9.10245975338508e-09,10.783724432631
"55","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","coalescent_exp_population","true",-8505.07364910074,7.42981718673956,4.572626936065e-09,5.42842745132677
"56","data/0.2-0-1-0.1/1","HKY","relaxed_log_normal","yule","true",-8496.1292558309,5.5656964757221,3.50482559215993e-05,5.0935366129354
"57","data/0.2-0-1-0.1/1","HKY","strict","birth_death","true",-8501.37427075083,7.67347076194754,1.84835494685566e-07,6.36635688762214
"58","data/0.2-0-1-0.1/1","HKY","strict","coalescent_bayesian_skyline","true",-8494.49822935271,5.61578037689468,0.0001790656199768,8.28723456910781
"59","data/0.2-0-1-0.1/1","HKY","strict","coalescent_constant_population","true",-8490.79429925559,5.64213392663276,0.00727124223872624,6.92410101519057
"60","data/0.2-0-1-0.1/1","HKY","strict","coalescent_exp_population","true",-8503.64002516128,5.98264529904269,1.91770030075826e-08,10.7112920612657
"61","data/0.2-0-1-0.1/1","HKY","strict","yule","true",-8500.32019382083,6.30514896826697,5.30353169178087e-07,8.60991804024094
"62","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","birth_death","true",-8485.97189963457,5.02048167342546,0.903545772314784,8.18734486352129
"63","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_bayesian_skyline","true",-8498.98657439362,6.19674379139055,2.01255948935335e-06,6.83828609507488
"64","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_constant_population","true",-8497.57906865536,6.21089975630748,8.22281845515548e-06,8.67306584470737
"65","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","coalescent_exp_population","true",-8493.97872807787,6.51708437779712,0.000301043148671516,8.70028606075063
"66","data/0.2-0-1-0.1/1","JC69","relaxed_log_normal","yule","true",-8488.91593417075,5.28995606077824,0.0475742778409792,9.59334167816839
"67","data/0.2-0-1-0.1/1","JC69","strict","coalescent_bayesian_skyline","true",-8503.32585426026,7.19253633729056,2.62556893353971e-08,11.790684242488
"68","data/0.2-0-1-0.1/1","JC69","strict","coalescent_constant_population","true",-8494.08558028189,5.27801141508866,0.000270534978788268,3.9606902898809
"69","data/0.2-0-1-0.1/1","JC69","strict","coalescent_exp_population","true",-8491.86140942475,6.259480580253,0.00250131596575259,8.2161384965376
"70","data/0.2-0-1-0.1/1","JC69","strict","yule","true",-8489.49291980984,5.8023280453079,0.0267171744006916,9.2444671405878
"71","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","birth_death","true",-8496.38121571861,6.03981032279352,2.72421652172297e-05,8.68826830472538
"72","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_bayesian_skyline","true",-8507.72500808501,8.5179775887538,3.2262290240548e-10,7.15559420633838
"73","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_constant_population","true",-8516.03625628592,7.22685670163795,7.92804237073136e-14,10.7600926896725
"74","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","coalescent_exp_population","true",-8494.42570664152,6.24672937185677,0.000192534439053484,6.37232455328872
"75","data/0.2-0-1-0.1/1","TN93","relaxed_log_normal","yule","true",-8502.05640291072,7.70258733485751,9.34413579362794e-08,8.26926185021737
"76","data/0.2-0-1-0.1/1","TN93","strict","birth_death","true",-8507.00602994424,6.05861501699865,6.62130255489924e-10,7.38423396610236
