"","folder","ess_likelihood","tree","best_or_gen"
"1","data/0.2-0-1-0.1/1",864,"true","gen"
"2","data/0.2-0-1-0.1/1",863,"true","best"
"3","data/0.2-0-1-0.1/1",864,"twin","gen"
"4","data/0.2-0-1-0.1/1",863,"twin","best"
"5","data/0.2-0-1-0.1/2",911,"true","gen"
"6","data/0.2-0-1-0.1/2",1001,"true","best"
"7","data/0.2-0-1-0.1/2",911,"twin","gen"
"8","data/0.2-0-1-0.1/2",1001,"twin","best"
"9","data/0.2-0-1-0.15/17",1001,"true","gen"
"10","data/0.2-0-1-0.15/17",95,"true","best"
"11","data/0.2-0-1-0.15/17",1001,"twin","gen"
"12","data/0.2-0-1-0.15/17",95,"twin","best"
"13","data/0.2-0-1-0.15/18",146,"true","gen"
"14","data/0.2-0-1-0.15/18",134,"true","best"
"15","data/0.2-0-1-0.15/18",146,"twin","gen"
"16","data/0.2-0-1-0.15/18",964,"twin","best"
"17","data/0.2-0-1-0.2/33",772,"true","gen"
"18","data/0.2-0-1-0.2/33",227,"true","best"
"19","data/0.2-0-1-0.2/33",772,"twin","gen"
"20","data/0.2-0-1-0.2/33",941,"twin","best"
"21","data/0.2-0-1-0.2/34",744,"true","gen"
"22","data/0.2-0-1-0.2/34",952,"true","best"
"23","data/0.2-0-1-0.2/34",744,"twin","gen"
"24","data/0.2-0-1-0.2/34",952,"twin","best"
"25","data/0.2-0-1.5-0.1/5",739,"true","gen"
"26","data/0.2-0-1.5-0.1/5",766,"true","best"
"27","data/0.2-0-1.5-0.1/5",739,"twin","gen"
"28","data/0.2-0-1.5-0.1/5",766,"twin","best"
"29","data/0.2-0-1.5-0.1/6",627,"true","gen"
"30","data/0.2-0-1.5-0.1/6",3,"true","best"
"31","data/0.2-0-1.5-0.1/6",627,"twin","gen"
"32","data/0.2-0-1.5-0.1/6",3,"twin","best"
"33","data/0.2-0-1.5-0.15/21",477,"true","gen"
"34","data/0.2-0-1.5-0.15/21",861,"true","best"
"35","data/0.2-0-1.5-0.15/21",477,"twin","gen"
"36","data/0.2-0-1.5-0.15/21",861,"twin","best"
"37","data/0.2-0-1.5-0.15/22",348,"true","gen"
"38","data/0.2-0-1.5-0.15/22",9,"true","best"
"39","data/0.2-0-1.5-0.15/22",348,"twin","gen"
"40","data/0.2-0-1.5-0.15/22",9,"twin","best"
"41","data/0.2-0-1.5-0.2/37",4,"true","gen"
"42","data/0.2-0-1.5-0.2/37",40,"true","best"
"43","data/0.2-0-1.5-0.2/37",4,"twin","gen"
"44","data/0.2-0-1.5-0.2/37",40,"twin","best"
"45","data/0.2-0-1.5-0.2/38",745,"true","gen"
"46","data/0.2-0-1.5-0.2/38",750,"true","best"
"47","data/0.2-0-1.5-0.2/38",745,"twin","gen"
"48","data/0.2-0-1.5-0.2/38",750,"twin","best"
"49","data/0.2-0-2-0.1/10",943,"true","gen"
"50","data/0.2-0-2-0.1/10",127,"true","best"
"51","data/0.2-0-2-0.1/10",943,"twin","gen"
"52","data/0.2-0-2-0.1/10",786,"twin","best"
"53","data/0.2-0-2-0.1/9",787,"true","gen"
"54","data/0.2-0-2-0.1/9",224,"true","best"
"55","data/0.2-0-2-0.1/9",787,"twin","gen"
"56","data/0.2-0-2-0.1/9",224,"twin","best"
"57","data/0.2-0-2-0.15/25",751,"true","gen"
"58","data/0.2-0-2-0.15/25",1001,"true","best"
"59","data/0.2-0-2-0.15/25",751,"twin","gen"
"60","data/0.2-0-2-0.15/25",1001,"twin","best"
"61","data/0.2-0-2-0.15/26",588,"true","gen"
"62","data/0.2-0-2-0.15/26",544,"true","best"
"63","data/0.2-0-2-0.15/26",588,"twin","gen"
"64","data/0.2-0-2-0.15/26",544,"twin","best"
"65","data/0.2-0-2-0.2/41",4,"true","gen"
"66","data/0.2-0-2-0.2/41",113,"true","best"
"67","data/0.2-0-2-0.2/41",4,"twin","gen"
"68","data/0.2-0-2-0.2/41",113,"twin","best"
"69","data/0.2-0-2-0.2/42",218,"true","gen"
"70","data/0.2-0-2-0.2/42",149,"true","best"
"71","data/0.2-0-2-0.2/42",218,"twin","gen"
"72","data/0.2-0-2-0.2/42",149,"twin","best"
"73","data/0.2-0-2.5-0.1/13",3,"true","gen"
"74","data/0.2-0-2.5-0.1/13",833,"true","best"
"75","data/0.2-0-2.5-0.1/13",3,"twin","gen"
"76","data/0.2-0-2.5-0.1/13",833,"twin","best"
"77","data/0.2-0-2.5-0.1/14",221,"true","gen"
"78","data/0.2-0-2.5-0.1/14",4,"true","best"
"79","data/0.2-0-2.5-0.1/14",221,"twin","gen"
"80","data/0.2-0-2.5-0.1/14",4,"twin","best"
"81","data/0.2-0-2.5-0.15/29",523,"true","gen"
"82","data/0.2-0-2.5-0.15/29",266,"true","best"
"83","data/0.2-0-2.5-0.15/29",523,"twin","gen"
"84","data/0.2-0-2.5-0.15/29",266,"twin","best"
"85","data/0.2-0-2.5-0.15/30",997,"true","gen"
"86","data/0.2-0-2.5-0.15/30",691,"true","best"
"87","data/0.2-0-2.5-0.15/30",997,"twin","gen"
"88","data/0.2-0-2.5-0.15/30",691,"twin","best"
"89","data/0.2-0-2.5-0.2/45",603,"true","gen"
"90","data/0.2-0-2.5-0.2/45",636,"true","best"
"91","data/0.2-0-2.5-0.2/45",603,"twin","gen"
"92","data/0.2-0-2.5-0.2/45",636,"twin","best"
"93","data/0.2-0-2.5-0.2/46",608,"true","gen"
"94","data/0.2-0-2.5-0.2/46",531,"true","best"
"95","data/0.2-0-2.5-0.2/46",608,"twin","gen"
"96","data/0.2-0-2.5-0.2/46",531,"twin","best"
"97","data/0.2-0.15-1-0.1/3",16,"true","gen"
"98","data/0.2-0.15-1-0.1/3",912,"true","best"
"99","data/0.2-0.15-1-0.1/3",16,"twin","gen"
"100","data/0.2-0.15-1-0.1/3",912,"twin","best"
"101","data/0.2-0.15-1-0.1/4",838,"true","gen"
"102","data/0.2-0.15-1-0.1/4",901,"true","best"
"103","data/0.2-0.15-1-0.1/4",838,"twin","gen"
"104","data/0.2-0.15-1-0.1/4",217,"twin","best"
"105","data/0.2-0.15-1-0.15/19",540,"true","gen"
"106","data/0.2-0.15-1-0.15/19",1001,"true","best"
"107","data/0.2-0.15-1-0.15/19",540,"twin","gen"
"108","data/0.2-0.15-1-0.15/19",1001,"twin","best"
"109","data/0.2-0.15-1-0.15/20",1001,"true","gen"
"110","data/0.2-0.15-1-0.15/20",952,"true","best"
"111","data/0.2-0.15-1-0.15/20",1001,"twin","gen"
"112","data/0.2-0.15-1-0.15/20",191,"twin","best"
"113","data/0.2-0.15-1-0.2/35",734,"true","gen"
"114","data/0.2-0.15-1-0.2/35",820,"true","best"
"115","data/0.2-0.15-1-0.2/35",734,"twin","gen"
"116","data/0.2-0.15-1-0.2/35",820,"twin","best"
"117","data/0.2-0.15-1-0.2/36",802,"true","gen"
"118","data/0.2-0.15-1-0.2/36",8,"true","best"
"119","data/0.2-0.15-1-0.2/36",802,"twin","gen"
"120","data/0.2-0.15-1-0.2/36",8,"twin","best"
"121","data/0.2-0.15-1.5-0.1/7",3,"true","gen"
"122","data/0.2-0.15-1.5-0.1/7",1001,"true","best"
"123","data/0.2-0.15-1.5-0.1/7",3,"twin","gen"
"124","data/0.2-0.15-1.5-0.1/7",258,"twin","best"
"125","data/0.2-0.15-1.5-0.1/8",890,"true","gen"
"126","data/0.2-0.15-1.5-0.1/8",4,"true","best"
"127","data/0.2-0.15-1.5-0.1/8",890,"twin","gen"
"128","data/0.2-0.15-1.5-0.1/8",4,"twin","best"
"129","data/0.2-0.15-1.5-0.15/23",1001,"true","gen"
"130","data/0.2-0.15-1.5-0.15/23",1001,"true","best"
"131","data/0.2-0.15-1.5-0.15/23",1001,"twin","gen"
"132","data/0.2-0.15-1.5-0.15/23",1001,"twin","best"
"133","data/0.2-0.15-1.5-0.15/24",169,"true","gen"
"134","data/0.2-0.15-1.5-0.15/24",254,"true","best"
"135","data/0.2-0.15-1.5-0.15/24",169,"twin","gen"
"136","data/0.2-0.15-1.5-0.15/24",254,"twin","best"
"137","data/0.2-0.15-1.5-0.2/39",441,"true","gen"
"138","data/0.2-0.15-1.5-0.2/39",827,"true","best"
"139","data/0.2-0.15-1.5-0.2/39",441,"twin","gen"
"140","data/0.2-0.15-1.5-0.2/39",827,"twin","best"
"141","data/0.2-0.15-1.5-0.2/40",762,"true","gen"
"142","data/0.2-0.15-1.5-0.2/40",21,"true","best"
"143","data/0.2-0.15-1.5-0.2/40",762,"twin","gen"
"144","data/0.2-0.15-1.5-0.2/40",21,"twin","best"
"145","data/0.2-0.15-2-0.1/11",1001,"true","gen"
"146","data/0.2-0.15-2-0.1/11",1001,"true","best"
"147","data/0.2-0.15-2-0.1/11",1001,"twin","gen"
"148","data/0.2-0.15-2-0.1/11",130,"twin","best"
"149","data/0.2-0.15-2-0.1/12",9,"true","gen"
"150","data/0.2-0.15-2-0.1/12",85,"true","best"
"151","data/0.2-0.15-2-0.1/12",9,"twin","gen"
"152","data/0.2-0.15-2-0.1/12",85,"twin","best"
"153","data/0.2-0.15-2-0.15/27",586,"true","gen"
"154","data/0.2-0.15-2-0.15/27",718,"true","best"
"155","data/0.2-0.15-2-0.15/27",586,"twin","gen"
"156","data/0.2-0.15-2-0.15/27",718,"twin","best"
"157","data/0.2-0.15-2-0.15/28",832,"true","gen"
"158","data/0.2-0.15-2-0.15/28",888,"true","best"
"159","data/0.2-0.15-2-0.15/28",832,"twin","gen"
"160","data/0.2-0.15-2-0.15/28",888,"twin","best"
"161","data/0.2-0.15-2-0.2/43",5,"true","gen"
"162","data/0.2-0.15-2-0.2/43",1001,"true","best"
"163","data/0.2-0.15-2-0.2/43",5,"twin","gen"
"164","data/0.2-0.15-2-0.2/43",1001,"twin","best"
"165","data/0.2-0.15-2-0.2/44",1001,"true","gen"
"166","data/0.2-0.15-2-0.2/44",1001,"true","best"
"167","data/0.2-0.15-2-0.2/44",1001,"twin","gen"
"168","data/0.2-0.15-2-0.2/44",1001,"twin","best"
"169","data/0.2-0.15-2.5-0.1/15",1001,"true","gen"
"170","data/0.2-0.15-2.5-0.1/15",96,"true","best"
"171","data/0.2-0.15-2.5-0.1/15",1001,"twin","gen"
"172","data/0.2-0.15-2.5-0.1/15",96,"twin","best"
"173","data/0.2-0.15-2.5-0.1/16",1001,"true","gen"
"174","data/0.2-0.15-2.5-0.1/16",886,"true","best"
"175","data/0.2-0.15-2.5-0.1/16",1001,"twin","gen"
"176","data/0.2-0.15-2.5-0.1/16",886,"twin","best"
"177","data/0.2-0.15-2.5-0.15/31",812,"true","gen"
"178","data/0.2-0.15-2.5-0.15/31",754,"true","best"
"179","data/0.2-0.15-2.5-0.15/31",812,"twin","gen"
"180","data/0.2-0.15-2.5-0.15/31",754,"twin","best"
"181","data/0.2-0.15-2.5-0.15/32",608,"true","gen"
"182","data/0.2-0.15-2.5-0.15/32",9,"true","best"
"183","data/0.2-0.15-2.5-0.15/32",608,"twin","gen"
"184","data/0.2-0.15-2.5-0.15/32",9,"twin","best"
"185","data/0.2-0.15-2.5-0.2/47",305,"true","gen"
"186","data/0.2-0.15-2.5-0.2/47",436,"true","best"
"187","data/0.2-0.15-2.5-0.2/47",305,"twin","gen"
"188","data/0.2-0.15-2.5-0.2/47",436,"twin","best"
"189","data/0.2-0.15-2.5-0.2/48",35,"true","gen"
"190","data/0.2-0.15-2.5-0.2/48",11,"true","best"
"191","data/0.2-0.15-2.5-0.2/48",35,"twin","gen"
