"","folder","site_model","clock_model","tree_prior","tree","marg_log_lik","marg_log_lik_sd","weight"
"232","data/0.2-0.15-2-0.15/27","JC69","strict","birth_death","true",-20366.3231495477,11.4733991718574,0.999999999999975
"233","data/0.2-0.15-2-0.15/27","JC69","strict","yule","true",-20397.641659817,13.4320717284379,2.50347816914058e-14
"234","data/0.2-0.15-2-0.15/27","GTR","strict","birth_death","true",-20407.4364625646,12.7370578959302,1.39545239050101e-18
"235","data/0.2-0.15-2-0.15/28","JC69","strict","birth_death","twin",-23567.3743550198,0.41672669586181,0
"236","data/0.2-0.15-2-0.15/28","JC69","strict","yule","twin",-12591.6842427825,8.27512394349835,0.999999152294587
"237","data/0.2-0.15-2-0.15/28","GTR","strict","birth_death","twin",-12605.6649745863,8.9223602576322,8.47705413234289e-07
"238","data/0.2-0.15-2-0.15/28","JC69","strict","birth_death","true",-23567.3743550193,0.416726695767288,0
"239","data/0.2-0.15-2-0.15/28","JC69","strict","yule","true",-13037.1057279757,7.68120956386204,0.999999999994646
"240","data/0.2-0.15-2-0.15/28","GTR","strict","birth_death","true",-13063.0588973055,9.9077486690853,5.35404198089846e-12
"241","data/0.2-0.15-2-0.2/43","JC69","strict","birth_death","twin",-24953.685197749,0.399629000952072,0
"242","data/0.2-0.15-2-0.2/43","JC69","strict","yule","twin",-13358.2754745284,9.20942328595893,1
"243","data/0.2-0.15-2-0.2/43","GTR","strict","birth_death","twin",-13396.4950285683,10.1120246412844,2.52033679393453e-17
"244","data/0.2-0.15-2-0.2/43","JC69","strict","birth_death","true",-24953.6638947722,0.380984904764563,0
"245","data/0.2-0.15-2-0.2/43","JC69","strict","yule","true",-13035.2577206543,7.59434368533376,1
"246","data/0.2-0.15-2-0.2/43","GTR","strict","birth_death","true",-13076.3451540269,9.79538292027585,1.43203756571541e-18
"247","data/0.2-0.15-2-0.2/44","JC69","strict","birth_death","twin",-4727.70077325451,4.42016945293729,0.999988641513906
"248","data/0.2-0.15-2-0.2/44","JC69","strict","yule","twin",-4739.0863073159,5.41735743830176,1.13584860938569e-05
"249","data/0.2-0.15-2-0.2/44","GTR","strict","birth_death","twin",-8315.19797664293,2.40788611444487,0
"250","data/0.2-0.15-2-0.2/44","JC69","strict","birth_death","true",-4824.89389129612,4.40995311579033,0.0443515525842566
"251","data/0.2-0.15-2-0.2/44","JC69","strict","yule","true",-4821.82364889921,4.29629096504411,0.955648447412761
"252","data/0.2-0.15-2-0.2/44","GTR","strict","birth_death","true",-4848.31668662418,7.46607462431665,2.98207159338821e-12
"253","data/0.2-0.15-2.5-0.1/15","JC69","strict","birth_death","twin",-3807.1297917343,4.81892987653762,0.999877541556706
"254","data/0.2-0.15-2.5-0.1/15","JC69","strict","yule","twin",-5545.51276020909,0.426161943578005,0
"255","data/0.2-0.15-2.5-0.1/15","GTR","strict","birth_death","twin",-3816.13740809231,5.73237940513724,0.000122458443294041
"256","data/0.2-0.15-2.5-0.1/15","JC69","strict","birth_death","true",-3675.97116157716,3.15809591113828,0.999916440396709
"257","data/0.2-0.15-2.5-0.1/15","JC69","strict","yule","true",-5545.55106367785,0.483514466403612,0
"258","data/0.2-0.15-2.5-0.1/15","GTR","strict","birth_death","true",-3685.36102838296,4.66468359360873,8.35596032905319e-05
"259","data/0.2-0.15-2.5-0.1/16","JC69","strict","birth_death","twin",-3461.31962927127,3.86140796913012,0.0300637889577325
"260","data/0.2-0.15-2.5-0.1/16","JC69","strict","yule","twin",-3457.84572038704,4.20162933624912,0.969936210637746
"261","data/0.2-0.15-2.5-0.1/16","GTR","strict","birth_death","twin",-3479.44351155227,6.26028649953293,4.0452153709647e-10
"262","data/0.2-0.15-2.5-0.1/16","JC69","strict","birth_death","true",-3668.89875594095,4.48869139417254,0.0092591962792789
"263","data/0.2-0.15-2.5-0.1/16","JC69","strict","yule","true",-3664.22592024106,3.42745609524465,0.990740803720721
"264","data/0.2-0.15-2.5-0.1/16","GTR","strict","birth_death","true",-3702.77506550793,7.04457348011454,1.79588688259913e-17
"265","data/0.2-0.15-2.5-0.15/31","JC69","strict","birth_death","twin",-12798.1302600278,9.06282858039517,0.0124451403323212
"266","data/0.2-0.15-2.5-0.15/31","JC69","strict","yule","twin",-12793.7563614451,8.27173037403776,0.987551645550286
"267","data/0.2-0.15-2.5-0.15/31","GTR","strict","birth_death","twin",-12806.3917927267,9.43059445156875,3.2141173926534e-06
"268","data/0.2-0.15-2.5-0.15/31","JC69","strict","birth_death","true",-13135.2489124953,8.28969425959525,4.16855716813498e-06
"269","data/0.2-0.15-2.5-0.15/31","JC69","strict","yule","true",-13122.860976079,7.30699232706114,0.999995831442819
"270","data/0.2-0.15-2.5-0.15/31","GTR","strict","birth_death","true",-13154.851325834,9.80242204942139,1.27869161365374e-14
"271","data/0.2-0.15-2.5-0.15/32","JC69","strict","birth_death","twin",-18679.8768094736,10.7443406044763,0.99415168239199
"272","data/0.2-0.15-2.5-0.15/32","JC69","strict","yule","twin",-18685.0125452621,11.1485059701396,0.00584831744990532
"273","data/0.2-0.15-2.5-0.15/32","GTR","strict","birth_death","twin",-18702.4387057543,10.7517651547001,1.58104996838926e-10
"274","data/0.2-0.15-2.5-0.15/32","JC69","strict","birth_death","true",-17885.8071539419,12.1680467402875,0.0473846036852696
"275","data/0.2-0.15-2.5-0.15/32","JC69","strict","yule","true",-17882.8063034812,10.9325405063857,0.952554973163111
"276","data/0.2-0.15-2.5-0.15/32","GTR","strict","birth_death","true",-17892.4718342436,11.532581649096,6.04231516194931e-05
"277","data/0.2-0.15-2.5-0.2/47","JC69","strict","birth_death","twin",-26491.4707860424,18.2933455366974,0.999999975081639
"278","data/0.2-0.15-2.5-0.2/47","JC69","strict","yule","twin",-26508.9797723402,18.4526813769579,2.48853559059837e-08
"279","data/0.2-0.15-2.5-0.2/47","GTR","strict","birth_death","twin",-26515.6051354962,20.7448149347673,3.30054149439544e-11
"280","data/0.2-0.15-2.5-0.2/47","JC69","strict","birth_death","true",-29975.8544124583,19.059615949961,7.5526800253014e-37
"281","data/0.2-0.15-2.5-0.2/47","JC69","strict","yule","true",-29892.680666488,17.1035262352185,1
"282","data/0.2-0.15-2.5-0.2/47","GTR","strict","birth_death","true",-29997.2407272259,20.3983809774193,3.89172903099395e-46
"283","data/0.2-0.15-2.5-0.2/48","JC69","strict","birth_death","twin",-36896.9603782055,20.5178198639985,0.999999785939878
"284","data/0.2-0.15-2.5-0.2/48","JC69","strict","yule","twin",-36912.3173966448,16.4005118134265,2.14058037951739e-07
"285","data/0.2-0.15-2.5-0.2/48","GTR","strict","birth_death","twin",-36923.857064102,20.4113979156488,2.08409561920832e-12
"286","data/0.2-0.15-2.5-0.2/48","JC69","strict","birth_death","true",-43270.6328174512,17.7757908176532,5.46563801655598e-07
"287","data/0.2-0.15-2.5-0.2/48","JC69","strict","yule","true",-43256.2132032076,19.4259671730993,0.999999453436198
"288","data/0.2-0.15-2.5-0.2/48","GTR","strict","birth_death","true",-43294.908708321,20.7361557880451,1.56586896786371e-17
