"","folder","site_model","clock_model","tree_prior","tree","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","data/0.2-0-1-0.1/1","JC69","strict","birth_death","twin",-7148.45027689782,4.57130811482232,0.63056638106354,6.78012217657288
"2","data/0.2-0-1-0.1/1","JC69","strict","yule","twin",-7148.98565728013,5.19226850737783,0.369162915033998,10.8499964580051
"3","data/0.2-0-1-0.1/1","HKY","strict","yule","twin",-7156.34847539284,4.95854862327461,0.000234199945167724,9.19911682775368
"4","data/0.2-0-1-0.1/1","HKY","strict","birth_death","twin",-7158.20722993614,5.91482449179224,3.65039572944504e-05,4.58662377917997
"5","data/0.2-0-1-0.1/1","JC69","strict","birth_death","true",-7126.67595889166,4.76737818973538,0.00016988288322109,5.0384836084607
"6","data/0.2-0-1-0.1/1","JC69","strict","yule","true",-7117.99572807506,3.78278093630797,0.999829550569966,6.41267333974169
"7","data/0.2-0-1-0.1/1","HKY","strict","yule","true",-7141.33359704471,5.47185452327436,7.3184356003094e-11,10.0571973542123
"8","data/0.2-0-1-0.1/1","HKY","strict","birth_death","true",-7132.37939292107,5.21753621154437,5.66473628060259e-07,8.08070970542915
"9","data/0.2-0-1-0.1/2","JC69","strict","birth_death","twin",-6552.58832587952,3.75048384540926,0.884059758852891,6.16647619802748
"10","data/0.2-0-1-0.1/2","JC69","strict","yule","twin",-6554.61985383794,4.66329776666782,0.115931175740616,7.37989674745645
"11","data/0.2-0-1-0.1/2","HKY","strict","yule","twin",-6569.31641866263,5.55623699919707,4.8035601587152e-08,10.0307878172459
"12","data/0.2-0-1-0.1/2","HKY","strict","birth_death","twin",-6564.08145300318,5.24088849342593,9.01737089193192e-06,8.67539121777052
"13","data/0.2-0-1-0.1/2","JC69","strict","birth_death","true",-5851.7872581145,3.88129540016395,0.996248856925845,8.09002931866919
"14","data/0.2-0-1-0.1/2","JC69","strict","yule","true",-5857.36919945607,5.12368261522884,0.00375112479808028,4.96929773088746
"15","data/0.2-0-1-0.1/2","HKY","strict","yule","true",-5871.13677692103,5.28921493871329,3.93530675424274e-09,7.82816689774338
"16","data/0.2-0-1-0.1/2","HKY","strict","birth_death","true",-5869.84365935042,5.97424023934765,1.43407682086623e-08,6.91337250972745
"17","data/0.2-0-1-0.15/17","JC69","strict","birth_death","twin",-4547.04645277974,3.68454551708228,0.00161760979294654,7.76797355965829
"18","data/0.2-0-1-0.15/17","JC69","strict","yule","twin",-4542.07227518852,3.03477231139448,0.233954631593989,5.99865536625493
